2.198150097863387487e+02,1.876003580566471385e+02,2.706556991448633198e+02,2.482671387853356464e+02,2.932640779161959017e+02,2.338841460011258278e+02,3.314958154097728880e+02,2.959057017718631073e+02,6.945037964219926607e+02,5.650219002968624409e+02,1.886687418674465562e+02,2.844624768842369917e+02,3.927360986769298279e+02,2.263087161771427986e+02,3.423724744869379037e+02,3.178885813924735544e+02,9.509800736153583500e+01,1.970083037337187761e+02,2.274548629206293811e+02,1.938565112371390171e+02,8.170408617446750554e+01,1.126817008328843173e+02,1.569129485674908722e+02,1.353269899571658357e+02,3.009223480937482691e+02,3.124160010497643043e+02,3.309883046676804383e+02,4.522025368887732952e+02,2.496987688258782896e+02,2.989832365912816954e+02,4.108719765062829765e+01
1.977707612600929394e+02,1.798322448062168917e+02,2.685611611862046288e+02,2.471312470801695724e+02,2.912726570942417652e+02,2.341382320886903301e+02,3.303560679307110490e+02,2.967067629640815198e+02,7.241941570401799027e+02,5.560909663521586026e+02,1.882560994164400938e+02,2.840111748323690790e+02,3.921943870348936230e+02,2.256250463959755450e+02,3.177757310175848033e+02,2.726973246818585608e+02,7.474453859785023724e+01,1.561868542114424088e+02,1.945993887220535328e+02,1.768188111934886990e+02,7.724171799803677629e+01,1.096835824025270369e+02,1.573765467002001515e+02,1.360226206335871098e+02,2.984119265498177924e+02,3.054205195287300967e+02,3.187273426991365568e+02,4.431743862531425293e+02,2.447135732230370024e+02,2.930140845470540967e+02,4.026689838353893691e+01
1.977137610489664610e+02,1.808951019558477356e+02,2.691074905202200398e+02,2.464840124695453198e+02,2.902870788967535418e+02,2.352537881002003815e+02,3.315194495791849931e+02,2.976891200754544116e+02,7.164329392429294785e+02,5.535007698198297703e+02,1.883989729313283306e+02,2.851149429644407292e+02,3.963428385498103808e+02,2.260237331867000989e+02,3.193516125889910882e+02,2.749448157072270646e+02,7.561297721108290659e+01,1.572428366000498272e+02,1.975597172189291086e+02,1.794710883731330853e+02,7.799913855769446513e+01,1.102639220334015846e+02,1.583662726847988438e+02,1.371330147622564368e+02,3.000167087462981499e+02,3.061814746591304015e+02,3.185676670618829576e+02,4.437801599679636979e+02,2.450480714587581588e+02,2.934146046041622640e+02,4.032193908393760751e+01
1.964723336654748209e+02,1.820300137181679929e+02,2.734635067143258311e+02,2.486807140759980541e+02,2.937982821465328129e+02,2.387212846468229941e+02,3.363429704701509309e+02,3.031072595375046035e+02,6.983856091156441153e+02,5.460285983322844459e+02,1.898677197394610232e+02,2.898002736320648296e+02,4.039187997098399023e+02,2.294260976042930622e+02,3.199116808009742954e+02,2.717653050669204049e+02,7.373015792744692476e+01,1.515695035649588078e+02,1.908612718697756065e+02,1.775486939879363320e+02,7.746468009151720935e+01,1.101782327757004936e+02,1.601033613851720645e+02,1.390970919582837837e+02,3.007600676834074420e+02,3.032706829712334411e+02,3.116759336108930825e+02,4.309352466518233769e+02,2.379553225706548005e+02,2.849219194825423074e+02,3.915484812541152593e+01
1.960771608310186309e+02,1.839574971125527441e+02,2.765932216152880301e+02,2.511790010648271334e+02,2.971234141317165722e+02,2.409150713650932119e+02,3.398435678540324147e+02,3.123076689595937978e+02,6.684967679272684791e+02,5.339689844204234532e+02,1.907020302220323344e+02,2.932422876499312565e+02,4.084952360619856222e+02,2.318020269855750826e+02,3.225739546623597676e+02,2.734755745701775709e+02,7.404497068604136700e+01,1.523363349181836099e+02,1.936744492103458413e+02,1.796120380777433354e+02,7.814444598936614739e+01,1.114538049925905909e+02,1.635849374019890661e+02,1.418467308397960096e+02,3.041100324657738270e+02,3.040453689940721915e+02,3.098107808612643339e+02,4.231997731152220581e+02,2.336839219021318002e+02,2.798074481431032723e+02,3.845200171436249548e+01
1.969659226962420178e+02,1.845089564237133288e+02,2.764317172713548985e+02,2.498948388968934751e+02,2.947899197531516506e+02,2.395505629333842705e+02,3.380964705826442582e+02,3.095592400614382314e+02,6.782218153403182441e+02,5.374038585677398032e+02,1.910444775333673135e+02,2.950194669025319740e+02,4.047252579907056997e+02,2.307507968815463357e+02,3.212530957856184841e+02,2.724759583733102204e+02,7.380680647618740409e+01,1.512714108835713773e+02,1.931782570597986535e+02,1.800814026221522681e+02,7.854651253979000103e+01,1.117164183587556465e+02,1.614853295229526395e+02,1.397120582323706515e+02,3.010486563927988186e+02,3.025068297502838277e+02,3.098015961892955943e+02,4.238389874955114465e+02,2.340368855207620697e+02,2.802300782008855435e+02,3.851008083918291192e+01
1.959368203719591577e+02,1.832105519173067876e+02,2.739030509310315438e+02,2.454193290788177819e+02,2.886495131757064883e+02,2.352002405268161169e+02,3.302928781657445256e+02,3.004723827263713929e+02,6.891744111673135649e+02,5.450307315896482123e+02,1.895506533118572747e+02,2.890958172322424957e+02,3.926046894860565999e+02,2.281867750870225677e+02,3.172283273075161674e+02,2.686780481821350577e+02,7.267444664067430438e+01,1.486377069556423010e+02,1.907412461449247303e+02,1.775518144216506471e+02,7.738935313508446256e+01,1.102241073989419817e+02,1.597057921157756368e+02,1.376739480190207985e+02,2.970879885451380460e+02,2.989634281187712759e+02,3.066231962483661846e+02,4.200131526894132321e+02,2.319243227576546929e+02,2.777005468964820807e+02,3.816246485290755430e+01
1.933146541077499023e+02,1.799823434957385189e+02,2.687166180753351341e+02,2.434129212846000883e+02,2.856353758318571181e+02,2.331820995826886929e+02,3.266248964654799920e+02,2.949726065741186858e+02,6.891725769635809229e+02,5.406740089692923448e+02,1.886575697394345923e+02,2.862788622154442919e+02,3.882472035172932578e+02,2.251780890266597055e+02,3.141322889104645810e+02,2.669783427991168878e+02,7.246479974127724688e+01,1.493534839525761129e+02,1.901392190976585539e+02,1.766463672355797314e+02,7.670858600857874876e+01,1.091465708034567967e+02,1.575541148367938149e+02,1.360088236438464548e+02,2.936291497575286940e+02,2.956191243519913314e+02,3.033342889997068141e+02,4.145381059029846824e+02,2.289010923900383432e+02,2.740806043372086265e+02,3.766500119202641628e+01
1.937022373779206248e+02,1.793223297570345380e+02,2.678719980898909512e+02,2.449473138454041248e+02,2.880440895440284521e+02,2.331661255813237688e+02,3.239964581879017942e+02,2.943185621407055805e+02,6.340997149268612247e+02,5.222065677968294040e+02,1.887180466039257283e+02,2.874495502113856560e+02,3.906560860457762487e+02,2.244178274844635723e+02,3.135667656649420110e+02,2.669207787682911430e+02,7.256464013475974184e+01,1.503979185700525534e+02,1.913816843795593172e+02,1.757243656557004954e+02,7.654955388035256192e+01,1.088210059518206094e+02,1.572467443762253652e+02,1.353933208430991044e+02,2.926908097581857646e+02,2.950720117758117453e+02,3.031855291671769237e+02,4.135893736402305194e+02,2.283772181110813904e+02,2.734533300089211139e+02,3.757879922096826419e+01
2.066357434837619564e+02,1.814489053286743285e+02,2.694275136659626355e+02,2.476786158808411926e+02,2.937855765728560300e+02,2.348711818708381998e+02,3.223880517586655969e+02,2.921521006696749510e+02,6.576430961386246281e+02,5.620860519781006133e+02,1.894035880503528517e+02,2.894488860840683060e+02,3.975661531053518161e+02,2.253205443487159130e+02,3.294938755507591850e+02,2.942616521677568358e+02,8.415579627389057293e+01,1.773411658328568592e+02,2.088092234648196097e+02,1.786242400982505956e+02,7.682764095466856702e+01,1.092211610188457485e+02,1.570739857343143058e+02,1.353098334108711072e+02,2.954005312958336162e+02,3.008098037987689963e+02,3.122691999590248884e+02,4.266489196950103633e+02,2.355884836509416402e+02,2.820879240886782782e+02,3.876539174579570357e+01
