sensor,ts,month,weekdate,hour,speed,lat,lon
767760,1451786400.0,01,6,18,65.7981345315904,34.112911,-118.176901
767768,1451786400.0,01,6,18,63.96888616557734,34.11906,-118.162079
772513,1451786400.0,01,6,18,50.158360566448785,34.068706,-118.23660500000001
767751,1451790000.0,01,6,19,64.97549019607843,34.093354999999995,-118.20615600000001
767760,1451790000.0,01,6,19,66.15073529411764,34.112911,-118.176901
767768,1451790000.0,01,6,19,65.40196078431372,34.11906,-118.162079
772513,1451790000.0,01,6,19,51.854779411764696,34.068706,-118.23660500000001
767751,1451793600.0,01,6,20,65.7720588235294,34.093354999999995,-118.20615600000001
767760,1451793600.0,01,6,20,66.38235294117646,34.112911,-118.176901
767768,1451793600.0,01,6,20,65.89093137254902,34.11906,-118.162079
772513,1451793600.0,01,6,20,56.17647058823528,34.068706,-118.23660500000001
767751,1451797200.0,01,6,21,65.9234068627451,34.093354999999995,-118.20615600000001
767760,1451797200.0,01,6,21,66.21949891067537,34.112911,-118.176901
767768,1451797200.0,01,6,21,65.3063725490196,34.11906,-118.162079
772513,1451797200.0,01,6,21,55.83986928104574,34.068706,-118.23660500000001
767751,1451800800.0,01,6,22,65.6508850762527,34.093354999999995,-118.20615600000001
767760,1451800800.0,01,6,22,65.57256263616557,34.112911,-118.176901
767768,1451800800.0,01,6,22,64.939651416122,34.11906,-118.162079
772513,1451800800.0,01,6,22,53.27750544662309,34.068706,-118.23660500000001
767751,1451804400.0,01,6,23,66.72233115468408,34.093354999999995,-118.20615600000001
767760,1451804400.0,01,6,23,66.0629765795207,34.112911,-118.176901
767768,1451804400.0,01,6,23,65.46644880174291,34.11906,-118.162079
772513,1451804400.0,01,6,23,58.069784858387784,34.068706,-118.23660500000001
767751,1451808000.0,01,0,00,67.46568627450979,34.093354999999995,-118.20615600000001
767760,1451808000.0,01,0,00,67.26150599128539,34.112911,-118.176901
767768,1451808000.0,01,0,00,67.05562363834422,34.11906,-118.162079
772513,1451808000.0,01,0,00,60.43831699346405,34.068706,-118.23660500000001
767751,1451811600.0,01,0,01,67.43799019607843,34.093354999999995,-118.20615600000001
767760,1451811600.0,01,0,01,66.87785947712418,34.112911,-118.176901
767768,1451811600.0,01,0,01,67.03238017429193,34.11906,-118.162079
772513,1451811600.0,01,0,01,60.877178649237464,34.068706,-118.23660500000001
767751,1451815200.0,01,0,02,66.84919662309368,34.093354999999995,-118.20615600000001
767760,1451815200.0,01,0,02,65.9108660130719,34.112911,-118.176901
767768,1451815200.0,01,0,02,67.1630582788671,34.11906,-118.162079
772513,1451815200.0,01,0,02,60.74795751633986,34.068706,-118.23660500000001
767751,1451818800.0,01,0,03,67.19975490196079,34.093354999999995,-118.20615600000001
767760,1451818800.0,01,0,03,66.15686274509802,34.112911,-118.176901
767768,1451818800.0,01,0,03,68.71568627450979,34.11906,-118.162079
772513,1451818800.0,01,0,03,62.63725490196077,34.068706,-118.23660500000001
767751,1451822400.0,01,0,04,67.09150326797385,34.093354999999995,-118.20615600000001
767760,1451822400.0,01,0,04,66.45228758169934,34.112911,-118.176901
767768,1451822400.0,01,0,04,68.72303921568627,34.11906,-118.162079
772513,1451822400.0,01,0,04,62.96013071895425,34.068706,-118.23660500000001
767751,1451826000.0,01,0,05,67.44240196078431,34.093354999999995,-118.20615600000001
767760,1451826000.0,01,0,05,67.10416666666666,34.112911,-118.176901
767768,1451826000.0,01,0,05,68.43239379084967,34.11906,-118.162079
772513,1451826000.0,01,0,05,60.5392156862745,34.068706,-118.23660500000001
767751,1451829600.0,01,0,06,67.03206699346406,34.093354999999995,-118.20615600000001
767760,1451829600.0,01,0,06,66.2022739651416,34.112911,-118.176901
767768,1451829600.0,01,0,06,67.27362472766883,34.11906,-118.162079
772513,1451829600.0,01,0,06,60.021854575163395,34.068706,-118.23660500000001
767751,1451833200.0,01,0,07,67.13745915032679,34.093354999999995,-118.20615600000001
767760,1451833200.0,01,0,07,66.7830882352941,34.112911,-118.176901
767768,1451833200.0,01,0,07,69.16210511982571,34.11906,-118.162079
772513,1451833200.0,01,0,07,59.45084422657951,34.068706,-118.23660500000001
767751,1451836800.0,01,0,08,66.84068627450979,34.093354999999995,-118.20615600000001
767760,1451836800.0,01,0,08,67.2518382352941,34.112911,-118.176901
767768,1451836800.0,01,0,08,68.0436410675381,34.11906,-118.162079
772513,1451836800.0,01,0,08,59.89998638344226,34.068706,-118.23660500000001
767751,1451840400.0,01,0,09,66.49366830065358,34.093354999999995,-118.20615600000001
767760,1451840400.0,01,0,09,67.62976579520696,34.112911,-118.176901
767768,1451840400.0,01,0,09,66.21459694989106,34.11906,-118.162079
772513,1451840400.0,01,0,09,57.46922657952069,34.068706,-118.23660500000001
767751,1451844000.0,01,0,10,66.23774509803921,34.093354999999995,-118.20615600000001
767760,1451844000.0,01,0,10,67.15250544662308,34.112911,-118.176901
767768,1451844000.0,01,0,10,65.94825708061002,34.11906,-118.162079
772513,1451844000.0,01,0,10,55.38562091503267,34.068706,-118.23660500000001
767751,1451847600.0,01,0,11,65.8658088235294,34.093354999999995,-118.20615600000001
767760,1451847600.0,01,0,11,67.41237745098039,34.112911,-118.176901
767768,1451847600.0,01,0,11,65.43198529411764,34.11906,-118.162079
772513,1451847600.0,01,0,11,54.29901960784313,34.068706,-118.23660500000001
767751,1451851200.0,01,0,12,65.6122685185185,34.093354999999995,-118.20615600000001
767760,1451851200.0,01,0,12,66.73590686274508,34.112911,-118.176901
767768,1451851200.0,01,0,12,65.32802287581698,34.11906,-118.162079
772513,1451851200.0,01,0,12,51.59694989106754,34.068706,-118.23660500000001
767751,1451854800.0,01,0,13,65.0187908496732,34.093354999999995,-118.20615600000001
767760,1451854800.0,01,0,13,67.26838235294116,34.112911,-118.176901
767768,1451854800.0,01,0,13,65.50065359477124,34.11906,-118.162079
772513,1451854800.0,01,0,13,49.817878540305,34.068706,-118.23660500000001
767751,1451858400.0,01,0,14,64.9938725490196,34.093354999999995,-118.20615600000001
767760,1451858400.0,01,0,14,66.76041666666667,34.112911,-118.176901
767768,1451858400.0,01,0,14,65.27757352941177,34.11906,-118.162079
772513,1451858400.0,01,0,14,51.472426470588225,34.068706,-118.23660500000001
767751,1451862000.0,01,0,15,65.69758986928103,34.093354999999995,-118.20615600000001
767760,1451862000.0,01,0,15,66.8376225490196,34.112911,-118.176901
767768,1451862000.0,01,0,15,65.6421568627451,34.11906,-118.162079
772513,1451862000.0,01,0,15,50.48529411764705,34.068706,-118.23660500000001
767751,1451865600.0,01,0,16,65.73545751633986,34.093354999999995,-118.20615600000001
767760,1451865600.0,01,0,16,67.38664215686275,34.112911,-118.176901
767768,1451865600.0,01,0,16,65.6845588235294,34.11906,-118.162079
772513,1451865600.0,01,0,16,51.92892156862746,34.068706,-118.23660500000001
767751,1451869200.0,01,0,17,63.520901416122,34.093354999999995,-118.20615600000001
767760,1451869200.0,01,0,17,66.21840958605664,34.112911,-118.176901
767768,1451869200.0,01,0,17,64.74360021786491,34.11906,-118.162079
772513,1451869200.0,01,0,17,47.96412037037036,34.068706,-118.23660500000001
767751,1451872800.0,01,0,18,64.58837145969498,34.093354999999995,-118.20615600000001
767760,1451872800.0,01,0,18,66.08363289760348,34.112911,-118.176901
767768,1451872800.0,01,0,18,64.2078839869281,34.11906,-118.162079
772513,1451872800.0,01,0,18,47.350558278867105,34.068706,-118.23660500000001
767751,1451876400.0,01,0,19,64.96017156862744,34.093354999999995,-118.20615600000001
767760,1451876400.0,01,0,19,65.63112745098039,34.112911,-118.176901
767768,1451876400.0,01,0,19,65.4859068627451,34.11906,-118.162079
772513,1451876400.0,01,0,19,52.63235294117647,34.068706,-118.23660500000001
767751,1451880000.0,01,0,20,65.22875816993464,34.093354999999995,-118.20615600000001
767760,1451880000.0,01,0,20,66.04377723311546,34.112911,-118.176901
767768,1451880000.0,01,0,20,66.2102396514161,34.11906,-118.162079
772513,1451880000.0,01,0,20,54.97222222222221,34.068706,-118.23660500000001
767751,1451883600.0,01,0,21,65.0667211328976,34.093354999999995,-118.20615600000001
767760,1451883600.0,01,0,21,66.43872549019608,34.112911,-118.176901
767768,1451883600.0,01,0,21,65.57632080610021,34.11906,-118.162079
772513,1451883600.0,01,0,21,56.05752995642701,34.068706,-118.23660500000001
767751,1451887200.0,01,0,22,67.08210784313725,34.093354999999995,-118.20615600000001
767760,1451887200.0,01,0,22,67.1017156862745,34.112911,-118.176901
767768,1451887200.0,01,0,22,66.15686274509804,34.11906,-118.162079
772513,1451887200.0,01,0,22,58.99999999999999,34.068706,-118.23660500000001
767751,1451890800.0,01,0,23,66.54865196078431,34.093354999999995,-118.20615600000001
767760,1451890800.0,01,0,23,66.11532251789605,34.112911,-118.176901
767768,1451890800.0,01,0,23,67.38605664488016,34.11906,-118.162079
772513,1451890800.0,01,0,23,60.1375408496732,34.068706,-118.23660500000001
767751,1451894400.0,01,1,00,67.95924564270152,34.093354999999995,-118.20615600000001
767760,1451894400.0,01,1,00,66.7943899782135,34.112911,-118.176901
767768,1451894400.0,01,1,00,67.73720043572983,34.11906,-118.162079
772513,1451894400.0,01,1,00,60.207380174291934,34.068706,-118.23660500000001
767751,1451898000.0,01,1,01,67.52471405228756,34.093354999999995,-118.20615600000001
767760,1451898000.0,01,1,01,66.49285130718954,34.112911,-118.176901
767768,1451898000.0,01,1,01,68.0244417211329,34.11906,-118.162079
772513,1451898000.0,01,1,01,60.4682734204793,34.068706,-118.23660500000001
767751,1451901600.0,01,1,02,66.02080610021785,34.093354999999995,-118.20615600000001
767760,1451901600.0,01,1,02,65.93465413943355,34.112911,-118.176901
767768,1451901600.0,01,1,02,68.26601307189542,34.11906,-118.162079
772513,1451901600.0,01,1,02,59.317878540305,34.068706,-118.23660500000001
767751,1451905200.0,01,1,03,67.0544662309368,34.093354999999995,-118.20615600000001
767760,1451905200.0,01,1,03,67.24700435729847,34.112911,-118.176901
767768,1451905200.0,01,1,03,68.3643790849673,34.11906,-118.162079
772513,1451905200.0,01,1,03,61.08932461873638,34.068706,-118.23660500000001
767751,1451908800.0,01,1,04,67.15317654839714,34.093354999999995,-118.20615600000001
767760,1451908800.0,01,1,04,66.79399120759415,34.112911,-118.176901
767768,1451908800.0,01,1,04,68.26599945533769,34.11906,-118.162079
772513,1451908800.0,01,1,04,60.89217047930283,34.068706,-118.23660500000001
767751,1451912400.0,01,1,05,66.4419253812636,34.093354999999995,-118.20615600000001
767760,1451912400.0,01,1,05,65.94560185185185,34.112911,-118.176901
767768,1451912400.0,01,1,05,67.14814814814814,34.11906,-118.162079
772513,1451912400.0,01,1,05,57.67088779956427,34.068706,-118.23660500000001
767751,1451916000.0,01,1,06,66.16156045751633,34.093354999999995,-118.20615600000001
767760,1451916000.0,01,1,06,66.54705882352941,34.112911,-118.176901
767768,1451916000.0,01,1,06,66.07900715841892,34.11906,-118.162079
772513,1451916000.0,01,1,06,56.53124999999999,34.068706,-118.23660500000001
767751,1451919600.0,01,1,07,66.05882352941175,34.093354999999995,-118.20615600000001
767760,1451919600.0,01,1,07,67.64583333333333,34.112911,-118.176901
767768,1451919600.0,01,1,07,65.82107843137254,34.11906,-118.162079
772513,1451919600.0,01,1,07,55.286764705882355,34.068706,-118.23660500000001
767751,1451923200.0,01,1,08,65.46187363834422,34.093354999999995,-118.20615600000001
767760,1451923200.0,01,1,08,68.32550381263616,34.112911,-118.176901
767768,1451923200.0,01,1,08,66.40162037037035,34.11906,-118.162079
772513,1451923200.0,01,1,08,56.370506535947705,34.068706,-118.23660500000001
767751,1451926800.0,01,1,09,65.49877450980392,34.093354999999995,-118.20615600000001
767760,1451926800.0,01,1,09,67.42401960784314,34.112911,-118.176901
767768,1451926800.0,01,1,09,66.43259803921568,34.11906,-118.162079
772513,1451926800.0,01,1,09,56.48651960784313,34.068706,-118.23660500000001
767751,1451930400.0,01,1,10,64.87320261437908,34.093354999999995,-118.20615600000001
767760,1451930400.0,01,1,10,66.61397058823528,34.112911,-118.176901
767768,1451930400.0,01,1,10,66.38357843137254,34.11906,-118.162079
772513,1451930400.0,01,1,10,55.96139705882353,34.068706,-118.23660500000001
767751,1451934000.0,01,1,11,65.04050925925925,34.093354999999995,-118.20615600000001
767760,1451934000.0,01,1,11,66.89023692810457,34.112911,-118.176901
767768,1451934000.0,01,1,11,65.96029411764705,34.11906,-118.162079
772513,1451934000.0,01,1,11,54.980460239651414,34.068706,-118.23660500000001
767751,1451937600.0,01,1,12,65.41898148148148,34.093354999999995,-118.20615600000001
767760,1451937600.0,01,1,12,67.21949891067537,34.112911,-118.176901
767768,1451937600.0,01,1,12,65.74251089324618,34.11906,-118.162079
772513,1451937600.0,01,1,12,55.38997821350762,34.068706,-118.23660500000001
767751,1451941200.0,01,1,13,65.15224673202614,34.093354999999995,-118.20615600000001
767760,1451941200.0,01,1,13,66.73451797385621,34.112911,-118.176901
767768,1451941200.0,01,1,13,65.79527505446623,34.11906,-118.162079
772513,1451941200.0,01,1,13,54.36008986928104,34.068706,-118.23660500000001
767751,1451944800.0,01,1,14,65.57952069716775,34.093354999999995,-118.20615600000001
767760,1451944800.0,01,1,14,67.71180555555556,34.112911,-118.176901
767768,1451944800.0,01,1,14,65.53812636165576,34.11906,-118.162079
772513,1451944800.0,01,1,14,49.68627450980392,34.068706,-118.23660500000001
767751,1451948400.0,01,1,15,65.47859477124183,34.093354999999995,-118.20615600000001
767760,1451948400.0,01,1,15,67.77267156862744,34.112911,-118.176901
767768,1451948400.0,01,1,15,65.34865196078431,34.11906,-118.162079
772513,1451948400.0,01,1,15,42.618872549019606,34.068706,-118.23660500000001
767751,1451952000.0,01,1,16,63.891544117647044,34.093354999999995,-118.20615600000001
767760,1451952000.0,01,1,16,68.02757352941175,34.112911,-118.176901
767768,1451952000.0,01,1,16,63.5674019607843,34.11906,-118.162079
772513,1451952000.0,01,1,16,36.84620098039215,34.068706,-118.23660500000001
767751,1451955600.0,01,1,17,60.062050653594774,34.093354999999995,-118.20615600000001
767760,1451955600.0,01,1,17,65.5724537037037,34.112911,-118.176901
767768,1451955600.0,01,1,17,59.07350217864923,34.11906,-118.162079
772513,1451955600.0,01,1,17,30.062227668845313,34.068706,-118.23660500000001
767751,1451959200.0,01,1,18,57.94355936819172,34.093354999999995,-118.20615600000001
767760,1451959200.0,01,1,18,65.62493191721133,34.112911,-118.176901
767768,1451959200.0,01,1,18,59.4837962962963,34.11906,-118.162079
772513,1451959200.0,01,1,18,24.717524509803923,34.068706,-118.23660500000001
767751,1451962800.0,01,1,19,63.10866013071894,34.093354999999995,-118.20615600000001
767760,1451962800.0,01,1,19,66.89290577342047,34.112911,-118.176901
767768,1451962800.0,01,1,19,63.81515522875816,34.11906,-118.162079
772513,1451962800.0,01,1,19,19.352600762527228,34.068706,-118.23660500000001
767751,1451966400.0,01,1,20,64.0061274509804,34.093354999999995,-118.20615600000001
767760,1451966400.0,01,1,20,66.89338235294117,34.112911,-118.176901
767768,1451966400.0,01,1,20,64.1329656862745,34.11906,-118.162079
772513,1451966400.0,01,1,20,46.3235294117647,34.068706,-118.23660500000001
767751,1451970000.0,01,1,21,66.62949346405227,34.093354999999995,-118.20615600000001
767760,1451970000.0,01,1,21,66.24237472766883,34.112911,-118.176901
767768,1451970000.0,01,1,21,65.65257352941175,34.11906,-118.162079
772513,1451970000.0,01,1,21,57.96316721132897,34.068706,-118.23660500000001
767751,1451973600.0,01,1,22,67.29479847494552,34.093354999999995,-118.20615600000001
767760,1451973600.0,01,1,22,67.22875816993464,34.112911,-118.176901
767768,1451973600.0,01,1,22,66.10457516339869,34.11906,-118.162079
772513,1451973600.0,01,1,22,59.30936819172113,34.068706,-118.23660500000001
767751,1451977200.0,01,1,23,67.44362745098039,34.093354999999995,-118.20615600000001
767760,1451977200.0,01,1,23,67.0346405228758,34.112911,-118.176901
767768,1451977200.0,01,1,23,67.5030637254902,34.11906,-118.162079
772513,1451977200.0,01,1,23,59.28247549019608,34.068706,-118.23660500000001
767751,1451980800.0,01,2,00,66.69730392156862,34.093354999999995,-118.20615600000001
767760,1451980800.0,01,2,00,66.51021241830064,34.112911,-118.176901
767768,1451980800.0,01,2,00,68.10763888888887,34.11906,-118.162079
772513,1451980800.0,01,2,00,60.76089324618735,34.068706,-118.23660500000001
767751,1451984400.0,01,2,01,66.74441721132895,34.093354999999995,-118.20615600000001
767760,1451984400.0,01,2,01,65.82026143790848,34.112911,-118.176901
767768,1451984400.0,01,2,01,67.96092047930283,34.11906,-118.162079
772513,1451984400.0,01,2,01,61.5392156862745,34.068706,-118.23660500000001
767751,1451988000.0,01,2,02,65.59191176470588,34.093354999999995,-118.20615600000001
767760,1451988000.0,01,2,02,67.16707516339868,34.112911,-118.176901
767768,1451988000.0,01,2,02,66.79350490196079,34.11906,-118.162079
772513,1451988000.0,01,2,02,61.94240196078431,34.068706,-118.23660500000001
767751,1451991600.0,01,2,03,67.85403050108931,34.093354999999995,-118.20615600000001
767760,1451991600.0,01,2,03,66.66748366013071,34.112911,-118.176901
767768,1451991600.0,01,2,03,67.58966503267975,34.11906,-118.162079
772513,1451991600.0,01,2,03,61.43430010893244,34.068706,-118.23660500000001
767751,1451995200.0,01,2,04,66.93142701525053,34.093354999999995,-118.20615600000001
767760,1451995200.0,01,2,04,65.077355664488,34.112911,-118.176901
767768,1451995200.0,01,2,04,67.0880582788671,34.11906,-118.162079
772513,1451995200.0,01,2,04,60.64253812636165,34.068706,-118.23660500000001
767751,1451998800.0,01,2,05,66.84497549019608,34.093354999999995,-118.20615600000001
767760,1451998800.0,01,2,05,66.58333333333333,34.112911,-118.176901
767768,1451998800.0,01,2,05,66.74938725490195,34.11906,-118.162079
772513,1451998800.0,01,2,05,58.35232843137254,34.068706,-118.23660500000001
767751,1452002400.0,01,2,06,66.09204793028321,34.093354999999995,-118.20615600000001
767760,1452002400.0,01,2,06,66.70175653594771,34.112911,-118.176901
767768,1452002400.0,01,2,06,64.87983387799564,34.11906,-118.162079
772513,1452002400.0,01,2,06,56.56542755991285,34.068706,-118.23660500000001
767751,1452006000.0,01,2,07,62.16605392156862,34.093354999999995,-118.20615600000001
767760,1452006000.0,01,2,07,62.56025326797385,34.112911,-118.176901
767768,1452006000.0,01,2,07,61.57598039215686,34.11906,-118.162079
772513,1452006000.0,01,2,07,47.824891067538125,34.068706,-118.23660500000001
767751,1452009600.0,01,2,08,58.31678921568628,34.093354999999995,-118.20615600000001
767760,1452009600.0,01,2,08,59.18566176470588,34.112911,-118.176901
767768,1452009600.0,01,2,08,58.534926470588225,34.11906,-118.162079
772513,1452009600.0,01,2,08,43.775122549019606,34.068706,-118.23660500000001
767751,1452013200.0,01,2,09,56.327818627450974,34.093354999999995,-118.20615600000001
767760,1452013200.0,01,2,09,53.39215686274509,34.112911,-118.176901
767768,1452013200.0,01,2,09,54.92892156862745,34.11906,-118.162079
772513,1452013200.0,01,2,09,43.20772058823528,34.068706,-118.23660500000001
767751,1452016800.0,01,2,10,57.62132352941177,34.093354999999995,-118.20615600000001
767760,1452016800.0,01,2,10,54.866299019607844,34.112911,-118.176901
767768,1452016800.0,01,2,10,54.98713235294118,34.11906,-118.162079
772513,1452016800.0,01,2,10,44.5594362745098,34.068706,-118.23660500000001
767751,1452020400.0,01,2,11,59.94652777777778,34.093354999999995,-118.20615600000001
767760,1452020400.0,01,2,11,60.07745098039214,34.112911,-118.176901
767768,1452020400.0,01,2,11,60.190563725490186,34.11906,-118.162079
772513,1452020400.0,01,2,11,46.81188725490196,34.068706,-118.23660500000001
767751,1452024000.0,01,2,12,55.46629901960784,34.093354999999995,-118.20615600000001
767760,1452024000.0,01,2,12,54.76776960784313,34.112911,-118.176901
767768,1452024000.0,01,2,12,58.51225490196077,34.11906,-118.162079
772513,1452024000.0,01,2,12,42.56862745098039,34.068706,-118.23660500000001
767751,1452027600.0,01,2,13,58.32475490196077,34.093354999999995,-118.20615600000001
767760,1452027600.0,01,2,13,57.71017156862745,34.112911,-118.176901
767768,1452027600.0,01,2,13,60.222426470588225,34.11906,-118.162079
772513,1452027600.0,01,2,13,44.841911764705884,34.068706,-118.23660500000001
767751,1452031200.0,01,2,14,58.4318491285403,34.093354999999995,-118.20615600000001
767760,1452031200.0,01,2,14,62.239038671023955,34.112911,-118.176901
767768,1452031200.0,01,2,14,62.03962418300654,34.11906,-118.162079
772513,1452031200.0,01,2,14,24.176130174291938,34.068706,-118.23660500000001
767751,1452034800.0,01,2,15,56.05926916221034,34.093354999999995,-118.20615600000001
767760,1452034800.0,01,2,15,65.73869206773618,34.112911,-118.176901
767768,1452034800.0,01,2,15,63.575742721330954,34.11906,-118.162079
772513,1452034800.0,01,2,15,26.57130124777183,34.068706,-118.23660500000001
767751,1452038400.0,01,2,16,59.09803921568627,34.093354999999995,-118.20615600000001
767760,1452038400.0,01,2,16,67.46078431372548,34.112911,-118.176901
767768,1452038400.0,01,2,16,64.4313725490196,34.11906,-118.162079
772513,1452038400.0,01,2,16,28.823529411764707,34.068706,-118.23660500000001
767751,1452042000.0,01,2,17,58.62741013071895,34.093354999999995,-118.20615600000001
767760,1452042000.0,01,2,17,65.1642156862745,34.112911,-118.176901
767768,1452042000.0,01,2,17,61.41115196078431,34.11906,-118.162079
772513,1452042000.0,01,2,17,32.244485294117645,34.068706,-118.23660500000001
767751,1452045600.0,01,2,18,60.40216503267973,34.093354999999995,-118.20615600000001
