2.994837639069934880e+02,3.268258074995421936e+01,2.116234186898659786e+01,6.607899991903107662e+01,3.159810511413640910e+01,4.455175459416653183e+01,2.368044362713893847e+01,1.299374897806190177e+02,1.628321887426132264e+02,1.740289935723579262e+01,5.619458729236384009e+00,1.281830898110302712e+02,2.397171133097182860e+02,3.449239175271198974e+02,1.067984425682507066e+02,2.989063089221833707e+02,3.749985266689382257e+01,5.001792297577259205e+01,3.379057754804603064e+01,2.633705032433455813e+02,1.130848345386740164e+02,5.517502237336934456e+01,5.418475478295750918e+02,2.721549405788369427e+02,6.314688860216919011e+02,3.196712030139905210e+02,2.743132391459776613e+02,3.331060921285671839e+02,3.059535493582957884e+02,2.406533246660053749e+02,2.979582082358344763e+01,2.022377311214887357e+02
2.821158126804294284e+02,3.072614576996058133e+01,2.105869035966671277e+01,6.512555857737952181e+01,3.116905643341945265e+01,4.404288848287590952e+01,2.327440907508994528e+01,1.276725361189462689e+02,1.596569537432516483e+02,1.724022604376794732e+01,5.530384280469251124e+00,1.270344357190075186e+02,2.395731351302982830e+02,3.486176028450608442e+02,1.057438133001411984e+02,2.953095025170978829e+02,3.750139629003477637e+01,4.982728799602600844e+01,3.369753460822845881e+01,2.634003583748061601e+02,1.130650082569851804e+02,5.530162212516023601e+01,5.345634794237421374e+02,2.708301214099882372e+02,6.337784067047034569e+02,3.235498391447437712e+02,2.799531253767890462e+02,3.346190370561483292e+02,3.025711065777538806e+02,2.343365666010901975e+02,2.918327105495605167e+01,1.980800784043618705e+02
2.848373098135431292e+02,3.148498391738366919e+01,2.112713443044680517e+01,6.473350269278641633e+01,3.054487057715747866e+01,4.352430232849970082e+01,2.311424198406813701e+01,1.264936863191599485e+02,1.589212025942675268e+02,1.720705477462897548e+01,5.516092419349996945e+00,1.262379940028208267e+02,2.417406636786006402e+02,3.518451977767378480e+02,1.054770294707538056e+02,2.940895476515221389e+02,3.747153480519234847e+01,4.944062300441626689e+01,3.364062330083824293e+01,2.654073351989016487e+02,1.137366913239392119e+02,5.531483030199513706e+01,5.302985866506254524e+02,2.681331053108259539e+02,6.262243668949378161e+02,3.190652038516386142e+02,2.755344523767692522e+02,3.319153974700668073e+02,3.024314802184887867e+02,2.359939506411981256e+02,2.937759439868415257e+01,1.993990389516210939e+02
2.877134241734045190e+02,3.173300585411013941e+01,2.133329866011707665e+01,6.566482492604988863e+01,3.118820686204838921e+01,4.419482153655430778e+01,2.338360878856276059e+01,1.271542574436672055e+02,1.594483867880640560e+02,1.737272556452076699e+01,5.545479473199782738e+00,1.264630034584049270e+02,2.457347852639363168e+02,3.602589084277629468e+02,1.059680546594149035e+02,2.945094748397073658e+02,3.772888562351788977e+01,4.988481633186509612e+01,3.407483228263745190e+01,2.671475967001001663e+02,1.150515819071965780e+02,5.621976329928199334e+01,5.347306050518224083e+02,2.704959907057557302e+02,6.320251410997487937e+02,3.221632765980316435e+02,2.783318603826455728e+02,3.350773033259398517e+02,3.051254011211832449e+02,2.379518560598219779e+02,2.935288039390405146e+01,1.992312938076545663e+02
2.959786114765427101e+02,3.240820573376319658e+01,2.143581554613524176e+01,6.608447876690371459e+01,3.122752249684199910e+01,4.435598707863705670e+01,2.345963093493019613e+01,1.274560798445766494e+02,1.601040352021031481e+02,1.758137950322146281e+01,5.613454069516086165e+00,1.271450254682082175e+02,2.512394566259548014e+02,3.678654856706783107e+02,1.058541132708089521e+02,2.968991800715080558e+02,3.807530660362890274e+01,4.988761659218952360e+01,3.423902172007536393e+01,2.693625947547553778e+02,1.167057509174466361e+02,5.707510071266791840e+01,5.402215652657760074e+02,2.729007782965927049e+02,6.367829450482119000e+02,3.241546061025248378e+02,2.796817040580846196e+02,3.366673433748267712e+02,3.065418335851199458e+02,2.390322183570114021e+02,2.967586978693458732e+01,2.014235691072530017e+02
2.989243169168981353e+02,3.278477646756537922e+01,2.139488399105216843e+01,6.610823864726776833e+01,3.151033749121202376e+01,4.434615489310218805e+01,2.350354352554005288e+01,1.279398416206104514e+02,1.603420313740277834e+02,1.755352415553263157e+01,5.611334857899244355e+00,1.272640457019638518e+02,2.500810546494051323e+02,3.649793878169014647e+02,1.061730408782344739e+02,2.973740354551154041e+02,3.806552287690671932e+01,4.971938410028810296e+01,3.424541462005245762e+01,2.719032961375231139e+02,1.174446484002818636e+02,5.657120389495514701e+01,5.389136199701016494e+02,2.721315961906727807e+02,6.347382043797305187e+02,3.229880585887351572e+02,2.785680955099029461e+02,3.356801378559663931e+02,3.059612880787865379e+02,2.388251622409206334e+02,2.966370322954294991e+01,2.013409891717307403e+02
2.940787008885248497e+02,3.207768114128283798e+01,2.123106050681765922e+01,6.522431498978826880e+01,3.100785979791052682e+01,4.396827812806424873e+01,2.326870529723292336e+01,1.266179688318426741e+02,1.592767600294457679e+02,1.745517780906416050e+01,5.554440077955715260e+00,1.259411149799479688e+02,2.420822290113834754e+02,3.547432424289344226e+02,1.050896366702526450e+02,2.905189783575325464e+02,3.722356624568563888e+01,4.938632311812948927e+01,3.388870483389124644e+01,2.658890050199499342e+02,1.141707246830652025e+02,5.599127154933556483e+01,5.394266612770819620e+02,2.718468216254970571e+02,6.328261085495164480e+02,3.213903442559505379e+02,2.766599121758745241e+02,3.340606123068015449e+02,3.051008370336298867e+02,2.386310262048039021e+02,2.945377822399276013e+01,1.999161330793443483e+02
2.899611426982688158e+02,3.038888429286906856e+01,2.094711621319095229e+01,6.493096284665745088e+01,3.051042190372003660e+01,4.351763908504469924e+01,2.305394222866922505e+01,1.253363080134750334e+02,1.577503423803834153e+02,1.732908317360817918e+01,5.522868996439336264e+00,1.245300891243559676e+02,2.355969349792603964e+02,3.483541762809706483e+02,1.043583827863313473e+02,2.902107685316161110e+02,3.731572953330893938e+01,4.913014326424501377e+01,3.369829504080222193e+01,2.649641722010667877e+02,1.136051093385472655e+02,5.558019447618053732e+01,5.341979524652928148e+02,2.693226024553091520e+02,6.272040131936752232e+02,3.186620859684873039e+02,2.744190345122589747e+02,3.313657753248538143e+02,3.026495732739195432e+02,2.367215376159488187e+02,2.926113300645203097e+01,1.986085627345795501e+02
3.001625978234015975e+02,3.155267071803133661e+01,2.105931948373483564e+01,6.588432508528816811e+01,3.108576226796866138e+01,4.373894142308157740e+01,2.331920356109854708e+01,1.265924833986295255e+02,1.583334628085198403e+02,1.729040999673812706e+01,5.531717036059597525e+00,1.252461250258271406e+02,2.328027665960515833e+02,3.451224163963909177e+02,1.051616025002889643e+02,2.906159183411772915e+02,3.734456008318774423e+01,4.903545077981075906e+01,3.362026527478447946e+01,2.634444631541696822e+02,1.126087253099326801e+02,5.511647389210043002e+01,5.352306841949003910e+02,2.695670052031848059e+02,6.271410479799762925e+02,3.183144850320994124e+02,2.738525659506932470e+02,3.304400391581871759e+02,3.015850193320608810e+02,2.357188897278163040e+02,2.919967681928602943e+01,1.981914317574060078e+02
3.115474625610032717e+02,3.394200954315520846e+01,2.192073860136426688e+01,6.679392640274991777e+01,3.106822399166681237e+01,4.384367747135985383e+01,2.361942788101734436e+01,1.285549517414038121e+02,1.589481029017978528e+02,1.722150492095897789e+01,5.505137265859672446e+00,1.255743695990513515e+02,2.339644172937950657e+02,3.428842911380475584e+02,1.060148314979466306e+02,2.904815777292794223e+02,3.706388255052889491e+01,4.932146908269619701e+01,3.379604280001203875e+01,2.628396342475142546e+02,1.123303260140492057e+02,5.513950745869497894e+01,5.460540728089815730e+02,2.736159494577438522e+02,6.333877728662531581e+02,3.199180076734705267e+02,2.739197816381328607e+02,3.301483038499463873e+02,3.009818953915076918e+02,2.349868271100372112e+02,2.907078073287875952e+01,1.973165556390473796e+02
