3.170434327011750497e+02,2.631996499425292200e+02,2.954522568445550519e+02,3.094083683767522075e+02,1.053297945605338697e+02,4.086873759062272029e+02,1.127633269809587233e+02,3.297621989878444992e+02,5.023334125233615310e+01,1.879889299163647252e+02,2.300134169354035052e+01,7.252756981268396430e+01,1.127053529173601021e+02,2.202295080760283099e+02,5.458451431156824896e+01,1.226461963339765759e+02,3.472881064274679943e+02,4.947216818632706463e+02,1.195381702057693047e+02,1.780389427292866742e+02,3.365748753903881152e+02,3.664567721831542713e+01,1.425106416946908610e+02,3.883068917184718885e+02,1.830564881785678821e+01
3.184631610191015056e+02,2.647395573701556941e+02,2.949378602940266205e+02,3.055378542956256069e+02,1.047538639436389190e+02,4.072274914341777503e+02,1.125931119611955040e+02,3.283945106970298298e+02,4.980675623811944774e+01,1.859396869693920564e+02,2.279936628297644674e+01,7.270017605664239113e+01,1.129174083665342891e+02,2.210141763715955392e+02,5.463654387434061022e+01,1.218803538530330712e+02,3.408957443752290146e+02,4.933144824543488198e+02,1.200593874539026729e+02,1.796294628669725739e+02,3.411138603673977627e+02,3.730592890356884084e+01,1.450782812769780037e+02,3.953030860615388065e+02,1.863546494895577510e+01
3.184090604177073942e+02,2.642612154699111215e+02,2.945699185781220990e+02,3.050683929571550266e+02,1.048281376595056713e+02,4.061998320543994510e+02,1.123452624403233671e+02,3.285305918848401916e+02,4.959858040356994024e+01,1.851665662086098791e+02,2.280766306479110739e+01,7.278369210052457561e+01,1.122820917521587347e+02,2.208718643371544488e+02,5.447912946281413582e+01,1.214619665803258073e+02,3.393376492960892961e+02,4.905724220089531968e+02,1.199796670151572187e+02,1.800131940683374978e+02,3.427987006970448647e+02,3.759486250974809707e+01,1.462019094031130635e+02,3.983646998464357125e+02,1.877979621877744165e+01
3.204546133530240013e+02,2.667037832468501506e+02,2.962227188658692967e+02,3.079435634378165219e+02,1.056949294041913134e+02,4.077922439981649063e+02,1.126946599925697825e+02,3.301306685716576226e+02,4.994161380520428395e+01,1.859681940177939907e+02,2.280820880683292629e+01,7.230873615337333149e+01,1.128036738967729207e+02,2.228087475968556532e+02,5.483269857095887545e+01,1.211846831143987941e+02,3.381336837358142589e+02,4.914179754686523438e+02,1.214843057775482151e+02,1.801198722544255304e+02,3.389976863192497376e+02,3.674858412317837519e+01,1.429108343002051242e+02,3.893973193868061458e+02,1.835705399861333831e+01
3.231119614979067478e+02,2.698521316707551136e+02,2.980667417786473834e+02,3.091366043185890931e+02,1.057954628728767261e+02,4.100826345697800548e+02,1.140744344419263996e+02,3.326180750324842847e+02,5.009969966508440820e+01,1.864250086923858589e+02,2.289921150497982438e+01,7.251480713379011434e+01,1.133741967482298492e+02,2.242357021195846301e+02,5.517105475442865981e+01,1.214220255633893970e+02,3.384398960779141703e+02,4.961080294035213001e+02,1.222020958447509571e+02,1.810457322578811556e+02,3.404859920428087889e+02,3.688301259264412124e+01,1.434336104882796121e+02,3.908217575497507141e+02,1.842420517550391068e+01
3.235081531023236607e+02,2.692047159743845555e+02,2.981665280457486915e+02,3.104290370139067932e+02,1.059719867075643265e+02,4.117884375878250012e+02,1.141297706562251904e+02,3.327249201621340262e+02,5.007882985950327281e+01,1.873738556601710172e+02,2.296795373669851159e+01,7.249259602455525453e+01,1.136300436454472305e+02,2.243470560975540025e+02,5.503984824642658680e+01,1.220344638134508273e+02,3.400903765640607048e+02,4.960070558962107157e+02,1.227024680917768791e+02,1.814890745969136390e+02,3.407745192822814033e+02,3.685677723339839673e+01,1.433315843240768004e+02,3.905437610280563945e+02,1.841109980238987731e+01
3.195000785377982311e+02,2.652899231125882693e+02,2.961414896686885072e+02,3.078049483737898981e+02,1.056547824189616165e+02,4.119785868872439210e+02,1.146510037630080916e+02,3.311917687265243444e+02,4.982634016902268570e+01,1.864206323632590738e+02,2.290341108716017615e+01,7.231990288924136223e+01,1.131066977061075391e+02,2.229059654449416428e+02,5.467660938917703817e+01,1.218734637197601813e+02,3.392018864459741962e+02,4.906163607436872667e+02,1.214000482976581594e+02,1.801861810203783136e+02,3.394750849799194157e+02,3.683779017036184200e+01,1.432577459141296572e+02,3.903425692916705998e+02,1.840161517734231467e+01
3.172768055367828879e+02,2.628611417831887138e+02,2.945568915199842195e+02,3.044587732416350718e+02,1.046933578216141143e+02,4.099674518012395765e+02,1.136116428334637618e+02,3.291648385638413856e+02,4.981526959305131186e+01,1.869983940848332509e+02,2.289416770186317507e+01,7.229306365880029261e+01,1.125102307001729116e+02,2.206477593473500178e+02,5.416194747417591060e+01,1.215738036918531577e+02,3.407201949594893335e+02,4.885056655773641410e+02,1.195219377062881705e+02,1.782551150020841817e+02,3.374329500644834070e+02,3.678750277739138141e+01,1.430621842767043290e+02,3.898097113193467749e+02,1.837649506971819591e+01
3.173373498176577527e+02,2.626647176605176810e+02,2.952829895754355221e+02,3.076934768419662873e+02,1.051872831656310154e+02,4.127363326351639898e+02,1.141426606250035576e+02,3.288549244365909203e+02,5.019884824273258772e+01,1.890401573700318067e+02,2.288479926924148700e+01,7.225031932629615028e+01,1.123295512471963775e+02,2.202505223453045744e+02,5.410637855577527944e+01,1.215402269220597020e+02,3.416592166857927850e+02,4.890530138951762069e+02,1.193566870696964770e+02,1.782198888423064318e+02,3.377626899199548802e+02,3.686630112066320919e+01,1.433686215789063567e+02,3.906446785534399737e+02,1.841585727854761956e+01
3.159956944688698854e+02,2.617518094924818115e+02,2.962217280247133431e+02,3.097091233581400047e+02,1.053559493239682894e+02,4.117272177744816872e+02,1.135543335597467518e+02,3.285835858559591998e+02,5.008487954282924903e+01,1.876037318361372002e+02,2.286550127486889750e+01,7.225362170095509384e+01,1.119330509104721330e+02,2.192617980289388129e+02,5.395625595160561261e+01,1.212251456984386948e+02,3.410077504597643951e+02,4.871528767996799161e+02,1.187967281613113784e+02,1.777951095246169473e+02,3.377341017427633005e+02,3.694759238733266926e+01,1.436847535610832267e+02,3.915060614362346314e+02,1.845646477969283339e+01
