weekdate,hour,767751,767760,767768,772513,718046,771667,771673,772669
0,0,66.04508305,66.09324314,60.74469905,56.3998055,52.05491194,47.71001838,47.7053462,47.7053462
0,1,66.34262826,66.28646453,62.25644674,57.83520571,53.41396468,48.99272365,49.46778833,49.46778833
0,2,66.55764882,66.71807992,61.88326746,57.61901862,53.35476978,49.09052093,49.8873721,49.8873721
0,3,66.41580578,66.72932569,64.12837615,59.03379012,53.93920409,48.84461806,50.57301028,50.57301028
0,4,66.26036629,66.79151239,64.43947642,59.33969151,54.23990659,49.14012167,51.31562354,51.31562354
0,5,66.16363411,66.53314916,63.30582789,58.37568083,53.44553377,48.51538671,50.74326831,50.74326831
0,6,66.96318121,66.8027577,63.30849673,58.52870881,53.74892089,48.96913297,50.8327291,50.8327291
0,7,67.11769377,67.23510583,62.93393473,58.28726436,53.64059398,48.99392361,50.53096065,50.53096065
0,8,67.0121654,67.14815772,62.4503251,57.91422703,53.37812897,48.84203091,50.04419424,50.04419424
0,9,66.87496065,66.77896631,60.9797257,56.48195062,51.98417554,47.48640046,48.22948155,48.22948155
0,10,66.51674342,66.27686818,58.98327206,54.78817402,50.59307598,46.39797794,46.72024782,46.72024782
0,11,66.32544025,66.26203579,58.54388995,54.16235331,49.78081667,45.39928002,45.24428105,45.24428105
0,12,66.15099044,66.095774,57.88207434,53.54259104,49.20310773,44.86362443,44.53467945,44.53467945
0,13,65.93259084,65.74262686,56.74502617,52.54026277,48.33549937,44.13073597,43.2082227,43.2082227
0,14,65.89281872,65.80654231,55.4061335,50.96956592,46.53299834,42.09643076,40.87454044,40.87454044
0,15,66.13593461,66.53781947,56.05976392,51.01050744,45.96125096,40.91199449,38.76876532,38.76876532
0,16,66.11413272,66.34530805,55.98210614,50.66292844,45.34375073,40.02457302,36.60569853,36.60569853
0,17,66.0456159,66.25695729,56.31989375,51.22194684,46.12399993,41.02605301,37.53589742,37.53589742
0,18,65.86254315,65.61489786,55.91163583,50.84884973,45.78606362,40.72327751,39.64378234,39.64378234
0,19,65.93254239,65.90228915,57.4988877,53.30440552,49.10992335,44.91544118,43.78926675,43.78926675
0,20,65.29373387,65.62452541,58.30766393,53.99055799,49.67345204,45.35634609,44.10427807,44.10427807
0,21,65.35223026,65.89614895,59.83487371,55.15339903,50.47192436,45.79044969,45.35323053,45.35323053
0,22,66.06565721,66.3559458,61.41951338,56.88852294,52.35753251,47.82654208,47.76232298,47.76232298
0,23,66.35670858,66.54633622,62.98774549,58.36662608,53.74550667,49.12438725,49.65706699,49.65706699
1,0,66.6321272,67.12348379,63.90130891,59.14887381,54.39643871,49.64400361,51.01588031,51.01588031
1,1,66.80473977,67.56492292,64.43804466,59.37138027,54.30471587,49.23805147,51.16824108,51.16824108
1,2,67.05925423,67.65973587,64.72805103,59.74027162,54.75249222,49.76471282,52.07618647,52.07618647
1,3,67.15547158,67.86038352,65.19026963,60.0183338,54.84639797,49.67446215,52.13502519,52.13502519
1,4,67.11850992,67.67618952,64.67314661,59.4348867,54.19662679,48.95836689,51.1686683,51.1686683
1,5,67.14829513,67.38023242,62.89681628,58.06662865,53.23644103,48.4062534,49.82658633,49.82658633
1,6,67.06817089,66.93211316,61.43490106,56.81012059,52.18534011,47.56055964,48.16202853,48.16202853
1,7,66.8213915,66.37307875,60.6515642,55.91584343,51.18012266,46.44440189,47.35982605,47.35982605
1,8,66.90675924,66.84363836,60.69712703,56.17528166,51.6534363,47.13159094,47.85272253,47.85272253
1,9,66.7228298,66.81574755,58.1654165,53.03373843,47.90206036,42.77038228,42.38928888,42.38928888
1,10,66.31165971,66.51559749,58.87331515,53.70940236,48.54548958,43.3815768,38.49742136,38.49742136
1,11,66.21346935,66.39388153,59.62197032,54.54185673,49.46174315,44.38162956,44.45802696,44.45802696
1,12,66.24970527,66.31359015,58.65092313,53.80508392,48.95924471,44.1134055,43.93859954,43.93859954
1,13,66.13733811,66.29820071,59.67123339,56.01651088,52.36178837,48.70706586,48.27888072,48.27888072
1,14,66.0871051,66.395509,55.98078963,50.84674737,45.71270511,40.57866285,39.21098856,39.21098856
1,15,66.38349094,66.54200301,52.03515283,47.06037467,42.08559651,37.11081836,35.65177696,35.65177696
1,16,65.50405706,66.09446868,47.89820478,43.55724091,39.21627705,34.87531318,34.60155229,34.60155229
1,17,63.00300546,64.41009174,47.37518717,43.16311498,38.95104278,34.73897059,35.45656999,35.45656999
1,18,62.97157214,64.27814824,46.52434364,43.27699934,40.02965503,36.78231073,37.82044935,37.82044935
1,19,65.10825402,65.43298785,50.69797153,47.55251025,44.40704897,41.26158769,41.31495779,41.31495779
1,20,65.32527142,65.90553274,56.73232606,52.86745848,49.0025909,45.13772331,44.56966776,44.56966776
1,21,65.97548642,66.24724317,60.60916905,56.29900395,51.98883885,47.67867375,47.76642021,47.76642021
1,22,66.36650508,66.49316135,61.947572,57.41533767,52.88310335,48.35086903,48.39857318,48.39857318
1,23,66.66223518,66.97476223,63.61457738,58.88478406,54.15499075,49.42519744,50.41448632,50.41448632
2,0,66.90149684,67.19798292,64.28997906,59.43471768,54.5794563,49.72419492,51.21815087,51.21815087
2,1,66.91014713,67.54489595,65.02778422,59.66000963,54.29223504,48.92446044,50.90495983,50.90495983
2,2,67.08806791,67.62555095,64.86939427,59.71019551,54.55099674,49.39179797,51.69266797,51.69266797
2,3,67.39826588,67.87384163,65.04349043,59.95470452,54.86591861,49.77713269,52.18192232,52.18192232
2,4,67.00120338,67.51629118,64.66099987,59.36805304,54.07510622,48.78215939,50.96780268,50.96780268
