weekdate,hour,716481,716485,716491,716500,718041,718166,759416,759418,763246,763251,763259,763267,763286,763299,763309,763314,763377,763447,763621,774703,766988,763275,763294,716494,764037
0,0,69.05294791,68.55351955,66.5571479,63.64027301,66.02894908,67.30797249,66.5105887,68.05994524,67.83139856,67.88763679,68.51044436,69.18943467,68.76237865,68.40004356,68.10083958,65.65485951,61.99652168,64.31804111,67.88043698,68.34707686,68.81371675,69.28035664,69.28035664,69.28035664,69.28035664
0,1,68.74510563,68.15476511,66.67322919,64.44645977,66.39197238,67.54926726,66.61113749,68.3433994,68.41236107,68.63582704,69.11736584,69.0251637,68.633245,68.15720237,68.03598817,66.06740574,63.15905955,64.50151091,67.5857457,67.74190107,67.89805643,68.0542118,68.0542118,68.0542118,68.0542118
0,2,68.75678605,68.27813274,66.75650946,64.54563465,66.34493178,67.72016255,66.75809107,68.31509077,68.69950236,68.92240028,69.0922229,68.9459604,69.0215869,68.20111738,68.23257437,66.29498119,63.44905926,64.86204288,67.63065302,67.59749676,67.56434051,67.53118425,67.53118425,67.53118425,67.53118425
0,3,68.31789193,67.6528174,66.38403574,63.94299272,65.80084476,67.4557181,66.55111486,67.98398132,68.22762686,68.62530586,69.0905697,69.39882814,68.70244457,67.60824298,67.79260094,66.44667117,63.67497725,64.75043865,66.79301641,67.55746132,68.32190624,69.08635115,69.08635115,69.08635115,69.08635115
0,4,67.75602965,66.86351609,65.97334355,63.6962196,65.73831668,67.07896491,65.74615336,67.47557902,68.01233968,68.45714684,68.81600006,69.20161208,68.35671939,67.17800869,67.37683862,66.31678851,63.61736565,64.13830776,66.40068792,67.2119754,68.02326287,68.83455034,68.83455034,68.83455034,68.83455034
0,5,67.67305069,67.02431747,65.9512645,63.43102831,65.62881246,66.80109528,65.71427611,67.45391116,68.04068308,68.11048505,68.61003633,69.22281486,68.20280891,67.14466509,67.53745461,65.9839732,63.30862648,64.15136457,66.12991047,67.04778968,67.96566888,68.88354809,68.88354809,68.88354809,68.88354809
0,6,68.52199769,68.01337245,66.40224434,63.97178843,65.82584794,66.77026314,65.41552202,67.7661685,68.38547202,68.45875391,68.80338192,69.38811244,68.51838406,67.57875643,67.98613327,66.07114087,63.47445424,64.85623395,66.83937398,67.53260008,68.22582618,68.91905229,68.91905229,68.91905229,68.91905229
0,7,69.00215604,68.64180162,66.75946183,64.67487478,66.43034273,67.09781114,66.01396718,68.18345879,68.4006695,68.24723954,68.83116088,69.41387319,68.88163063,68.27038711,68.63215645,66.23399569,63.19160102,65.13645944,67.88965595,68.26419148,68.638727,69.01326253,69.01326253,69.01326253,69.01326253
0,8,68.98899123,68.69313286,66.59530095,63.9949642,66.1184074,66.64767911,65.70685509,68.24771514,67.87800738,67.51012257,68.85933854,69.45493944,68.99242512,68.39351746,68.70264379,66.25229353,63.0179242,65.06355869,67.98364992,68.27768428,68.57171864,68.865753,68.865753,68.865753,68.865753
0,9,69.28190487,68.93271295,66.38425779,63.57847267,66.0125573,66.81102795,66.0472835,68.30407291,68.03246454,68.02702734,68.91745435,69.45176498,69.23681692,68.70192656,68.8937953,66.42449257,63.13831457,65.31733874,68.30409688,68.44080996,68.57752303,68.71423611,68.71423611,68.71423611,68.71423611
0,10,69.10548181,68.97359266,65.59099936,62.42620002,65.8505123,66.46300381,66.19553924,67.88299513,67.1796503,67.38399165,68.21727482,68.99752393,69.12767762,68.79792798,68.85771525,66.64216138,63.2259556,65.05724547,68.14436161,68.16788498,68.19140835,68.21493172,68.21493172,68.21493172,68.21493172
0,11,67.70584829,68.78873495,65.05771844,60.80508153,65.43357969,66.56075842,65.94408324,67.73551265,65.3260676,64.61031145,65.48141894,66.88480186,68.34476822,68.75114121,68.8869415,67.17588943,63.30607987,64.96869651,68.0232821,67.93486281,67.84644353,67.75802424,67.75802424,67.75802424,67.75802424
0,12,64.79005409,68.2431411,63.97650583,55.99250171,59.83905403,65.58618715,65.30425226,64.69902414,56.33040107,55.82039423,59.33782064,61.55434346,66.41395248,68.43206673,68.47453397,66.74016342,60.56197605,62.40824677,67.32338095,66.10263085,64.88188076,63.66113067,63.66113067,63.66113067,63.66113067
0,13,57.81558702,67.45980229,62.53557657,48.2345827,53.49364039,64.37806859,65.38021947,58.15298981,41.56425565,42.3466922,46.24847049,50.42200842,61.46335735,68.13152103,67.56624329,65.67102336,55.3262062,56.48977014,66.98773249,65.30329633,63.61886017,61.93442402,61.93442402,61.93442402,61.93442402
0,14,52.97181795,67.52087533,62.68038572,44.21604369,43.68505433,61.18431189,66.05637686,53.65761031,34.33391365,36.61579675,41.78286934,47.46091654,60.85396297,68.09563319,68.1312013,66.18377342,51.36921017,53.99942949,67.17419824,64.13424846,61.09429867,58.05434888,58.05434888,58.05434888,58.05434888
0,15,61.12021874,68.16425656,63.67251607,46.0205997,40.09206668,60.95531744,65.87957127,53.94671295,35.63911922,40.60196788,50.38357967,55.32308693,64.63823953,68.68298425,68.4993687,66.35896162,51.92086714,53.3200818,67.72020038,65.20983669,62.69947301,60.18910932,60.18910932,60.18910932,60.18910932
0,16,67.1220019,68.35439174,64.66313897,48.2162467,47.94203377,64.6303682,65.51466795,56.78400946,40.02992417,46.43472337,58.91516407,61.8955366,67.88052004,68.77865965,68.80017096,66.79189485,55.31271534,56.53120339,67.79270039,64.66839839,61.54409639,58.41979439,58.41979439,58.41979439,58.41979439
