1.266166331011333739e+02,5.264885171125810359e+01,3.621450060648496674e+02,7.419356269532963211e+01,3.880771960496163331e+01,3.334960809493981770e+01,2.622127023819443181e+00,4.347282162112381343e+01
1.260487603219917077e+02,5.249538321083824144e+01,3.533511878334629159e+02,7.235216774970552933e+01,3.782030483471854154e+01,3.247646378148187551e+01,2.528705682518274767e+00,4.192396862159365867e+01
1.256415482958421848e+02,5.215577788459214048e+01,3.554820278371532254e+02,7.262363375130749432e+01,3.786226489137124673e+01,3.241176473649971967e+01,2.507437697879503880e+00,4.157136201861707292e+01
1.259098786872496447e+02,5.214698816768436984e+01,3.430367448321817392e+02,7.088317549767117498e+01,3.745202512179837129e+01,3.257493820958696062e+01,2.473443379366148775e+00,4.100776272253487775e+01
1.262052493352694711e+02,5.209843635334377154e+01,3.413806354118995046e+02,7.051776642053269484e+01,3.724439354032614347e+01,3.237904915784420723e+01,2.437648981390165392e+00,4.041431951245773035e+01
1.263897632160418993e+02,5.230074633662488282e+01,3.474939059969967730e+02,7.168229039682870507e+01,3.779796522048074792e+01,3.279599572577281918e+01,2.465144276625767628e+00,4.087017006978746991e+01
1.248806567664519349e+02,5.208966631019765003e+01,3.474792570054082717e+02,7.149487132806351042e+01,3.758461366625009958e+01,3.249210918539519355e+01,2.460805856116865087e+00,4.079824244035241065e+01
1.245931672999993367e+02,5.175470930308770079e+01,3.495473388124785288e+02,7.179102590102492343e+01,3.766051560468736881e+01,3.247566836738543117e+01,2.475501669523122228e+00,4.104188756851898745e+01
1.247893721798121902e+02,5.182172490426423650e+01,3.522542015697163720e+02,7.225344651843568045e+01,3.784569571113780029e+01,3.257666369580894639e+01,2.499580208081339627e+00,4.144109096413252047e+01
1.250453976704617673e+02,5.210822433280019794e+01,3.607492351489819384e+02,7.408565850569144118e+01,3.886052641296711840e+01,3.350665453187258436e+01,2.593630979051695373e+00,4.300037941682076337e+01
1.257188133200363183e+02,5.250298411420784106e+01,3.729598009329175738e+02,7.637601690907104057e+01,3.992902956576647000e+01,3.429266717685273846e+01,2.677414681823111042e+00,4.438944788385236251e+01
1.260814254252271382e+02,5.251473661663643355e+01,3.757589293205091963e+02,7.725850613282088375e+01,4.058054009077568480e+01,3.504704071241734908e+01,2.764757767140653577e+00,4.583752813830063388e+01
1.264139205332166398e+02,5.264683574465723837e+01,3.800553048021553764e+02,7.815278312255257731e+01,4.105700879127151381e+01,3.546548981253085486e+01,2.808810549363506937e+00,4.656788892025037541e+01
1.268326626048862380e+02,5.292963672723536916e+01,3.876707949691605108e+02,7.964373006063378568e+01,4.179397033150977592e+01,3.605447269805356569e+01,2.895038713353099258e+00,4.799748464836895323e+01
1.269092172883105007e+02,5.287822813728361382e+01,3.970388838966667322e+02,8.209806047664780237e+01,4.341290049414187990e+01,3.779680097456736121e+01,3.060327433780003936e+00,5.073784275986729853e+01
1.264426986325722169e+02,5.229707533116408769e+01,3.924095976797634648e+02,8.203216778995145830e+01,4.395294698106906139e+01,3.889104980116005095e+01,3.226553036166749600e+00,5.349373364378674722e+01
1.264843945558714893e+02,5.244882357877584411e+01,3.929539440844931164e+02,8.259495915883236705e+01,4.455150696856544812e+01,3.975333888959436734e+01,3.417213233867557598e+00,5.665473106671943526e+01
