weekdate,hour,717450,717461,717468,717484,717486,717489,717490,717493,717495,764853,768066,768477,769359,769373,769403,716331,716339,717446,717453,717458,717462,717466,717472,717479,717481,769345,769388,716328,717488,760013,764766
0,0,60.43518447,65.36801867,67.55793801,65.60893436,63.42632301,66.91618717,65.79044268,65.81190741,58.35858781,59.07211791,68.46408104,66.87819805,64.7188063,67.853559,62.49701454,57.14047007,51.78392561,50.82275358,56.47963897,62.53368361,64.19439675,66.34933204,69.05831874,68.9285273,66.63325416,64.33798102,62.04270789,61.46196124,61.46196124,61.46196124,61.46196124
0,1,67.17150999,68.19168454,68.08482978,65.91049333,63.85996653,66.84356993,66.0174235,65.6342257,55.96601463,60.02082813,68.61414888,66.98446946,64.80819802,68.05916307,67.33446084,66.60975861,65.88505637,64.10593596,66.01546194,68.5592311,67.9030019,68.16294125,68.85488749,68.57602124,67.19381338,65.81160551,64.42939764,62.71403686,62.71403686,62.71403686,62.71403686
0,2,67.19087531,67.79102129,67.94660717,66.08356562,64.0767829,66.52660268,65.78575245,65.4176365,56.57230226,60.30170532,68.56211492,66.72515186,64.12986189,67.93911245,67.00219029,66.06526813,65.12834596,63.67542516,65.02625495,67.54604237,67.24362116,67.80418695,68.42457193,68.02074714,66.83439528,65.64804343,64.46169158,62.62843025,62.62843025,62.62843025,62.62843025
0,3,67.61542665,67.36836117,66.86428169,65.49982162,63.31099691,65.5602843,64.84231382,64.24827527,58.03421528,61.12690877,68.03174363,65.64637648,62.92703265,66.9315827,66.8848898,66.8381969,66.79150401,66.05883267,67.30840895,68.27739178,67.70756063,67.85692051,67.68217933,67.06028135,66.66920731,66.27813328,65.88705924,64.49519971,64.49519971,64.49519971,64.49519971
0,4,67.75169841,66.662484,66.10769721,64.84834458,62.60247846,64.96328852,64.17439818,62.35555698,60.62895549,62.50745135,67.73410864,64.87583363,62.22205121,66.24554593,66.33287408,66.42020224,66.5075304,65.72630541,66.33073486,67.49303593,67.11858351,67.08030815,66.24170042,65.76034616,65.93480373,66.1092613,66.28371887,65.67407773,65.67407773,65.67407773,65.67407773
0,5,67.44598499,66.46324355,66.14632042,65.18158792,63.09802638,65.33332712,64.5060163,62.90918224,59.75959468,62.1079283,67.61269522,64.48502557,62.80164382,66.54734039,66.60560722,66.66387405,66.72214087,66.189007,66.50111009,67.31712194,66.77501463,66.92262152,67.10296501,66.76510417,66.60529744,66.44549071,66.28568398,65.57503112,65.57503112,65.57503112,65.57503112
0,6,67.80022581,66.93426541,66.75698165,66.37025076,64.44030315,66.54174866,66.03005358,64.81167577,58.80987473,61.23882266,68.14554214,65.80634078,64.74046841,67.2950999,67.45065202,67.60620413,67.76175625,67.36180663,67.3507634,68.27619182,67.77346381,67.82867886,67.85066636,67.75348754,67.49325478,67.23302202,66.97278925,66.17234393,66.17234393,66.17234393,66.17234393
0,7,68.71988431,68.13481517,68.04544161,66.91732849,65.12030269,67.11765319,66.77156787,66.02009208,58.81003125,61.73228186,68.46813542,66.45386851,65.46708197,68.19425412,68.11543503,68.03661593,67.95779684,67.03897498,67.56401231,68.62615931,68.37493424,68.49830946,68.777286,68.58297772,68.28829944,67.99362115,67.69894287,67.04632071,67.04632071,67.04632071,67.04632071
0,8,68.58238111,68.38559216,68.25999386,66.49814671,64.57574659,67.12225136,67.31325572,66.16680411,63.9178032,63.91539742,68.44619402,66.18322364,65.06339567,68.42527618,68.23828243,68.05128868,67.86429492,66.57342448,67.12538131,68.98623133,68.51698355,68.70323903,68.91172507,68.89475835,68.50722549,68.11969263,67.73215977,67.2001182,67.2001182,67.2001182,67.2001182
0,9,64.28975182,67.58411513,67.86590091,65.76483139,63.31373497,66.63497482,67.64908415,66.65746576,61.62956933,59.38065924,68.19845477,65.72607041,63.93253374,68.15113939,64.9397731,61.7284068,58.5170405,56.4589977,61.5229937,67.86627466,68.26897792,68.45153003,68.98751799,68.93726706,67.87880582,66.82034459,65.76188335,65.14315052,65.14315052,65.14315052,65.14315052
0,10,51.04924989,62.88224581,66.92978054,64.21931503,61.97710764,66.27115462,65.69183596,65.7459002,56.00307219,52.56715812,67.7010845,64.63215096,61.8038724,67.24410023,57.63516458,48.02622892,38.41729326,37.96094367,47.45810141,60.45610922,66.05481289,67.96658942,68.86160812,68.7419824,67.10697592,65.47196943,63.83696295,63.23337879,63.23337879,63.23337879,63.23337879
0,11,39.65737004,52.29743926,65.04279645,63.92820406,61.28666297,65.89299688,61.43578267,59.83772762,49.6669147,48.52397974,67.46627467,61.35216428,59.58460799,67.21521824,54.9945356,42.77385296,30.55317032,32.13204213,36.88636156,48.88317035,57.62850144,64.5278358,68.26773107,68.70930971,66.91156276,65.11381581,63.31606886,62.7088352,62.7088352,62.7088352,62.7088352
0,12,32.83533402,45.44046884,62.41762983,63.96992324,61.68013325,66.16493681,56.14917781,50.24894091,45.18005101,47.63865857,67.64850501,60.85976988,58.33870582,66.71382443,53.09581801,39.4778116,25.85980518,27.91528218,29.63032786,42.19204293,50.68589349,61.18480681,67.86213249,68.44253976,66.58101368,64.7194876,62.85796152,62.32297056,62.32297056,62.32297056,62.32297056
0,13,29.50788506,41.47849705,60.32988526,63.81951938,61.58462915,66.21938185,54.87551943,47.5430936,41.87217807,46.21884625,67.72671281,60.50910989,57.45476882,66.07964959,51.66462487,37.24960015,22.83457544,24.87347277,24.41946891,33.22735599,40.57651966,56.79114545,66.88447736,68.15824038,66.31162188,64.46500339,62.61838489,62.09546024,62.09546024,62.09546024,62.09546024
