1.878903408292538586e+02,2.282406162619892598e+02,2.512013902586373604e+02,3.357375547963629003e+01,7.805026179559826005e+01,2.680911783161478184e+02,2.936005228643437022e+02,3.102294121803531652e+02,1.000345660675113209e+02,9.381404534366701853e+01,4.248659996793513471e+01,3.958580701440019425e+02,5.547631386107237859e+02,2.492878810391548825e+02,4.566050238385733451e+02,1.963604193512220490e+02,4.866038321751693729e+01,2.479441329202797135e+02,2.103610867024151503e+02,2.807453625820072602e+02,2.330924450684362341e+02,1.092590830571034211e+01,2.373091338605706540e+02,1.525676555875137694e+02,1.234398700270972853e+02,2.635278864089200397e+02,8.599701313521006796e+01,2.296395579221569108e+02,3.228284705862764667e+02,2.640926704865866554e+02,7.318354874093340356e+01,7.756941549707796639e+02,2.432220830350751442e+02,4.459332498210450524e+01,2.928196188630903407e+02,1.268590667795927089e+02,4.244638198973636349e+02,1.621440685919144755e+02,2.163350674915635352e+02
1.817670521880807826e+02,2.279701463474866046e+02,2.513514664344371283e+02,3.338290423867449874e+01,7.752011125122113810e+01,2.670040099169965515e+02,2.913606804214053341e+02,3.049315309193319194e+02,9.935853819986303392e+01,9.354581924974360163e+01,4.239056930872072826e+01,3.851682321910788573e+02,5.401862698843131056e+02,2.485184959217108087e+02,4.398887356859228817e+02,2.102052121429971123e+02,5.229248674911646333e+01,2.490601417460163418e+02,2.111422013580930468e+02,2.815651992941161552e+02,2.335870709037845074e+02,1.094031478181135952e+01,2.374301136318946703e+02,1.525212253922136654e+02,1.233011405242282024e+02,2.630143050839509442e+02,8.575799317068248229e+01,2.288092945196679580e+02,3.197206053849793079e+02,2.615502540168362202e+02,7.247901173393915997e+01,7.682265581175490752e+02,2.432220830350751442e+02,4.459332498210450524e+01,2.928196188630903407e+02,1.263984167081354570e+02,4.244638198973636349e+02,1.621440685919144755e+02,2.163350674915635352e+02
1.798399905346051355e+02,2.287120288016600398e+02,2.534930628464148015e+02,3.366768108244941970e+01,7.762206040308588229e+01,2.662060025949459714e+02,2.909160357124787879e+02,3.051187281055732115e+02,9.940799095845727607e+01,9.355686553836649466e+01,4.247695137565472123e+01,3.838129925388379888e+02,5.389090026911484301e+02,2.502187546576233785e+02,4.288031648103196289e+02,1.741997909608389534e+02,4.385808446009315276e+01,2.523673177216483623e+02,2.137871627948036348e+02,2.848796226266653662e+02,2.361593567737399439e+02,1.105244142130036522e+01,2.396814011145353334e+02,1.538498287884785327e+02,1.242796643112069859e+02,2.648967473932530083e+02,8.630464246283081309e+01,2.300877510688916630e+02,3.201608709739687697e+02,2.619104171552001503e+02,7.257881767153895680e+01,7.692844308739194048e+02,2.432220830350751442e+02,4.459332498210450524e+01,2.928196188630903407e+02,1.274478219216941142e+02,4.244638198973636349e+02,1.621440685919144755e+02,2.163350674915635352e+02
1.793815641785142816e+02,2.328067392162924989e+02,2.566211749244679368e+02,3.381911558929653694e+01,7.875724738690010440e+01,2.694424268770093818e+02,2.925122609628349437e+02,3.070187658206742753e+02,1.004849652543523320e+02,9.447595525640444691e+01,4.287966017511438821e+01,3.899973961839198751e+02,5.478873062377077758e+02,2.519320203799938440e+02,4.183998469167020744e+02,1.586522765666622661e+02,4.031748957567354807e+01,2.523673177216483623e+02,2.139649608465049369e+02,2.853550606580243993e+02,2.367525429470762219e+02,1.108958209781648385e+01,2.406916024083007528e+02,1.546306090946512484e+02,1.250180116440392197e+02,2.667014943343276059e+02,8.696841391885183725e+01,2.320607768939723030e+02,3.232876794986707409e+02,2.644683303773181251e+02,7.328764903221640736e+01,7.767975448564604903e+02,2.432220830350751442e+02,4.459332498210450524e+01,2.928196188630903407e+02,1.272199956071504090e+02,4.244638198973636349e+02,1.621440685919144755e+02,2.163350674915635352e+02
1.813019891560961412e+02,2.371354359902869362e+02,2.579993317879437882e+02,3.455070864100008521e+01,8.047564105483775165e+01,2.707215801173376235e+02,2.957644762230136166e+02,3.140222797078685630e+02,1.028793645444480518e+02,9.624426037708599324e+01,4.356412143412500626e+01,3.921109412206441220e+02,5.507716741773089097e+02,2.563700712661827765e+02,4.120948692204983672e+02,1.628865258354118737e+02,4.038379273635462141e+01,2.523673177216483623e+02,2.143195478730585535e+02,2.863056174457201450e+02,2.379415152998712983e+02,1.116421588970594492e+01,2.427268020169161673e+02,1.562076751088046080e+02,1.265132566394761540e+02,2.703659320011324780e+02,8.831973282574953998e+01,2.360882186222362975e+02,3.283253314571210240e+02,2.685894258812958810e+02,7.442965874087552436e+01,7.889020447224431791e+02,2.432220830350751442e+02,4.459332498210450524e+01,2.928196188630903407e+02,1.300565987749188821e+02,4.244638198973636349e+02,1.621440685919144755e+02,2.163350674915635352e+02
1.805808490708471084e+02,2.372007592319761784e+02,2.590749890157857749e+02,3.478146270093547088e+01,8.059148543026290668e+01,2.716150205966891349e+02,2.962709249350924097e+02,3.154451655440449827e+02,1.038918309716160024e+02,9.663730698159434951e+01,4.377778616383988464e+01,3.855965355658947260e+02,5.416810093661817973e+02,2.561547118945994157e+02,4.240666177338592320e+02,1.465890008451547146e+02,3.715299937508605410e+01,2.523673177216483623e+02,2.143873243434152869e+02,2.864876705564412305e+02,2.381696878152175145e+02,1.117856768419823155e+01,2.431189632097340336e+02,1.565121856060611663e+02,1.268025693749565903e+02,2.710764472352637426e+02,8.858230153925865125e+01,2.368724456016034026e+02,3.299664778880313634e+02,2.699319801572912070e+02,7.480169816973823060e+01,7.928454010552858335e+02,2.432220830350751442e+02,4.459332498210450524e+01,2.928196188630903407e+02,1.307884920000519173e+02,4.244638198973636349e+02,1.621440685919144755e+02,2.163350674915635352e+02
1.767913855275476749e+02,2.319569260906975217e+02,2.543912221509158371e+02,3.405810807799253581e+01,7.934505620293232653e+01,2.702100440640121519e+02,2.944550321374206305e+02,3.085607472413227583e+02,1.007494836303154102e+02,9.476528512083959299e+01,4.306492401917925150e+01,3.790143825735358405e+02,5.323111093551475506e+02,2.536945932829647745e+02,4.314876835035028080e+02,1.562732468931323240e+02,3.930218994270770594e+01,2.667589251090944913e+02,2.250221042784549752e+02,2.985803355909411039e+02,2.464675576610690655e+02,1.148592892878368943e+01,2.480241835050861141e+02,1.585283632785030363e+02,1.275142584608521901e+02,2.706340643343971806e+02,8.779819043882514507e+01,2.330713427171683634e+02,3.238505738094049775e+02,2.649288110203466999e+02,7.341525426836797408e+01,7.781500706293883241e+02,2.432220830350751442e+02,4.459332498210450524e+01,2.928196188630903407e+02,1.269026576107331437e+02,4.244638198973636349e+02,1.621440685919144755e+02,2.163350674915635352e+02
1.766641678010965677e+02,2.289981385290830076e+02,2.518378859900161331e+02,3.339004032523239829e+01,7.815532733917633834e+01,2.661160922742434423e+02,2.902273011030588918e+02,3.040105652017608691e+02,9.946325223411780314e+01,9.413293305207734818e+01,4.255646010351851061e+01,3.766478931630554143e+02,5.286173128019584055e+02,2.484196573399844681e+02,4.287747747779202427e+02,1.813251451243349663e+02,3.922304712146087979e+01,2.523673177216483623e+02,2.137758372664764579e+02,2.848493646220638311e+02,2.361216387913019332e+02,1.105008193838855135e+01,2.396172828747923518e+02,1.538003171939330116e+02,1.242328863562846948e+02,2.647825130812273073e+02,8.626266691731551361e+01,2.299630972352574076e+02,3.201659328472786683e+02,2.619145580651937735e+02,7.257996517210301590e+01,7.692965935729915827e+02,2.432220830350751442e+02,4.459332498210450524e+01,2.928196188630903407e+02,1.248251177969536343e+02,4.244638198973636349e+02,1.621440685919144755e+02,2.163350674915635352e+02
1.802371111296857009e+02,2.277944273834987428e+02,2.512753348926059687e+02,3.352322180484500791e+01,7.826914863544422474e+01,2.680937132143513963e+02,2.912012992213984717e+02,3.055316066181748624e+02,1.006087972166173898e+02,9.403536727774513793e+01,4.252918214741725222e+01,3.831902975986241131e+02,5.362978620027022316e+02,2.474935246232701900e+02,4.298930478464515090e+02,1.767329338756796915e+02,4.374542550851439415e+01,2.523673177216483623e+02,2.137175138471073694e+02,2.846935955165715200e+02,2.359275291304675477e+02,1.103794325572311408e+01,2.392875271450790819e+02,1.535457672875569699e+02,1.239924714330981033e+02,2.641956042551369137e+02,8.604707950248574377e+01,2.293230898910776432e+02,3.206134739837733605e+02,2.622806730292018642e+02,7.268142043878613379e+01,7.703719480578592993e+02,2.432220830350751442e+02,4.459332498210450524e+01,2.928196188630903407e+02,1.243070103215102762e+02,4.244638198973636349e+02,1.621440685919144755e+02,2.163350674915635352e+02
1.876882964560136600e+02,2.297641511138834005e+02,2.508383666530878600e+02,3.388310703200755114e+01,7.986165868003968171e+01,2.705713277690337577e+02,2.948996588722307592e+02,3.131734576352448016e+02,1.014487536982871063e+02,9.353503736518024425e+01,4.285724725397206214e+01,4.062542940764008108e+02,5.662771301814311755e+02,2.490592484956218868e+02,4.639547127097006864e+02,1.764004464940467471e+02,4.239398735186563272e+01,2.933194531272564518e+02,2.448456311366064995e+02,3.215410245706991077e+02,2.627266826495607575e+02,1.212103002041367006e+01,2.591521075869512742e+02,1.640257268603907050e+02,1.306663218569315745e+02,2.746892501288029393e+02,8.827793961926859367e+01,2.321746820561279208e+02,3.253105674001506031e+02,2.661231716217307621e+02,7.374622728297148910e+01,7.816581518484316575e+02,2.432220830350751442e+02,4.459332498210450524e+01,2.928196188630903407e+02,1.271696292637487886e+02,4.244638198973636349e+02,1.621440685919144755e+02,2.163350674915635352e+02
