4.645342085585141376e+02,4.764922217245941169e+02,1.391889122239709309e+02,3.034940800471567286e+02,3.702392895464384992e+02,9.030409568398475813e+02,2.677460150835718196e+02,2.852383036921559665e+02,2.964210476969388424e+02,3.095496638542208530e+02,1.014411876621856834e+02,2.801243848881538838e+02,3.171020274309687466e+02,2.196511480787866049e+02,2.795090392904357941e+02,1.557130388033862118e+02,3.379371823275787960e+02,2.071143040479306308e+02,1.268905577300571110e+02,4.869943589061562079e+02,2.172290188856573820e+02,3.029205530626148857e+02,2.957236702517139975e+02,1.984002288939683467e+02,2.587039260089813411e+02,1.231276877719669471e+02,1.260520247372059117e+02,1.782687552851707835e+01,2.351076457180868999e+02,4.727640503423013456e+02,2.065625023144040711e+02,4.048830312852169868e+02,3.194710793558594446e+02,1.471848477878265271e+02,1.373737263253699723e+02,1.361361890663357883e+02,2.276618992822093333e+02,1.010841593726005954e+02,6.429897899576603777e+02,3.609344242193499781e+02,1.310998112130193931e+02,8.188512012874624588e+02,2.701422463822791542e+02,6.650589577297957078e+01,1.289349304003976613e+02,2.740765445259339685e+02,3.861485327562742782e+02,1.843544411955661246e+02,1.767042490823115770e+02,5.266231386527217637e+02,4.458146766017242157e+02
4.658934999509663157e+02,4.786403352289390796e+02,1.398955480422405628e+02,3.052974704262074965e+02,3.713126174571764864e+02,9.048782444308583308e+02,2.683605856460786185e+02,2.865928374205262230e+02,2.978868203629006643e+02,3.108734421945816280e+02,1.019100023410277913e+02,2.813738798946897646e+02,3.183411211733788377e+02,2.205543090345230723e+02,2.806423628414597147e+02,1.574576018289800743e+02,3.413096360251527130e+02,2.069656973965167879e+02,1.268729681689555662e+02,4.885777014825373499e+02,2.178381910565018984e+02,3.033848045962649849e+02,2.962335726002150977e+02,1.989401746867872589e+02,2.577013442561792544e+02,1.223171993476665307e+02,1.262563328903790278e+02,1.786528771552615424e+01,2.359069379411326111e+02,4.738110813804532881e+02,2.061451286901730668e+02,4.053291593858992883e+02,3.208033532257617253e+02,1.475755459688124347e+02,1.380939394004333849e+02,1.366353686084266599e+02,2.282846421596110247e+02,1.015069755269903169e+02,6.430091516071590831e+02,3.608250830028224527e+02,1.313032133343691612e+02,8.205775900629186026e+02,2.707117888598350532e+02,6.664611054189437311e+01,1.292067646680368966e+02,2.746543817072698062e+02,3.869626519656754340e+02,1.847431167418498887e+02,1.770767956838326995e+02,5.277334212950822803e+02,4.467545902910596283e+02
4.668945404967221862e+02,4.812746490005742430e+02,1.411230550060945745e+02,3.079102335816648974e+02,3.739553202366839173e+02,9.106650008220009340e+02,2.690589716412414418e+02,2.874176252234702815e+02,2.998528039422543543e+02,3.127134130385571780e+02,1.032340413369599332e+02,2.856020188283972061e+02,3.206640863202194396e+02,2.223418499647855242e+02,2.827998109729728071e+02,1.590221273144968279e+02,3.444365663116282690e+02,2.083947628664616047e+02,1.282543734110225557e+02,4.940420309593592947e+02,2.194973568546921285e+02,3.065077509375557270e+02,2.992877080685531155e+02,2.002961708521397952e+02,2.597918342625489458e+02,1.230606696663391091e+02,1.265559701788963594e+02,1.793220172130604695e+01,2.372095590745937841e+02,4.773856297296121056e+02,2.080102511091944280e+02,4.085154149291371937e+02,3.218209669805710860e+02,1.477097878700056413e+02,1.382953009174158296e+02,1.368304401133406145e+02,2.286372928052562941e+02,1.017974834390981584e+02,6.443769908175255523e+02,3.619904666586527355e+02,1.319841398182595924e+02,8.258901111214621551e+02,2.724644105454986516e+02,6.707758572475512437e+01,1.300432652823816966e+02,2.764325282278556415e+02,3.894678961526143439e+02,1.859391665852739379e+02,1.782232128142074430e+02,5.311500328963232960e+02,4.496469349001053502e+02
4.713008849056645886e+02,4.864650620360018252e+02,1.425820166374025177e+02,3.103268831073834235e+02,3.767672373190879398e+02,9.190437279504739081e+02,2.717056554161218855e+02,2.901276609017923533e+02,3.028359633384476979e+02,3.158721652567501224e+02,1.048802073645741757e+02,2.899513210175275049e+02,3.241499746947315543e+02,2.242429393864723011e+02,2.840347904576384508e+02,1.601652135101813883e+02,3.483526791485231797e+02,2.106139423752456423e+02,1.298799654899482903e+02,5.004618667305823010e+02,2.221045195497839586e+02,3.091152370718468205e+02,3.017654055023067485e+02,2.032561052395812453e+02,2.617122293984589874e+02,1.240926718254163177e+02,1.281051198975363832e+02,1.816761887557954935e+01,2.403755690981069506e+02,4.808048420648539150e+02,2.109077620081104953e+02,4.144202656609160158e+02,3.253580400976342162e+02,1.492644850742432823e+02,1.396388522909801679e+02,1.376605107850085403e+02,2.297794132900776276e+02,1.024995697183988170e+02,6.507425283992702134e+02,3.654313911344625581e+02,1.331234413097628817e+02,8.349310096200294993e+02,2.754470386785185951e+02,6.781187426496174453e+01,1.314668299261619779e+02,2.794585947659533076e+02,3.937313443646108340e+02,1.879746155019863352e+02,1.801741963112175426e+02,5.369644547791639297e+02,4.545691542654682280e+02
4.780099528229609405e+02,4.921828193307689503e+02,1.438289434843131573e+02,3.117597493068172412e+02,3.776730866455743012e+02,9.167883234507609131e+02,2.725469362741627037e+02,2.925517913673790531e+02,3.044118845363361743e+02,3.168360653633557718e+02,1.052070418742754327e+02,2.908574765529213551e+02,3.265947277993093394e+02,2.262750247820843299e+02,2.862113314732257550e+02,1.617714966890894459e+02,3.508349278581200110e+02,2.104550265061446908e+02,1.296466170573255283e+02,5.019993246109804090e+02,2.238125197029877711e+02,3.113894130030161591e+02,3.042201491947641898e+02,2.051378869291599187e+02,2.623240424780877333e+02,1.244971518947178595e+02,1.291152412742317495e+02,1.824759053159594657e+01,2.417342324860830161e+02,4.809682464335090799e+02,2.108819644923456735e+02,4.155306796793368562e+02,3.269092898168136685e+02,1.503531766752169005e+02,1.407138348055544839e+02,1.386008761659554409e+02,2.314095126239812430e+02,1.032475345778311464e+02,6.490908614652248616e+02,3.650144061197162841e+02,1.331086428466946074e+02,8.369439194617758631e+02,2.761111055878171214e+02,6.797535985541469472e+01,1.317837793181147390e+02,2.801323330141242423e+02,3.946805793180906790e+02,1.884277977999041411e+02,1.806085728151500689e+02,5.382590060932717506e+02,4.556650612491981747e+02
4.748781731962797039e+02,4.860959014399866192e+02,1.418499398244655367e+02,3.094968347917490519e+02,3.757235944838107571e+02,9.189436420330480360e+02,2.735962802881535367e+02,2.911553536564535420e+02,3.024912319863199741e+02,3.154860518115874584e+02,1.040143127848112812e+02,2.870908474544415867e+02,3.225044559915313584e+02,2.231426675642321982e+02,2.842619850472336225e+02,1.601746629639648063e+02,3.468355734250667410e+02,2.089812340761342853e+02,1.288235836636947056e+02,4.984278512315773355e+02,2.218150720552549728e+02,3.088964456849040516e+02,3.018188018920831723e+02,2.037899967508073757e+02,2.611022687791747217e+02,1.239696896724380792e+02,1.286506856066087039e+02,1.819501553428990803e+01,2.398199014535842650e+02,4.781647643156094318e+02,2.107693502372509613e+02,4.136381324456631887e+02,3.247372144049543294e+02,1.496136486786658111e+02,1.406133596019615482e+02,1.387454588106190840e+02,2.310778651501770753e+02,1.028766533388036208e+02,6.492102129126845966e+02,3.635727714255866090e+02,1.328913613995514140e+02,8.330108324738934016e+02,2.748135646518657040e+02,6.765592028828588411e+01,1.311644820682065529e+02,2.788158949491084400e+02,3.928258396936195709e+02,1.875423108485696559e+02,1.797598310881104453e+02,5.357295421187471902e+02,4.535237345944990466e+02
4.638232102047395529e+02,4.771161249595521667e+02,1.400649324683322163e+02,3.060082024202039293e+02,3.720717277988437672e+02,9.072163504359357376e+02,2.696344264020942205e+02,2.870041695668305124e+02,2.974290194804073053e+02,3.114598001055393297e+02,1.025230384975534434e+02,2.822256746152919504e+02,3.185244628312740360e+02,2.211816456715287984e+02,2.814478463488333091e+02,1.583050565559246934e+02,3.429945798075108883e+02,2.066125521261983522e+02,1.270045022890408717e+02,4.909839454951486459e+02,2.186936990385562467e+02,3.041519373935105364e+02,2.973236553123832095e+02,2.002607735117138361e+02,2.572915572431581950e+02,1.224532051088855695e+02,1.269454712521485078e+02,1.793752596573548885e+01,2.364606754996086124e+02,4.722570211153064292e+02,2.070898195740764152e+02,4.077289078311339381e+02,3.211217577327995514e+02,1.478078832465547521e+02,1.385714216392194658e+02,1.373535059177601738e+02,2.284946944273702911e+02,1.011650750721728400e+02,6.417523568936361471e+02,3.598335451087166348e+02,1.319054661246629792e+02,8.235696884309669485e+02,2.716988939324910461e+02,6.688912439092463558e+01,1.296778954354203677e+02,2.756558627825945678e+02,3.883736462865821863e+02,1.854167514898681191e+02,1.777224764796538352e+02,5.296577125842222813e+02,4.483836058731515664e+02
4.591696686344425302e+02,4.734933063786281764e+02,1.388259559778929884e+02,3.027826545755994516e+02,3.694545352769090414e+02,9.003880447499522006e+02,2.673307425258545891e+02,2.843209825988382136e+02,2.939102798375585621e+02,3.083011098251392355e+02,1.008401501058556846e+02,2.775537948581820160e+02,3.156629799518194091e+02,2.191396974905939317e+02,2.789014465696977254e+02,1.578048827199576181e+02,3.431248291257738288e+02,2.059044110152343876e+02,1.258828023067656545e+02,4.849759983067120288e+02,2.167172669658463917e+02,3.010035615327150254e+02,2.942284425146073090e+02,1.980686946956029999e+02,2.556147592635913668e+02,1.217167818711610181e+02,1.262060977939285635e+02,1.779281672461414843e+01,2.340322795414532209e+02,4.688205568032843189e+02,2.042234702075352857e+02,4.021011477336946314e+02,3.184151712623300909e+02,1.467163254680310160e+02,1.376267580420135346e+02,1.365823847684876853e+02,2.271320704564060975e+02,1.006050610237427065e+02,6.404934961504241073e+02,3.588193059257175150e+02,1.310669637723453036e+02,8.168037499825330769e+02,2.694667841078118045e+02,6.633960477545548429e+01,1.286125421678540590e+02,2.733912449527540502e+02,3.851830089638620507e+02,1.838934823051084777e+02,1.762624186926128118e+02,5.253063728828905141e+02,4.446999638921016071e+02
4.594944028533941491e+02,4.730881947098229716e+02,1.386111056277408409e+02,3.026786592447456883e+02,3.688986108685770091e+02,8.990045845869616414e+02,2.670543686469412137e+02,2.834185939811053458e+02,2.939467667095775028e+02,3.082911799324598974e+02,1.005118101136050939e+02,2.769448455851483004e+02,3.150126523488482917e+02,2.187778585303804562e+02,2.782452373913257020e+02,1.581790249244790800e+02,3.440083377050104332e+02,2.060149056030703036e+02,1.262740108535325305e+02,4.855702493444599099e+02,2.167615941750397894e+02,3.014563489702903780e+02,2.940621289087438868e+02,1.979144554812269519e+02,2.575256699517475454e+02,1.221966008277422873e+02,1.266202132467476389e+02,1.785465779975338663e+01,2.343042476001129160e+02,4.712401990310612518e+02,2.058641915514944856e+02,4.036788683017725248e+02,3.181406880352261624e+02,1.467014581508251183e+02,1.376569059458230129e+02,1.364179174045547711e+02,2.266899926459107633e+02,1.006974800188480828e+02,6.412959971437048807e+02,3.590249432270114767e+02,1.315316581180670426e+02,8.181723746626609000e+02,2.699182987968818566e+02,6.645076246831322919e+01,1.288280435038710436e+02,2.738493354122815049e+02,3.858284161041269158e+02,1.842016115936956169e+02,1.765577614801635491e+02,5.261865687274508900e+02,4.454450967907295649e+02
4.557087917682310376e+02,4.731523452679412571e+02,1.379254889621113875e+02,3.021159095576870186e+02,3.691723230715359136e+02,8.983030316418165739e+02,2.665659604139815428e+02,2.834334569314551118e+02,2.931101625509282371e+02,3.067053633320584822e+02,1.002094127959357905e+02,2.761657507693023490e+02,3.143263065790591213e+02,2.182361526371799130e+02,2.777037082270884980e+02,1.585975078893762884e+02,3.450125953642158834e+02,2.057531943930415821e+02,1.268488892523685081e+02,4.864723735404782587e+02,2.164367443164822760e+02,3.010872229530299364e+02,2.933987819151447525e+02,1.973359910354595570e+02,2.567467371847309323e+02,1.223982412428545246e+02,1.261460277830218217e+02,1.776263923171510939e+01,2.332342002649894823e+02,4.701071156445295287e+02,2.060819873363819568e+02,4.030711838401542195e+02,3.179354594879363276e+02,1.465276141643385301e+02,1.374360984473859162e+02,1.361227285011511583e+02,2.263854576071341569e+02,1.004711726180573805e+02,6.446678245883398404e+02,3.623462767386028531e+02,1.331252670619471417e+02,8.221115955686703956e+02,2.712178633366569329e+02,6.677070022329228038e+01,1.294483065901919190e+02,2.751678265524860763e+02,3.876860483218812305e+02,1.850884795224858976e+02,1.774078268779688017e+02,5.287199775740244831e+02,4.475897629907842088e+02
