weekdate,hour,759163,763646,759257,737229,737237,737246,737257,765506,737278,764054,718410,764125,764130,718412,763336,717008,717009,768584,717011,716036,717014,717016,717020,717022,718415,764249,763963,717028,716047,716050,717032,717035,763346,716057,717039,737184,717042,718335,717046,759385,764026,759280,718419,total/sec,total/min
0,0,18.512683,18.879517,15.349706,23.813715,17.05545,25.469016,24.337117,10.025541,29.916698,20.048934,4.397469,1.603845,22.807137,17.078687,16.632295,18.124797,34.618378,11.376382,14.701248,25.333763,10.037575,9.382363,16.218424,12.099131,19.658309,10.428985,8.241396,12.284158,14.485385,26.107312,34.78709,10.760239,7.797334,16.829701,26.118293,7.660912,17.491397,11.588566,13.148392,4.653553,23.012349,5.424488,31.753242,720.050972,12.00085
0,1,18.512683,18.879517,15.349706,23.813715,17.05545,25.469016,24.337117,10.025541,29.916698,20.048934,4.397469,1.603845,22.807137,17.078687,16.632295,18.124797,34.618378,11.376382,14.701248,25.333763,10.037575,9.382363,16.218424,12.099131,19.658309,10.428985,8.241396,12.284158,14.485385,26.107312,34.78709,10.760239,7.797334,16.829701,26.118293,7.660912,17.491397,11.588566,13.148392,4.653553,23.012349,5.424488,31.753242,720.050972,12.00085
0,2,18.512683,18.879517,15.349706,23.813715,17.05545,25.469016,24.337117,10.025541,29.916698,20.048934,4.397469,1.603845,22.807137,17.078687,16.632295,18.124797,34.618378,11.376382,14.701248,25.333763,10.037575,9.382363,16.218424,12.099131,19.658309,10.428985,8.241396,12.284158,14.485385,26.107312,34.78709,10.760239,7.797334,16.829701,26.118293,7.660912,17.491397,11.588566,13.148392,4.653553,23.012349,5.424488,31.753242,720.050972,12.00085
0,3,18.512683,18.879517,15.349706,23.813715,17.05545,25.469016,24.337117,10.025541,29.916698,20.048934,4.397469,1.603845,22.807137,17.078687,16.632295,18.124797,34.618378,11.376382,14.701248,25.333763,10.037575,9.382363,16.218424,12.099131,19.658309,10.428985,8.241396,12.284158,14.485385,26.107312,34.78709,10.760239,7.797334,16.829701,26.118293,7.660912,17.491397,11.588566,13.148392,4.653553,23.012349,5.424488,31.753242,720.050972,12.00085
0,4,18.512683,18.879517,15.349706,23.813715,17.05545,25.469016,24.337117,10.025541,29.916698,20.048934,4.397469,1.603845,22.807137,17.078687,16.632295,18.124797,34.618378,11.376382,14.701248,25.333763,10.037575,9.382363,16.218424,12.099131,19.658309,10.428985,8.241396,12.284158,14.485385,26.107312,34.78709,10.760239,7.797334,16.829701,26.118293,7.660912,17.491397,11.588566,13.148392,4.653553,23.012349,5.424488,31.753242,720.050972,12.00085
0,5,18.512683,19.153728,16.443591,25.698297,18.266273,27.277146,26.06489,10.643404,33.597456,22.291526,4.889352,1.783245,25.358251,18.989039,18.492716,20.152163,43.893545,13.556915,16.983175,27.599595,10.371344,9.63084,16.90367,13.316742,25.361077,12.845271,8.606793,12.828799,15.127622,27.264828,35.77799,10.897034,7.896461,17.043657,28.930641,8.485818,19.374824,13.141485,14.910333,5.277149,26.096104,6.151393,36.008315,791.89518,13.198253
0,6,18.512683,19.098888,16.606913,25.931266,18.208305,27.190583,25.982173,10.5614,33.357772,22.171286,4.862979,1.773626,25.221468,18.886613,18.392966,20.043462,42.709589,12.777599,16.086066,27.146166,10.223048,9.529102,16.59833,13.055286,25.113498,12.633081,8.442839,12.584419,14.83945,26.74545,35.344618,10.849923,7.862323,16.969972,27.359413,8.024952,18.322574,13.011851,14.763251,5.225093,25.83868,6.090713,35.653113,780.602782,13.010046
0,7,18.512683,19.080399,16.513073,25.651038,18.165785,27.127087,25.921499,10.582865,33.462524,21.953004,4.815102,1.756164,24.973157,18.700669,18.211882,19.846129,42.470375,12.750932,16.146208,27.080524,10.169403,9.493682,16.512261,13.012849,25.130772,12.611402,8.420967,12.551817,14.801006,26.676162,35.235511,10.827831,7.846314,16.935419,27.107383,7.951028,18.15379,12.970607,14.716456,5.208531,25.756779,6.071407,35.540102,777.422578,12.957043
0,8,18.512683,19.083428,16.493704,25.618078,18.209156,27.191853,25.983387,10.523428,33.386675,22.02571,4.831049,1.76198,25.055865,18.762604,18.272198,19.911858,42.300548,12.910854,16.335973,27.126116,10.163418,9.479883,16.57994,13.153579,25.411231,12.851278,8.598153,12.81592,15.112434,27.237456,35.143855,10.819046,7.839948,16.921679,26.962493,7.908529,18.056757,12.967447,14.71287,5.207262,25.750503,6.069928,35.531444,779.5922,12.993203
0,9,18.512683,19.053625,16.501401,25.600516,18.396849,27.472137,26.251214,10.49963,33.88913,22.28127,4.887103,1.782424,25.346583,18.980303,18.484207,20.142891,42.321523,12.868483,16.39102,27.252112,10.160839,9.493343,16.671597,13.176573,25.878267,13.078831,8.699354,12.966765,15.29031,27.558045,35.138674,10.813683,7.836062,16.91329,26.878529,7.883901,18.000527,13.166055,14.938211,5.287016,26.144896,6.162894,36.07564,785.128406,13.085473
0,10,18.512683,19.041876,16.538726,25.691862,18.618496,27.803123,26.56749,10.560258,34.25263,22.562802,4.948853,1.804946,25.666847,19.220126,18.717762,20.397404,42.612351,13.053768,16.70943,27.543683,10.20346,9.52969,17.211491,13.603915,26.309392,13.024703,8.671309,12.924963,15.241017,27.469203,35.427494,10.866519,7.874349,16.99593,27.543207,8.078862,18.445661,14.243373,16.160537,5.719628,28.284213,6.667176,39.027545,800.348753,13.339146
