weekdate,hour,minute,759163,763646,759257,737229,737237,737246,737257,765506,737278,764054,718410,764125,764130,718412,763336,717008,717009,768584,717011,716036,717014,717016,717020,717022,718415,764249,763963,717028,716047,716050,717032,717035,763346,716057,717039,737184,717042,718335,717046,759385,764026,759280,718419
0,0,0,70,69.31933211,64.29049941,61.28162424,62.00162398,62.00162398,66.98995779,66.98995779,63.57586368,62.58266474,62.58266474,62.58266474,62.58266474,56.5257919,56.5257919,56.5257919,56.5257919,62.70345736,63.52303108,65.15631265,69.0578228,69.20925042,68.68186536,62.8299018,52.04082879,56.68631577,66.0522076,66.0522076,68.55193713,68.55193713,68.55193713,69.376519,69.376519,69.376519,67.61331168,67.61331168,59.56366337,59.56366337,69.376519,68.55193713,68.55193713,61.28162424,61.28162424
0,0,10,70,69.12112405,64.3876374,63.62430911,63.50622129,63.50622129,66.37254902,66.37254902,62.85556723,62.47707201,62.47707201,62.47707201,62.47707201,56.4336345,56.4336345,56.4336345,56.4336345,62.5139881,63.43809024,65.19090134,68.92896379,69.31281755,68.67503809,63.39296154,52.55585972,56.9311977,67.42468089,67.42468089,68.80207416,68.80207416,68.80207416,69.59368525,69.59368525,69.59368525,66.81498275,66.81498275,61.03947411,61.03947411,69.59368525,68.80207416,68.80207416,63.62430911,63.62430911
0,0,20,70,69.22454535,64.68203479,64.49989699,64.41856452,64.41856452,66.89076117,66.89076117,63.09585084,62.65380446,62.65380446,62.65380446,62.65380446,56.6859513,56.6859513,56.6859513,56.6859513,63.17484873,63.94665828,65.21017629,68.84086941,69.0784758,68.7470999,63.68125695,52.62343794,57.08052736,68.14336547,68.14336547,68.9768795,68.9768795,68.9768795,69.57100727,69.57100727,69.57100727,66.08152583,66.08152583,61.42157681,61.42157681,69.57100727,68.9768795,68.9768795,64.49989699,64.49989699
0,0,30,70,69.08739325,64.78065053,64.80943145,64.65639274,64.65639274,66.0342116,66.0342116,62.54373833,62.76554544,62.76554544,62.76554544,62.76554544,56.79243678,56.79243678,56.79243678,56.79243678,62.80130258,64.08748615,65.45541359,69.00368804,69.09999871,68.66631874,64.28072181,53.35186224,57.42368862,68.61035452,68.61035452,69.04342664,69.04342664,69.04342664,69.59283981,69.59283981,69.59283981,65.22421305,65.22421305,61.74671226,61.74671226,69.59283981,69.04342664,69.04342664,64.80943145,64.80943145
0,0,40,70,69.2175883,64.72235916,64.66091041,64.33276585,64.33276585,66.307564,66.307564,63.09585084,63.28042402,63.28042402,63.28042402,63.28042402,57.04050658,57.04050658,57.04050658,57.04050658,63.34199795,64.43873581,65.38767503,69.0187829,68.97434087,68.51069552,64.43423823,53.42473394,57.54651955,68.5839775,68.5839775,69.07523836,69.07523836,69.07523836,69.37783722,69.37783722,69.37783722,66.76002559,66.76002559,61.93484787,61.93484787,69.37783722,69.07523836,69.07523836,64.66091041,64.66091041
0,0,50,70,69.28013879,64.95012153,64.957289,65.12504858,65.12504858,67.07659314,67.07659314,63.67804622,63.22650509,63.22650509,63.22650509,63.22650509,56.71635375,56.71635375,56.71635375,56.71635375,63.55207223,64.78407104,65.73405289,69.10197361,69.27975977,68.94778723,64.48701339,53.82184523,57.62899841,68.61019364,68.61019364,68.17720504,68.17720504,68.17720504,69.31522783,69.31522783,69.31522783,69.11477883,69.11477883,62.11687957,62.11687957,69.31522783,68.17720504,68.17720504,64.957289,64.957289
0,1,0,70,69.17965542,64.97396785,64.97925369,65.30082914,65.30082914,67.76776961,67.76776961,64.31381303,63.54025599,63.54025599,63.54025599,63.54025599,57.103088,57.103088,57.103088,57.103088,63.52558722,64.57449095,65.84634473,69.22722184,69.32488895,68.89006869,64.7062581,54.11038024,57.96959265,68.70783342,68.70783342,69.18510525,69.18510525,69.18510525,69.76289391,69.76289391,69.76289391,67.07164157,67.07164157,62.16655256,62.16655256,69.76289391,69.18510525,69.18510525,64.97925369,64.97925369
0,1,10,70,69.21273375,64.94642477,64.90848075,65.09715488,65.09715488,67.0166122,67.0166122,63.66106443,63.85229692,63.85229692,63.85229692,63.85229692,56.9765465,56.9765465,56.9765465,56.9765465,62.99813502,64.37689634,65.44626982,68.99133898,69.41550063,68.76999125,64.86441054,54.74210637,58.01074961,68.56476083,68.56476083,68.82086694,68.82086694,68.82086694,69.37354647,69.37354647,69.37354647,67.80709527,67.80709527,62.38998919,62.38998919,69.37354647,68.82086694,68.82086694,64.90848075,64.90848075
0,1,20,70,69.27456227,65.34347614,65.15002842,65.23800786,65.23800786,66.61488971,66.61488971,63.09480042,63.69036621,63.69036621,63.69036621,63.69036621,57.00159901,57.00159901,57.00159901,57.00159901,63.32613045,64.74643357,66.18472649,69.30665869,69.26339561,68.54361357,64.76616188,55.03058871,58.21502258,68.96118017,68.96118017,68.90691846,68.90691846,68.90691846,69.43562473,69.43562473,69.43562473,68.2475943,68.2475943,62.64022889,62.64022889,69.43562473,68.90691846,68.90691846,65.15002842,65.15002842
