2.774825807393193031e+02,2.064039867972916795e+02,1.687897757265777159e+02,2.242156894376494165e+02,1.719475054112835437e+02,1.887550287118049823e+02,9.553258436734847692e+01,1.869436007128073811e+02,1.144616651493697503e+02,1.828492405612703635e+02,8.848874535214470427e+01,2.943364600849887438e+02,2.830621099312402293e+02,1.859493989090630919e+02,1.849886441710706038e+02,1.477235889129787267e+02,1.661089118286529924e+02,2.481503856485512074e+02,2.461295800234592264e+02,3.321783875204503715e+02,7.020648201699601465e+00,1.638811096004302570e+01,1.159236703710721272e+01,2.923290599759099351e+01,1.861679620703883131e+02,2.111800946079032428e+02,2.214487608666819654e+02,2.404043358375930097e+02,3.164934469828069723e+02,3.069716318328700027e+02,2.044416919510087212e+02,2.150245191933697981e+02,8.316760976223935131e+01,1.087407383665352683e+02,1.325200877445970207e+02,8.244534295158679527e+01,8.486422730156265004e+01,2.931321500806527069e+02,1.350952178896413614e+02,1.318951111348133622e+02
2.684048549371671015e+02,2.020599340273133748e+02,1.640567467373402906e+02,2.207386890785269316e+02,1.709027426022801421e+02,1.890916214945096954e+02,9.581855004174023804e+01,1.865216926182178838e+02,1.141862808786460448e+02,1.830402301179335041e+02,8.864496750998058872e+01,2.958494284472201343e+02,2.844644824637403531e+02,1.868044613346898757e+02,1.844439433605688521e+02,1.458097664995159732e+02,1.650104876624921246e+02,2.472642121383651101e+02,2.434338968879180243e+02,3.285402726821412216e+02,6.970334614188430145e+00,1.603636219909633809e+01,1.122387379118560879e+01,2.757205953176055857e+01,1.755909636056807699e+02,2.094723228992357917e+02,2.196579484824477504e+02,2.326888577287888893e+02,3.175149120838400449e+02,3.115142574607172037e+02,2.074670596819354955e+02,2.131451718472430628e+02,8.341759414027733044e+01,1.090675902013500433e+02,1.321393612222699119e+02,8.245069854631684336e+01,8.474504665450373864e+01,2.929358115649529282e+02,1.349551100311474272e+02,1.317825445336125654e+02
2.639659365698043985e+02,1.977619157861364840e+02,1.629567468702190922e+02,2.192207955892564257e+02,1.695930593555935957e+02,1.869366839442749892e+02,9.496644880176211245e+01,1.861793496705780910e+02,1.133384215040868952e+02,1.809379542707750943e+02,8.747277202987767453e+01,2.923129430460617186e+02,2.824590006520388670e+02,1.858295692496365632e+02,1.841612044462030724e+02,1.463754770204665476e+02,1.661023375823220647e+02,2.482927065750359077e+02,2.440870624678867955e+02,3.294217900077597392e+02,6.994311246970807083e+00,1.591902271145486303e+01,1.103366619338596877e+01,2.655637911347388425e+01,1.691226653939733353e+02,2.075359191827696179e+02,2.176273868220542909e+02,2.273292078902125297e+02,3.241100415017242540e+02,3.281515906414777533e+02,2.185474468979086566e+02,2.160434935334876911e+02,8.617707043456195493e+01,1.126755752162290065e+02,1.352098494742830894e+02,8.477024421511369212e+01,8.692114553078464212e+01,3.008168783090339957e+02,1.385031547079376253e+02,1.352875704773882717e+02
2.555047351444830497e+02,1.914856285594505891e+02,1.623776944025266857e+02,2.191272821374951718e+02,1.690232878283924265e+02,1.886197648204400537e+02,9.671878865424912419e+01,1.879551271518442661e+02,1.131437708823295907e+02,1.801482442059765390e+02,8.850209508867209252e+01,2.961863735523582477e+02,2.819317324512791743e+02,1.860611548647543430e+02,1.838140805045533455e+02,1.453066788628894130e+02,1.645196420019345851e+02,2.466881971071381940e+02,2.449666210507024573e+02,3.306088490834775939e+02,6.983254599301046639e+00,1.575974601257445862e+01,1.078247750323387955e+01,2.542544151176677047e+01,1.619203589056640453e+02,2.083377203407879392e+02,2.184681756910729007e+02,2.228055047156293256e+02,3.221652270865154151e+02,3.227343807909681459e+02,2.149396101056970565e+02,2.120948170394403576e+02,8.467652790199755941e+01,1.107136322986927723e+02,1.327964203287011458e+02,8.327556551074032143e+01,8.537906799744405362e+01,2.954964243095523102e+02,1.360497213358437989e+02,1.328929389811223132e+02
2.547458750208036520e+02,1.931788401190298714e+02,1.639984610901658186e+02,2.182605472427297570e+02,1.683733410244608137e+02,1.860254573068424691e+02,9.431818374475307110e+01,1.851326673966098895e+02,1.121745768454089927e+02,1.794260582236989876e+02,8.834754822391906259e+01,2.958783420523798782e+02,2.812534897124897952e+02,1.851078074853260489e+02,1.830701388862668750e+02,1.436644938972410159e+02,1.635384617571182275e+02,2.464098866474956822e+02,2.456370869711341527e+02,3.315137150825793242e+02,6.988439702259931607e+00,1.561889968945612672e+01,1.057072163318103541e+01,2.446003404000857628e+01,1.557722208587808552e+02,2.076143133015762317e+02,2.177095928675681478e+02,2.180320633160875730e+02,3.527286403004645194e+02,3.948617473240279310e+02,2.629761037775867294e+02,2.295290235438634454e+02,9.712056537001586776e+01,1.269840749193429588e+02,1.478402922061048343e+02,9.408298427105538053e+01,9.574825662157793715e+01,3.326086417861125142e+02,1.528539796635014341e+02,1.494451342679002153e+02
2.502597951343855982e+02,1.859577720311975213e+02,1.622906623361873244e+02,2.169032405535433838e+02,1.672019247767289016e+02,1.852212834953990352e+02,9.421166207587262420e+01,1.854294305667706624e+02,1.121673677598122509e+02,1.781476065458723212e+02,8.730196045018696793e+01,2.922198818215519509e+02,2.831413446275828392e+02,1.871953066230072693e+02,1.836957951842893237e+02,1.438861264381981755e+02,1.637178211072596241e+02,2.463411782454043362e+02,2.440421882298338687e+02,3.293612273885239006e+02,6.965405415254574351e+00,1.544809496301687979e+01,1.041243724878012777e+01,2.384252384357824184e+01,1.518396451909155189e+02,2.044803117446291196e+02,2.144231999779884461e+02,2.135834265519374071e+02,3.185746579237566607e+02,3.217109124632720523e+02,2.142579849166750989e+02,2.071146103964314591e+02,8.352024176941391431e+01,1.092018008515754985e+02,1.303202257800534198e+02,8.192891619643418721e+01,8.389230003333568675e+01,2.905339721120875538e+02,1.337227294819551844e+02,1.306405532862096379e+02
2.467155863706897492e+02,1.830885496615520651e+02,1.620267696024852455e+02,2.170743923574788994e+02,1.665451425213469179e+02,1.837245714547870534e+02,9.338451822483297349e+01,1.843377668811185970e+02,1.116473868367160662e+02,1.775212264610771626e+02,8.687459223704921385e+01,2.913590222920103656e+02,2.810656179084816131e+02,1.855500868511373653e+02,1.825695368821282045e+02,1.426010039924688328e+02,1.629378830783562364e+02,2.456879341793828928e+02,2.441141737879334812e+02,3.294583796552770991e+02,6.956885538159221838e+00,1.538287804902396694e+01,1.032610167265933221e+01,2.349855272116735350e+01,1.496490862750288784e+02,2.038153710625479107e+02,2.137259264476865894e+02,2.116339709790992742e+02,3.278632461505617925e+02,3.431627804261411256e+02,2.285448301070683215e+02,2.122942321555866272e+02,8.725816308333662619e+01,1.140890920072786798e+02,1.348332083843355633e+02,8.517551072781729715e+01,8.700574765594187454e+01,3.016804990783869016e+02,1.387691633159464573e+02,1.356116350226186569e+02
2.465715515428601350e+02,1.836346184041054528e+02,1.638998548674337599e+02,2.171442145086093376e+02,1.666674498360161465e+02,1.839191234833298552e+02,9.350493317261621939e+01,1.849431744773485775e+02,1.120411501520225102e+02,1.782032271173606262e+02,8.801392727860532261e+01,2.963343074133417190e+02,2.830314081699372650e+02,1.861663937299800580e+02,1.830191175933684917e+02,1.438458953517873908e+02,1.637703837436162644e+02,2.462058749620431968e+02,2.451649874798412156e+02,3.308765659526292779e+02,6.978951351978427198e+00,1.540450691789385296e+01,1.031379777933682895e+01,2.338227857037186297e+01,1.489086015043103828e+02,2.026570802316117010e+02,2.125113135377420690e+02,2.105129918262081219e+02,3.028924961809757974e+02,2.929818470486581532e+02,1.951245597644361567e+02,1.965592730743592540e+02,7.768168269378200819e+01,1.015679488424113828e+02,1.224515906679136208e+02,7.659300459076442280e+01,7.862802455932713031e+01,2.719576362039558148e+02,1.252521590752661638e+02,1.223264072013194266e+02
2.463355302413974641e+02,1.834647993506735020e+02,1.634845758214796092e+02,2.160378069815195943e+02,1.653883558107646365e+02,1.842436131526301324e+02,9.393127806042988936e+01,1.852509428292064797e+02,1.119438181271088553e+02,1.780962906942004338e+02,8.801701166554099132e+01,2.971262890117141069e+02,2.813479755237423205e+02,1.857450001586040855e+02,1.830409883215540390e+02,1.428959148073874701e+02,1.628960121659509355e+02,2.454684802463220024e+02,2.473547331248011858e+02,3.338318636350671795e+02,6.998110198547873750e+00,1.545083797647098045e+01,1.029066920399053231e+01,2.323036183603355553e+01,1.479411291346978032e+02,2.050117430451481653e+02,2.149804722114544404e+02,2.109373266368549764e+02,3.271135544329414984e+02,3.391934948481310812e+02,2.259013042067762456e+02,2.108007378167652917e+02,8.645647468503068467e+01,1.130408932118474610e+02,1.337430791434216246e+02,8.444049086184465125e+01,8.627876448216400718e+01,2.991185970234910769e+02,1.376002086326314782e+02,1.344646462882234346e+02
2.475631471523434755e+02,1.846983617314992330e+02,1.651031495182803894e+02,2.173778063575726662e+02,1.656215990337375956e+02,1.831064094260395336e+02,9.339921808238274537e+01,1.849766548010755116e+02,1.114497602049317067e+02,1.770852810363764434e+02,8.702917347068601828e+01,2.920778120041521788e+02,2.816838233403331628e+02,1.856607309181445657e+02,1.824642666342476502e+02,1.427368394439584449e+02,1.625240733819697425e+02,2.452270998086900988e+02,2.449883475572659108e+02,3.306381713450116422e+02,6.962189022987436360e+00,1.532117256396458949e+01,1.021504520625532741e+01,2.301591943229680126e+01,1.465754658890240023e+02,2.014916920668158298e+02,2.112892581849309863e+02,2.081998770569626345e+02,3.155647566926205059e+02,3.204898297074740867e+02,2.134447494293534078e+02,2.039480912297495934e+02,8.270493831302371746e+01,1.081358005169006020e+02,1.286811821592567355e+02,8.101272831422686238e+01,8.289539398913288437e+01,2.871830207706402120e+02,1.321570138691787406e+02,1.291223439615656616e+02
