weekdate,hour,minute,764853,716328,716331,717446,717450,717453,716339,717458,717461,717462,717466,717468,717472,769373,717479,717481,769388,717484,769403,769405,717486,764766,717488,717489,717490,768066,768477,717493,769345,717495,769359
0,0,0,48.62094678,46.57893347,44.53692017,42.49490686,42.18049346,37.76653268,45.79329453,49.95884581,51.10227153,56.547816,60.94320437,65.10607538,68.82169333,68.96691176,68.98686975,67.59574098,69.04733569,69.20993303,62.26417405,58.79808641,61.4688087,64.13953098,66.81025327,67.10644699,68.84545734,68.37614377,65.31595287,66.20965801,67.10336316,67.99706831,67.99706831
0,0,10,50.63047604,48.5623386,46.49420117,44.42606373,45.28482843,44.02705882,51.83494485,56.45865085,60.23221976,63.17191252,64.45502889,67.87076196,69.24998709,69.10898109,69.0414916,68.42892497,68.81176783,69.19858255,62.31078431,58.8453622,61.54462055,64.2438789,66.94313725,66.87498675,68.76654837,68.34537633,64.82041462,65.75242545,66.68443627,67.6164471,67.6164471
0,0,20,53.32718587,52.0650994,50.80301294,49.54092647,50.84315359,51.22247059,56.62930877,61.87698413,63.47228641,64.70032242,65.34852795,67.62463538,69.06602093,69.15352547,68.98785452,68.73054792,68.65408351,69.03039824,62.54318832,59.26431489,61.77886516,64.29341542,66.80796569,67.02360007,68.7117979,68.19249898,64.76736999,65.62314215,66.47891431,67.33468648,67.33468648
0,0,30,55.25081991,55.12223623,54.99365254,54.86506886,55.50818161,56.95447852,60.08845501,63.51601785,65.91191643,66.42799807,66.4277759,67.83942452,68.98205741,68.74317227,68.91488314,68.81641124,68.57983765,68.66716275,62.89142047,59.51701447,61.98358336,64.45015225,66.91672113,66.84993707,68.79117209,68.25720656,64.95610605,65.51268342,66.06926078,66.62583815,66.62583815
0,0,40,56.86946303,57.81856849,58.76767395,59.71677941,59.35063725,59.99006699,63.61924224,67.72124926,68.331032,67.05562579,66.54341091,68.02329453,69.14383316,69.20742953,69.12100184,68.74471434,68.92902599,69.16130716,62.75152931,59.56914216,62.0128268,64.45651144,66.90019608,66.83249615,68.6239221,68.70955007,65.63361028,65.96034939,66.2870885,66.61382761,66.61382761
0,0,50,57.70264283,59.36963443,61.03662604,62.70361765,61.987,62.14987745,65.9225674,68.46044452,68.42419905,67.26270571,66.63635767,68.07303484,69.23790266,69.03915441,68.60352328,68.72924107,69.0873068,69.27622164,62.88809998,60.01052015,62.25359296,64.49666576,66.73973856,66.80965598,68.88123298,68.90371051,65.39185888,65.96159499,66.53133109,67.1010672,67.1010672
0,1,0,58.89674734,61.02172534,63.14670333,65.27168132,63.99026115,64.26497199,67.11240196,68.55873997,68.45755865,67.61985607,67.11647284,68.04316789,69.12789741,68.55075061,68.44065564,68.85438113,68.93695291,68.93738788,62.55455729,59.53944989,61.97466322,64.40987654,66.84508987,66.81857493,68.72034289,68.66591473,65.46528823,66.14647056,66.82765288,67.5088352,67.5088352
0,1,10,58.95570822,61.56134508,64.16698194,66.7726188,66.36630413,64.96429412,67.82039011,68.77993167,68.83095676,67.92249504,67.31687821,68.2320918,69.28740809,69.26212725,69.03211806,69.05519395,69.21732339,69.22790815,62.84999234,60.01401688,62.28324165,64.55246641,66.82169118,66.9558128,68.7316354,68.8127254,65.67756259,66.19879785,66.72003312,67.24126838,67.24126838
0,1,20,58.63267626,61.40172018,64.17076409,66.93980801,66.15810866,65.69990809,68.06851716,68.85677362,68.91120886,67.85315126,67.15427171,68.21370361,69.11241246,68.90877757,68.35730699,68.85616059,68.89751401,69.00768061,62.73995098,60.05160675,62.25179829,64.45198983,66.65218137,66.8350159,68.64451776,68.56546087,65.91413124,66.29954201,66.68495279,67.07036356,67.07036356
0,1,30,59.00330634,61.29541446,63.58752259,65.87963072,65.74870752,66.17558987,67.95331087,68.66836936,68.77606793,67.87824609,67.35833917,68.20888626,68.89645337,69.168173,68.81663603,68.90922327,68.97352941,68.77073164,62.42564849,59.74492919,61.99563635,64.2463435,66.49705065,66.72175963,68.42961006,68.48235039,65.82688285,66.16538752,66.50389219,66.84239685,66.84239685
0,1,40,59.54274593,62.01760461,64.49246329,66.96732196,66.78444308,65.74487255,68.09015319,68.70896836,68.73747082,67.938649,67.5176581,68.46131828,69.31347018,68.61812194,68.17708333,69.14940039,68.94295614,68.83925467,62.57369792,59.85892974,62.18546024,64.51199074,66.83852124,66.77155207,68.35424581,68.41871851,65.79785132,66.43295617,67.06806101,67.70316585,67.70316585
0,1,50,59.24094595,61.85109337,64.46124079,67.07138821,67.29328023,65.96362418,68.18050654,68.52393234,68.68179563,68.20561391,67.78892536,68.36462418,69.07761146,68.64496528,68.63232741,69.00108835,68.92732614,68.99137588,63.01254851,60.2181781,62.43190723,64.64563635,66.85936547,66.96982771,68.64812267,68.72006478,66.13277834,66.56531968,66.99786103,67.43040237,67.43040237
0,2,0,58.79539734,61.72919068,64.66298402,67.59677736,67.29969943,65.78159001,68.07264327,68.90782801,68.87857562,68.00514354,67.49281027,68.38866435,69.19131187,68.64657957,67.80247505,68.95086117,69.06012541,69.07086429,62.90271474,60.03891181,62.31545116,64.59199051,66.86852986,66.88789688,68.39816842,68.55321164,66.24795858,66.54619324,66.84442789,67.14266255,67.14266255
0,2,10,58.47929758,61.38975685,64.30021611,67.21067538,66.93290611,64.55895051,66.49776348,68.08510101,68.4850957,67.81857931,67.49714782,68.39427229,69.14951126,68.37775735,67.50022978,68.36700222,68.8863956,68.89354575,63.24845044,60.78094946,62.79333178,64.80571409,66.81809641,66.85210943,68.46311361,68.77910843,66.12992518,66.31293419,66.4959432,66.67895221,66.67895221
0,2,20,59.16646822,61.76145709,64.35644597,66.95143484,66.74561206,64.36983333,65.71064338,66.59778669,67.15221318,67.20259833,67.1002947,67.99004289,69.04211455,67.83938419,67.57123162,68.59749066,68.86082225,68.82981138,63.15661765,60.81553455,62.79860709,64.78167963,66.76475218,66.21104189,67.96385574,68.54078523,66.21402646,66.43370249,66.65337851,66.87305453,66.87305453
