sensor,lat,lon
716925,33.994694,-118.14423400000001
718085,34.010838,-118.16068
718371,34.09017,-118.238487
716934,34.019751,-118.18093400000001
775058,33.916406,-118.079421
716933,34.020084999999995,-118.18177299999999
775050,33.917640999999996,-118.080279
716924,33.994599,-118.144379
775049,33.917724,-118.080114
716942,34.059301,-118.21451
716920,33.975894,-118.12551
763980,33.989554,-118.139495
715916,33.925031,-118.085518
763674,34.101353,-118.248722
763985,33.953179,-118.10510900000001
759591,34.115212,-118.268252
716977,34.184938,-118.317001
716965,34.165704999999996,-118.298227
716971,34.16948,-118.303024
763990,33.953097,-118.10524099999999
759576,34.021122,-118.19536000000001
716923,33.985986,-118.135469
716979,34.194179999999996,-118.330816
716941,34.057673,-118.214355
716896,33.880076,-118.02123799999998
759772,34.171145,-118.30539499999999
718086,34.015547,-118.171108
716938,34.028898,-118.21712
716939,34.043014,-118.217235
761599,34.142261,-118.27786100000002
716914,33.931221,-118.08984
768523,33.979701,-118.12885800000001
764435,34.010933,-118.160583
716958,34.111670000000004,-118.265005
716940,34.047682,-118.21458
716898,33.882713,-118.02641100000001
716895,33.964333,-118.120255
775059,33.916461,-118.079256
715898,33.879965999999996,-118.021304
718379,34.142243,-118.278124
716981,34.194257,-118.330474
718358,33.897411,-118.053248
716949,34.08406,-118.229745
715929,33.970242,-118.12258500000002
764417,34.163571000000005,-118.29531899999999
761604,34.154065,-118.28711200000001
775495,33.937325,-118.09413799999999
763975,33.989636,-118.13936399999999
716922,33.985851000000004,-118.135566
716899,33.883515,-118.027598
759747,34.159374,-118.29226299999999
759542,33.958712,-118.112743
718364,34.002369,-118.151048
716955,34.095791999999996,-118.24427299999999
775041,33.888096000000004,-118.03633
763237,34.075031,-118.219254
718375,34.100849,-118.248674
715918,33.933811999999996,-118.091485
759610,33.907784,-118.06791100000001
775500,33.931221,-118.08984
716944,34.0728,-118.21933500000002
715938,34.00249,-118.15088700000001
715944,34.013231,-118.16509099999999
775081,33.911244,-118.07193400000001
759566,34.020207,-118.18968799999999
775007,33.892325,-118.044207
716918,33.958337,-118.112517
775008,33.892325,-118.044207
759762,34.168772,-118.302426
763700,34.027344,-118.21031699999999
716975,34.186321,-118.31952700000001
716907,33.900698999999996,-118.05937
775068,33.921239,-118.08282
718376,34.104378000000004,-118.252734
769625,33.900755,-118.05910700000001
716929,34.007265000000004,-118.15643999999999
759602,34.121992,-118.271781
716936,34.020061,-118.18873700000002
716906,33.902649,-118.06223899999999
759552,33.963529,-118.11927299999999
718370,34.09005,-118.23869599999999
775067,33.921321999999996,-118.082655
716915,33.937325,-118.09413799999999
759783,34.177264,-118.30871499999999
715947,34.015278,-118.171204
775080,33.911409,-118.071836
763706,33.897267,-118.05333799999998
762398,33.875955,-118.013957
759518,33.912698999999996,-118.074276
716960,34.121208,-118.27164199999999
716916,33.956846999999996,-118.110469
716956,34.106578999999996,-118.25544199999999
759700,34.020964,-118.19546100000001
715920,33.938634,-118.09496999999999
716908,33.911052000000005,-118.071605
762353,33.890513,-118.040516
759531,33.957357,-118.110872
775037,33.888096000000004,-118.03633
718081,33.903555,-118.062898
716937,34.0253,-118.205047
716921,33.975947999999995,-118.125349
716928,34.007144,-118.15656899999999
716978,34.186867,-118.32038200000001
716968,34.165879,-118.29808899999999
718090,34.148472999999996,-118.279692
716963,34.163732,-118.29518700000001
716943,34.059870000000004,-118.21491599999999
718384,34.159044,-118.291777
763669,34.104561,-118.252563
716973,34.171772999999995,-118.30560700000001
716946,34.081399,-118.223134
716900,33.886796999999994,-118.03366100000001
762347,33.876203000000004,-118.01398999999999
715933,33.979814000000005,-118.12869199999999
716951,34.085809999999995,-118.231821
718089,34.127691999999996,-118.273721
716912,33.919607,-118.08163200000001
716974,34.17953,-118.311925
715930,33.970282,-118.122376
716930,34.013057,-118.165204
715915,33.925126,-118.085373
763748,33.890437,-118.04066499999999
759707,34.025139,-118.20515900000001
716953,34.094577,-118.242791
764232,33.939006,-118.095022
718360,33.907862,-118.06776
