1.300264760388929517e+02,2.030719020901977956e+02,3.125475639369068972e+02,1.878158377265854710e+02,1.120164994459177876e+02,2.697823178575292218e+02,2.345152878617445822e+02,1.547421168683282531e+02,2.170556878877511906e+02,2.932612524328535528e+02,1.992824087394066908e+02,2.696232934555955012e+02,1.526541818974503428e+02,1.751766219294729154e+01,2.094138693799291389e+02,1.669399560661149167e+02,1.566617742452442883e+02,2.236222643799108596e+02,3.182843985905607269e+02,9.336644237766702759e+01,3.515205314988325540e+02,3.283842718757176726e+02,1.573349389814947017e+02,1.848203441266070683e+02,2.265092876793519849e+02,1.718602602604686069e+02,2.443633342474153949e+02,2.221671385425143512e+02,2.430939484032166433e+02,2.531683155770611506e+02,1.518594054190259612e+02,2.140350385112730294e+02,1.024757775853398130e+02,2.542360720833558219e+02,2.721634902061314847e+02,2.488866448512117415e+02,1.481890402904182338e+02,2.140400937462665070e+02,2.203597611216667929e+02,1.918540022048298113e+02,1.633286251150424278e+02,2.144093849064321375e+02,1.614981271119239068e+02,1.683059482400609284e+02,1.999695832837639955e+02,1.928031927219504951e+02,1.344494401369615559e+02,1.268517312482604495e+02
1.297966075690291348e+02,2.023415305852603581e+02,3.119717809587809825e+02,1.879046024617379942e+02,1.116272110466309329e+02,2.682659682967554886e+02,2.345152878617445822e+02,1.559830528349947087e+02,2.153833351321179634e+02,2.937281467651647517e+02,1.999177858631981337e+02,2.696916323448058961e+02,1.529361232379463331e+02,1.743049277053960111e+01,2.077972688074112000e+02,1.666362344101087558e+02,1.576663306399520934e+02,2.241390850716420005e+02,3.147907900875459859e+02,9.105887149622489574e+01,3.439847700801119572e+02,3.192078803481288674e+02,1.569062384498827498e+02,1.849930324539006392e+02,2.271455875462684446e+02,1.725029536241907238e+02,2.455343411325850695e+02,2.223403495712421432e+02,2.428522924467410746e+02,2.529318603484444168e+02,1.520799865814202860e+02,2.138481380217617414e+02,1.025066629857783198e+02,2.539387240605270506e+02,2.715323369612783608e+02,2.488866448512117415e+02,1.481890402904182338e+02,2.129294840017633135e+02,2.192163599311952566e+02,1.907889332164270115e+02,1.633286251150424278e+02,2.144093849064321375e+02,1.628596609969675342e+02,1.688291569029359209e+02,1.995504581673840221e+02,1.923110664536910690e+02,1.342656374561678092e+02,1.267815599983587873e+02
1.298457524702236299e+02,2.029204055929176889e+02,3.124296200480242760e+02,1.886929484532179515e+02,1.120185080852474186e+02,2.685957677286394301e+02,2.345152878617445822e+02,1.544387313823261252e+02,2.159821213582811197e+02,2.925174415500287637e+02,1.996901644028107512e+02,2.703888893728289986e+02,1.528141215950431899e+02,1.744976441158441105e+01,2.089054711309541972e+02,1.665349371525791184e+02,1.574861581158769468e+02,2.239426618742179755e+02,3.152550404930206014e+02,9.141558996864564790e+01,3.451408414923179748e+02,3.206335917364548891e+02,1.571463383091593471e+02,1.850399444748579185e+02,2.268099621677858693e+02,1.721323809549320742e+02,2.451349644203994842e+02,2.220763608987494706e+02,2.421052643855923634e+02,2.524081519387588628e+02,1.518359028284975523e+02,2.136231831572899864e+02,1.022426932732333142e+02,2.532206345486195573e+02,2.718186862606902423e+02,2.488866448512117415e+02,1.481890402904182338e+02,2.143683752975964296e+02,2.206977353907188046e+02,1.919371866223814891e+02,1.633286251150424278e+02,2.144093849064321375e+02,1.619336383836532320e+02,1.680730432386294524e+02,1.988929564307019291e+02,1.919408734315151719e+02,1.342174740337753178e+02,1.265577686658094620e+02
1.302330380426266174e+02,2.032630046705021130e+02,3.139565759112237515e+02,1.889109387116265850e+02,1.117456030083664018e+02,2.683857638590555439e+02,2.345152878617445822e+02,1.574756870974592289e+02,2.144269058105838894e+02,2.914615078831879487e+02,1.993357670733695670e+02,2.692052537272031714e+02,1.527001974444487757e+02,1.749593079953465846e+01,2.098953860690813826e+02,1.677702390017400660e+02,1.579467474984990076e+02,2.250976510512832078e+02,3.159520156640191999e+02,9.133950238720257175e+01,3.460350619883694776e+02,3.192915680202138446e+02,1.569081358094841789e+02,1.857372849152739036e+02,2.280545162141297624e+02,1.723282803948517881e+02,2.449948525635701628e+02,2.218330786292726202e+02,2.426524448255221955e+02,2.536335250413110884e+02,1.524856139458865130e+02,2.152246984992195564e+02,1.023767563786232841e+02,2.533852329168055064e+02,2.709587538815378593e+02,2.488866448512117415e+02,1.481890402904182338e+02,2.128984467632750466e+02,2.191844062988666622e+02,1.906134679593739349e+02,1.633286251150424278e+02,2.144093849064321375e+02,1.610171446191965288e+02,1.675002056317010783e+02,1.986560199643593307e+02,1.920081614897049462e+02,1.342585246443589995e+02,1.265522607269454909e+02
1.295362901287869306e+02,2.029252637482086925e+02,3.122873035475324173e+02,1.887978276838475722e+02,1.118353666018312111e+02,2.679610873386780554e+02,2.345152878617445822e+02,1.554304531962234535e+02,2.152572556927437972e+02,2.914128333465205287e+02,1.995070935978851878e+02,2.696331820535310158e+02,1.532591757711536218e+02,1.759231728652702031e+01,2.102408286853682000e+02,1.666592755969256245e+02,1.572783828830431787e+02,2.238774098307375482e+02,3.147975864445540992e+02,9.117306085378916691e+01,3.454751188513095599e+02,3.186459487762631966e+02,1.568341941960477470e+02,1.851265917186316301e+02,2.275896392485736044e+02,1.726472768303713394e+02,2.459910072640967371e+02,2.231200088462288988e+02,2.436887292333179289e+02,2.544873150057147768e+02,1.528127433231645114e+02,2.157513346677658603e+02,1.023678804496936721e+02,2.542742080721353943e+02,2.731465557429798423e+02,2.488866448512117415e+02,1.481890402904182338e+02,2.136741265467628068e+02,2.199829885121546909e+02,1.923203604876965755e+02,1.633286251150424278e+02,2.144093849064321375e+02,1.624799259067047501e+02,1.686599622191589560e+02,1.996106138072556462e+02,1.930058531138852231e+02,1.346987463291561369e+02,1.274198424381400230e+02
1.298189648039905819e+02,2.027609993011050165e+02,3.123360277753277501e+02,1.880780830934201049e+02,1.115413966551366372e+02,2.679773445442001503e+02,2.345152878617445822e+02,1.540257935887772760e+02,2.149885622212540000e+02,2.911342129486695285e+02,2.000240954268833207e+02,2.704673847662708681e+02,1.531470717476618120e+02,1.746763847981607753e+01,2.100135859095756246e+02,1.663167837583367543e+02,1.571049015919055307e+02,2.235243681576490644e+02,3.150842646421942277e+02,9.149236149919437366e+01,3.459885238555106071e+02,3.203934183551068031e+02,1.574586592625787489e+02,1.858353460917554401e+02,2.284695524160548246e+02,1.726972900699625200e+02,2.463802894145734399e+02,2.227114902081880814e+02,2.430144102373781152e+02,2.546723315049052303e+02,1.531593089733204636e+02,2.166799126221012273e+02,1.028687549797360106e+02,2.545499455965171194e+02,2.736002045512959739e+02,2.488866448512117415e+02,1.481890402904182338e+02,2.151065131655868186e+02,2.214576672400200721e+02,1.925347090384370574e+02,1.633286251150424278e+02,2.144093849064321375e+02,1.626309031810006616e+02,1.690408690705173171e+02,2.003222674320200838e+02,1.930288001775456053e+02,1.347648758097223265e+02,1.270709397419385738e+02
1.293544255863882881e+02,2.024419726537489908e+02,3.125645247840730576e+02,1.886813028589818373e+02,1.117949042970108877e+02,2.680330675826299398e+02,2.345152878617445822e+02,1.570545147167873949e+02,2.153238252684673455e+02,2.889244840113780128e+02,1.990168983508572751e+02,2.710909812794095046e+02,1.536719368429779990e+02,1.757069113500427449e+01,2.085210730491134541e+02,1.649500619542385778e+02,1.559736912214482345e+02,2.218016671348439957e+02,3.136780332885483631e+02,9.139528662159962380e+01,3.445398460264266305e+02,3.210442278785412782e+02,1.576338391214215449e+02,1.862276654593371745e+02,2.284144302282149397e+02,1.732248745528459040e+02,2.470612223850872908e+02,2.230133785414858494e+02,2.438760276696917515e+02,2.550205997250103849e+02,1.533317101207439066e+02,2.164952303251574790e+02,1.031847503779403041e+02,2.551227595107752677e+02,2.736558982368830470e+02,2.488866448512117415e+02,1.481890402904182338e+02,2.142573737574006998e+02,2.205834564607596917e+02,1.920920840080263758e+02,1.633286251150424278e+02,2.144093849064321375e+02,1.620973927611298109e+02,1.683664369571099826e+02,1.993835459488790036e+02,1.922545309141470398e+02,1.343425251022604812e+02,1.266076607702221679e+02
1.297938152462946846e+02,2.035794038427429768e+02,3.139830686632943753e+02,1.887170443144448484e+02,1.116820971106162688e+02,2.683603858644254956e+02,2.345152878617445822e+02,1.578305130351737375e+02,2.167204601310112650e+02,2.888737608205800029e+02,1.993096861572113596e+02,2.716199452828533367e+02,1.541332918106239163e+02,1.759417928167477996e+01,2.099032897626638317e+02,1.652120655064366019e+02,1.567711592634345266e+02,2.225456667026419098e+02,3.151333987074704623e+02,9.194285217103190178e+01,3.461650725497600547e+02,3.233733047831169074e+02,1.578497067415839297e+02,1.864672530892738109e+02,2.286080593910673144e+02,1.733749727716013069e+02,2.471253689403577596e+02,2.235709365701325453e+02,2.445264375442905020e+02,2.549620578416650289e+02,1.531587519892596561e+02,2.158101254302688687e+02,1.034689634639410798e+02,2.552491480050148311e+02,2.737009972806576457e+02,2.488866448512117415e+02,1.481890402904182338e+02,2.145664480559338756e+02,2.209016563708865988e+02,1.920548108231573678e+02,1.633286251150424278e+02,2.144093849064321375e+02,1.632634336540382094e+02,1.689477714665824521e+02,1.993451472663141715e+02,1.923209362815118766e+02,1.344705874396214824e+02,1.264830611188240255e+02
1.295802789171948746e+02,2.028132368336390527e+02,3.129282150023345821e+02,1.893497959586770207e+02,1.120309830791782275e+02,2.684061370662803938e+02,2.345152878617445822e+02,1.543358127415634158e+02,2.153847179642386607e+02,2.886403128347669735e+02,1.992610464365069163e+02,2.716715349108621922e+02,1.541043127102714152e+02,1.770905044600695177e+01,2.105467088421528956e+02,1.657142642979765697e+02,1.574836654784102166e+02,2.233898565850292357e+02,3.151923467935066014e+02,9.161397049385605840e+01,3.466125824451806920e+02,3.206699560811591141e+02,1.592689015051260242e+02,1.867966032497130300e+02,2.297293943029775392e+02,1.739286260260888923e+02,2.470708638499399115e+02,2.232009903572804319e+02,2.439968516164553023e+02,2.541099202933098695e+02,1.530601660007826865e+02,2.148321920672925955e+02,1.032164957790516127e+02,2.554138389075800433e+02,2.734600360285651277e+02,2.488866448512117415e+02,1.481890402904182338e+02,2.161616277532391734e+02,2.225439347444936971e+02,1.929338317250839907e+02,1.633286251150424278e+02,2.144093849064321375e+02,1.626609607013444929e+02,1.688703555140991739e+02,1.998857019262321728e+02,1.925872404525276522e+02,1.344556359982554739e+02,1.266793573295552733e+02
1.296370886375730436e+02,2.029212169775181849e+02,3.128556683290314027e+02,1.890619710419317983e+02,1.123414601360701539e+02,2.686201542145170151e+02,2.345152878617445822e+02,1.552355143495687173e+02,2.149563938473579867e+02,2.878622207641990940e+02,2.007656693960511234e+02,2.714484178939320032e+02,1.538817659570578655e+02,1.768733148105751241e+01,2.102654005232217003e+02,1.668906234733726421e+02,1.583257646715321982e+02,2.247795660663265664e+02,3.157852559017989051e+02,9.137495366005634878e+01,3.449530439477729828e+02,3.205225626694777361e+02,1.574505345109752739e+02,1.863407826063287871e+02,2.289371756741124386e+02,1.738088895409771055e+02,2.474872543758582424e+02,2.234309828139700755e+02,2.448118851759570020e+02,2.552940603185638508e+02,1.534614013726089183e+02,2.161206343437151531e+02,1.035763812763456144e+02,2.559929487361546592e+02,2.746113485221042083e+02,2.488866448512117415e+02,1.481890402904182338e+02,2.159202832708898256e+02,2.222954644156515656e+02,1.932712851326543841e+02,1.633286251150424278e+02,2.144093849064321375e+02,1.629911575785972673e+02,1.688847945329728475e+02,1.995230510232655661e+02,1.928721156809662887e+02,1.347395454530808081e+02,1.267740587870946030e+02
