5.304718970981072346e+01,1.281056462044340378e+02,5.821858458351277932e+01,5.409030555289039910e+01,4.414822008235078243e+01
5.294015185125078915e+01,1.278814308839120599e+02,5.817599424309032230e+01,5.399237080169617542e+01,4.366764429903593481e+01
5.333413595085256276e+01,1.276746889618283518e+02,5.797234525529943028e+01,5.604576597599273668e+01,4.418440630194815100e+01
5.338213366357759782e+01,1.281122057243292147e+02,5.759564938811401902e+01,5.316232614938871137e+01,4.398368589772675818e+01
5.290850853519035724e+01,1.281720894809274114e+02,5.772188165912692170e+01,5.368629769332130053e+01,4.390465882170697398e+01
5.271228930247901445e+01,1.274884255719132966e+02,5.810752519309605901e+01,5.395898759043257087e+01,4.330403748523529828e+01
5.280782296389598685e+01,1.278353289106686930e+02,5.839725703926519884e+01,5.390666594651739985e+01,4.299110094018821826e+01
5.281898212734787279e+01,1.276158334082930708e+02,5.802866029763558942e+01,5.469744144736393565e+01,4.335704777904761187e+01
5.289305410865088675e+01,1.278910609895175838e+02,5.839331957160857911e+01,5.319470411986662128e+01,4.297876913483698047e+01
5.298430931885066997e+01,1.275485700296011800e+02,5.833851988811503730e+01,5.284962616571845473e+01,4.268642309167174176e+01
5.293390861757681876e+01,1.272873520918237489e+02,5.863448079023681458e+01,5.409561536387962377e+01,4.299890991888697300e+01
5.268286710554618679e+01,1.272021411166773248e+02,5.800217417239919371e+01,5.421514237503764377e+01,4.288365059347470520e+01
5.245200372475764539e+01,1.268313956031623349e+02,5.801677119021584872e+01,5.372119527791807769e+01,4.237747923753043011e+01
5.255774875803405877e+01,1.269432863441656849e+02,5.839442524520841005e+01,5.419928301023562511e+01,4.235887600670126574e+01
5.291207282385705213e+01,1.272984666328465551e+02,5.826273303394845016e+01,5.445564934455106965e+01,4.248360994712797378e+01
5.312384776226176086e+01,1.271211329991437964e+02,5.776140816417343160e+01,5.310451959903437569e+01,4.267171113023162832e+01
5.275658030998816628e+01,1.276123101360543473e+02,5.724557973695808499e+01,5.338972320862297494e+01,4.263550152613567690e+01
5.260392050829160127e+01,1.274471316568146051e+02,5.806663484418251642e+01,5.220099852544785790e+01,4.211051262790860505e+01
5.256171873205496325e+01,1.279865725749576342e+02,5.868305576179175631e+01,5.272928391114126612e+01,4.236018928361463765e+01
5.267211720826882981e+01,1.272695195264395807e+02,5.789192045606883852e+01,5.347986321118880682e+01,4.237658207783648834e+01
5.264220736255399657e+01,1.266944542888066820e+02,5.727553006541109681e+01,5.316827502510665937e+01,4.206665589393466576e+01
5.252471646910760938e+01,1.264996850700004245e+02,5.693125176847049573e+01,5.330626495363159734e+01,4.192922249447835981e+01
5.317487588069695192e+01,1.276077649826189315e+02,5.755256810977273574e+01,5.352654373871015281e+01,4.232535199940481618e+01
5.266909719945771684e+01,1.272197367616387140e+02,5.772185530860071623e+01,5.381305103848454507e+01,4.247872712834679731e+01
5.285543931070507995e+01,1.281034469069749377e+02,5.756027955149873065e+01,5.277761792367920179e+01,4.210532072805677473e+01
5.275482052976308722e+01,1.265877656127153728e+02,5.783906275496978822e+01,5.286657021626622566e+01,4.214276844505210562e+01
5.220175555355406516e+01,1.259689093431251337e+02,5.737454983560314759e+01,5.335215464618671177e+01,4.219474966979919373e+01
5.217000486929392622e+01,1.261679250889597483e+02,5.767051750644345276e+01,5.470160224405275784e+01,4.233680711323316359e+01
5.244543476448968278e+01,1.263682753946854547e+02,5.759132087046133819e+01,5.319843646855685648e+01,4.239640125268985571e+01
5.234317945963706364e+01,1.265095314642444180e+02,5.758266578668352054e+01,5.461050825977411449e+01,4.274045589752914509e+01
5.230717593669560728e+01,1.272970996133657735e+02,5.731369402109667988e+01,5.386220577660007081e+01,4.258231319683947191e+01
5.288962485892387377e+01,1.260966700653403336e+02,5.739434278438078962e+01,5.335508362537056115e+01,4.226014519090232824e+01
5.246621118311982457e+01,1.263781125236939573e+02,5.812705224073435062e+01,5.359447842990402933e+01,4.254606730484662336e+01
5.256935498340604340e+01,1.262644767802281365e+02,5.743044797105005728e+01,5.406855715971883569e+01,4.237673953911295399e+01
5.222251553959108605e+01,1.267499804217500952e+02,5.743010017147703650e+01,5.313902819252941612e+01,4.209667424665972391e+01
5.255763572463099109e+01,1.261533940922753914e+02,5.732499719033243935e+01,5.290426937592723533e+01,4.190168549659037467e+01
5.267753482502864415e+01,1.263224618111960069e+02,5.711293124908915075e+01,5.246263134290876451e+01,4.242539356834987530e+01
5.272745912383418698e+01,1.257788517990824460e+02,5.738780439247572218e+01,5.361837476432799576e+01,4.274272280550336234e+01
5.233974100800206486e+01,1.256692462942013151e+02,5.672353415837841339e+01,5.472282655532476525e+01,4.268526607416519170e+01
5.195971790230267118e+01,1.257473327904572500e+02,5.745497846277334020e+01,5.331782969182400223e+01,4.225448969614402728e+01
5.205686505584748147e+01,1.250662314158946913e+02,5.726541346363325147e+01,5.435998147016356796e+01,4.315295589997826653e+01
5.182565530946448717e+01,1.246439318437560075e+02,5.680579591650986515e+01,5.353087675052950090e+01,4.330331141182811905e+01
5.243398057618142616e+01,1.254750594444359280e+02,5.678130653630268654e+01,5.284540273429006874e+01,4.311699576835288639e+01
5.196547836656159092e+01,1.252249344904393524e+02,5.674071602711081397e+01,5.250217998874511949e+01,4.282717460648597552e+01
5.201219912137145940e+01,1.253384122067856765e+02,5.720496136074599747e+01,5.327102567889801321e+01,4.277919790842307179e+01
5.204100513119783500e+01,1.247561525242265361e+02,5.726632121781921825e+01,5.318488604426189426e+01,4.252887304409136249e+01
5.198720137304592726e+01,1.250285293076422590e+02,5.669042161935540491e+01,5.247782539962568649e+01,4.266639919668597258e+01
5.174952791002192498e+01,1.253016886917945385e+02,5.717258569202730456e+01,5.353288714887519717e+01,4.251852653108132074e+01
5.213466928043977333e+01,1.262825629593659897e+02,5.759429392372759793e+01,5.218057280844330137e+01,4.239259192506766283e+01
5.204927673653175191e+01,1.257183420239634586e+02,5.684640295273840849e+01,5.302534246554429131e+01,4.256456161402910965e+01
5.171442357489369357e+01,1.256517820439173647e+02,5.698890029102552290e+01,5.282764558638447738e+01,4.251539025769499602e+01
5.181202259971195900e+01,1.251450871836521941e+02,5.648112394365478650e+01,5.227936407385819706e+01,4.247892021632733162e+01
5.168399329154913602e+01,1.242608364044892255e+02,5.652842750360735380e+01,5.341906877522509944e+01,4.273766578889468093e+01
5.185499463508627116e+01,1.246262131950560246e+02,5.682345327152141579e+01,5.269514942944956459e+01,4.281111160323711573e+01
5.211498535015969935e+01,1.249882941915792145e+02,5.688207772246015281e+01,5.335295342679885522e+01,4.333024699380050748e+01
5.219547161260922508e+01,1.251857279325884633e+02,5.676032879867116065e+01,5.361504036353821334e+01,4.303045913319728299e+01
5.208394183374851849e+01,1.250581247928029001e+02,5.711525311746166267e+01,5.399114374883904333e+01,4.346543450130809561e+01
5.210240334421989417e+01,1.250417535569779517e+02,5.777636446458972586e+01,5.438210330366788980e+01,4.485703761129848033e+01
5.270369299728128709e+01,1.263321900486906060e+02,5.776813754101120679e+01,5.465568198286425172e+01,4.734803529843994596e+01
5.282308600224141060e+01,1.263469760923247804e+02,5.716201811293556290e+01,5.455903216361735275e+01,4.965376198752597503e+01
5.255157143622177074e+01,1.260454023514052011e+02,5.692595464592280763e+01,5.443942720302401028e+01,5.061159596887090828e+01
5.228677571358927167e+01,1.257094730468609498e+02,5.751548077133470827e+01,5.600249033949504707e+01,5.121376671501892730e+01
5.226128010708679028e+01,1.261557425242073549e+02,5.790583945983303948e+01,5.694027970859562515e+01,5.531504597825417591e+01
5.262742417908891923e+01,1.256872911039523188e+02,5.756654279756070025e+01,5.878111880676786427e+01,6.001801904757743955e+01
5.286416399798186205e+01,1.257668783579826766e+02,5.728664515352635078e+01,5.886298074019448023e+01,6.463419458815351959e+01
5.271467132666000310e+01,1.258856486570267208e+02,5.767867279498135247e+01,5.788028874412433566e+01,6.336778357736843503e+01
5.235548629209384330e+01,1.259887244735939760e+02,5.802502090441316795e+01,5.812395249158366539e+01,5.870072558126315698e+01
5.214514301181093714e+01,1.260107506819949066e+02,5.717258569202731877e+01,5.785078435173865330e+01,5.789535446755014192e+01
5.239059915707483128e+01,1.275066909657093674e+02,5.735893346384604286e+01,6.099007500265708615e+01,5.925396193092094421e+01
5.219151589085775100e+01,1.270832802788640521e+02,5.747537559204150170e+01,6.208135469549903718e+01,6.644717854785328370e+01
5.236115352645452248e+01,1.275521520473413517e+02,5.813319889643511118e+01,5.995469403853493162e+01,6.815557598273403528e+01
5.222789797863327976e+01,1.270290204792069915e+02,5.766617772869066272e+01,5.964550410127539237e+01,6.599377400772628732e+01
5.247313097208884614e+01,1.262905948127162645e+02,5.743383923766580779e+01,5.809896654186157150e+01,6.340118155760588081e+01
5.219208054416608178e+01,1.260104013641061727e+02,5.810541566840475980e+01,5.870371746973427207e+01,6.331024088387030702e+01
5.242313067881657673e+01,1.260805534881871068e+02,5.785960117039901007e+01,5.992472811777330577e+01,6.539574416544130031e+01
5.228176926506649380e+01,1.263926460101363602e+02,5.849613722023008222e+01,5.874920397122754423e+01,6.522990670451221717e+01
5.233875723810207603e+01,1.264771329928115762e+02,5.799160295600645298e+01,5.622585425591140051e+01,6.264316904726877056e+01
5.247914325578176431e+01,1.265720787582574616e+02,5.809234682703262820e+01,5.935945533072151648e+01,6.656839013414055728e+01
5.220232941155627060e+01,1.263488804719988678e+02,5.759722355585721232e+01,5.979208497144666978e+01,6.787715310399208590e+01
5.244423968660002089e+01,1.278571965595868392e+02,5.808327045619358131e+01,5.899478458198890962e+01,6.896162480852873955e+01
5.247705416099861964e+01,1.278235831638474735e+02,5.836006107662620934e+01,5.931058853469111369e+01,7.586296040492271686e+01
5.238811097085583413e+01,1.270059719475825801e+02,5.806236855864410984e+01,6.227515550858779392e+01,8.104416314755303574e+01
5.312788811936035671e+01,1.267630991485869032e+02,5.821732472935053693e+01,6.224107425302597818e+01,7.884237861389416935e+01
5.233892198790626793e+01,1.265601904884094751e+02,5.801796533280514012e+01,5.900371541563446698e+01,7.228451830750819340e+01
5.259699322944524624e+01,1.268504798058374234e+02,5.812504817750848929e+01,5.732846024198882873e+01,6.673661921052936918e+01
5.259995866919889096e+01,1.270235458387506924e+02,5.803221136516344103e+01,6.007030098415030750e+01,6.842197707742728596e+01
5.243567230781839328e+01,1.265540007717826825e+02,5.773173844331464011e+01,6.080580353384894465e+01,7.540368348465257498e+01
5.239596867996684892e+01,1.269040665437077422e+02,5.854001084653505416e+01,6.181085755661504777e+01,8.148615994494224424e+01
5.251588160973879127e+01,1.263622496535802640e+02,5.858417653166410588e+01,6.031503256026486781e+01,7.682383922855933633e+01
5.239841516117895281e+01,1.264945132448133904e+02,5.864263902831312691e+01,6.208570516322345867e+01,7.425217914204374381e+01
5.239332653243134530e+01,1.265295019823433762e+02,5.780577176491397751e+01,6.362119662362974282e+01,7.009228240710034186e+01
5.232082167094029046e+01,1.263514287174764235e+02,5.793762637691394701e+01,6.184357476801827858e+01,6.840902789826830599e+01
5.238413543430966968e+01,1.263114800673604350e+02,5.771829820840709147e+01,5.969126252364331719e+01,7.447847742642703395e+01
5.316423379575762453e+01,1.267492853631304826e+02,5.847300819816047124e+01,5.984945836936257990e+01,7.542796330595449206e+01
5.235072462816138028e+01,1.264301940094861010e+02,5.785218872014943514e+01,6.030206388497756365e+01,7.038200838981271090e+01
5.289011240892861565e+01,1.270718247984042080e+02,5.805872493615305530e+01,5.629594907579819818e+01,6.908417855734042234e+01
5.286551050637083193e+01,1.274667740479927005e+02,5.874726534004345524e+01,5.790402056820612131e+01,6.772101385774806204e+01
5.265131334265027618e+01,1.272785303341038912e+02,5.881325692370410962e+01,6.614826701387697483e+01,6.720945558907202155e+01
5.287538032555870160e+01,1.270737593943585892e+02,5.835283403016149606e+01,6.822709535053282082e+01,7.230843386954693131e+01
5.295791037186955208e+01,1.272843089347588688e+02,5.832049137485083179e+01,6.890281940278138961e+01,7.159933665985016660e+01
5.295902232488284511e+01,1.272648718938498007e+02,5.833623207135611466e+01,6.676003382040987333e+01,7.377441568985379661e+01
5.300460916864176397e+01,1.270113323186794219e+02,5.873989660183836037e+01,6.017782841553521678e+01,7.356804881838753829e+01
5.334827884660138864e+01,1.271477803338367778e+02,5.906518971547060914e+01,5.779610442949375937e+01,6.672299115301368033e+01
5.333481320856999019e+01,1.274206194891730206e+02,5.987263912100868879e+01,6.313146900663014804e+01,6.716681949547857755e+01
