weekdate,hour,minute,718166,764037,775636,763447,716500,763377,763259,763299,763246,763267,763294,763286,763275,718041,759416,759418,763251,774703,716494,716481,766988,716485,763621,763309,716491
0,0,0,62.8192402,62.3921232,62.8192402,61.96500619,64.23832467,65.89654507,67.91830385,68.05236131,68.55772526,69.20680147,69.29411765,69.11852718,64.48355615,63.17835624,66.54946458,68.08248047,67.93777335,68.65541588,68.65541588,68.29659462,70,68.65541588,68.72052365,68.72794529,67.99600535
0,0,10,62.82668845,62.43005017,62.82668845,62.03341189,64.27835393,66.12023226,68.04417816,68.1595915,68.74509922,69.50827206,69.53768382,69.65889037,65.05339795,62.37637868,66.57370813,67.87962719,67.69094612,68.95576185,68.95576185,68.32335398,70,68.95576185,68.980714,68.88576106,69.12425975
0,0,20,63.19485294,62.45651631,63.19485294,61.71817968,63.95969414,65.82421297,67.86353508,67.936378,68.37270658,68.41840336,68.57058824,69.38863941,65.36436052,63.08989481,65.97967729,68.09977228,67.91804911,68.52050654,68.52050654,68.21927782,70,68.52050654,68.60111202,68.5765958,68.72497217
0,0,30,63.10856481,62.6916878,63.10856481,62.27481079,64.46348355,66.10664405,68.06922052,68.08311002,68.18295591,68.55357843,69.02637255,69.36932818,65.97615436,63.87161239,66.86358762,68.03880558,67.18966842,68.7064204,68.7064204,67.94804441,70,68.7064204,68.7282884,68.54947205,67.59815247
0,0,40,64.18243918,63.38468286,64.18243918,62.58692653,64.77534978,66.53888122,68.27811908,68.04117521,67.98300289,69.4489986,69.56247549,69.49422998,64.43600713,63.87100986,65.78456904,68.1311092,67.77593954,68.0484375,68.0484375,67.91218852,70,68.0484375,68.24015732,68.36105885,68.4848684
0,0,50,64.03043301,63.47320733,64.03043301,62.91598165,64.71788535,66.51252853,68.50551471,68.2875463,68.80628983,69.02926471,69.06365196,69.34384191,65.28738859,64.77011482,67.31252553,68.37532095,68.02881036,68.37943219,68.37943219,68.20412127,70,68.37943219,68.66075687,68.54471639,68.65105961
0,1,0,64.79850218,63.99710893,64.79850218,63.19571569,65.02262481,66.78980501,68.44533953,68.36325864,68.73135789,68.51615196,69.46848039,69.52507149,65.52388592,64.56654193,66.32419322,68.22022687,68.24566599,68.16430147,68.16430147,68.20498373,70,68.16430147,68.52742386,68.34072949,68.68707111
0,1,10,64.52251271,63.7950121,64.52251271,63.06751149,64.69424165,66.81416845,68.52320914,68.42446961,68.96958114,69.14338235,69.23566176,69.28707448,65.19329694,64.58432904,66.94508272,68.16032739,68.16280714,68.08760212,68.08760212,68.12520463,70,68.08760212,68.31371105,68.37919334,68.14770756
0,1,20,64.80249183,64.0616288,64.80249183,63.32076577,64.60823717,66.72577459,68.64001917,68.26850237,68.86436727,68.92686275,68.96083333,69.36863766,64.38285428,63.95657169,66.33524816,68.63620932,68.14545064,68.04870302,68.04870302,68.09707683,70,68.04870302,68.48268428,68.48708097,68.05520779
0,1,30,64.31465595,63.86086697,64.31465595,63.40707799,64.99107009,66.90428027,68.29448629,68.31142664,68.91866189,67.63059641,63.71605392,67.35045178,64.09024329,63.88600899,66.4092065,68.29664687,67.89984955,67.65339869,67.65339869,67.77662412,70,67.65339869,67.81204385,68.19180888,67.52083658
0,1,40,64.70220588,64.05891466,64.70220588,63.41562343,65.07745183,66.92126245,68.49678271,68.51414177,69.09052798,67.21985294,61.61691176,67.03019472,65.1563057,63.66767259,66.13529922,68.48013986,68.26219562,67.99434436,67.99434436,68.12826999,70,67.99434436,68.11653504,68.37997415,68.48053113
0,1,50,65.19548384,64.43986343,65.19548384,63.68424302,65.24588184,67.12790036,68.76300412,68.46834778,68.95407432,67.55429505,61.91255836,67.33022244,65.877999,65.31538501,67.51779514,68.55600814,68.07156804,67.93771242,67.93771242,68.00464023,70,67.93771242,67.95084443,68.20345357,68.27557251
0,2,0,65.08779717,64.34077554,65.08779717,63.59375391,65.2314421,66.8979512,68.66269405,68.73456962,69.09105579,67.89030812,62.32220238,67.2637715,65.38096573,64.98151833,67.1797811,68.58988571,68.24112982,68.09480806,68.09480806,68.16796894,70,68.09480806,68.26502056,68.33755539,68.33947258
0,2,10,65.25388072,64.71717493,65.25388072,64.18046914,65.24247472,67.03795014,68.58553836,68.64373794,69.19132761,67.95487745,62.54563725,67.42221201,64.62312834,64.21609477,67.12512766,68.90744964,68.43352632,67.97739293,67.97739293,68.20545963,70,67.97739293,67.94002478,68.35255017,68.49711939
0,2,20,64.98361474,64.3614922,64.98361474,63.73936966,65.17046047,66.8210653,68.64824981,68.63798105,68.7166582,67.71139706,62.36470588,67.13687364,65.61956328,65.17458129,67.13556985,68.77746026,68.26160461,68.22965901,68.22965901,68.24563181,70,68.22965901,68.35852797,68.55654837,68.7077583
0,2,30,65.2614833,64.5010785,65.2614833,63.74067371,64.97921976,66.83324429,68.50078009,68.38270368,68.75523913,67.19480392,62.67990196,67.05397263,65.25886809,64.20298713,66.38819955,68.37692349,68.24868146,68.0059318,68.0059318,68.12730663,70,68.0059318,68.2725298,68.38235609,68.63914072
0,2,40,65.47385621,64.51780047,65.47385621,63.56174473,65.00308781,67.02630351,68.71761608,68.67588018,69.0158172,67.74997549,62.65254902,67.44206735,65.25072734,63.2053462,66.08693321,68.47556472,68.06000248,68.10016985,68.10016985,68.08008617,70,68.10016985,68.16987457,68.35928806,68.48608754
