weekdate,hour,minute,771864,717724,771879,718247,771897,718249,771914,717731,718253,771925,771938,774327,718256,766493,716660,718258,769248,769195,761526,718262,717746,718265,716674,764604,717751,717753,718275,718479,718277,767827,764590,764598,765153,718284,717772,761552,764572,759422,717766,761541,718280,764578,718287,771954,718290,764567,764671,761500,717788,718296,772438
0,0,0,67.67574495,67.87508688,66.68888317,65.75880952,68.08364206,68.19462488,67.90130478,67.75464473,67.60798468,68.89065621,68.67164844,68.26309207,68.26309207,68.17842237,68.13608752,67.01619371,68.09375267,68.09375267,65.8962999,65.55470772,65.51439041,65.21311554,65.47407311,68.4619401,67.34057484,67.28026444,68.1966746,68.40359423,67.85965734,68.2717411,68.70704989,66.8303223,67.03836186,67.27682837,67.51529489,67.7537614,67.99222791,68.23069442,68.41938465,68.8190089,66.46127194,66.77479506,67.59636186,66.88814638,68.00781013,67.69809762,68.06584645,69.02181899,66.33423876,66.23262264,68.25275142
0,0,10,67.54951399,67.79132775,66.74859061,65.92556168,67.71847426,67.86813515,67.68790949,67.59779665,67.50768382,68.83628893,68.68335303,68.29767907,68.29767907,68.14412297,68.06734492,67.04668027,67.99056687,67.99056687,66.02601561,65.93734966,66.03032687,65.8486837,66.12330408,68.60448065,67.44102627,67.36977648,68.19007975,68.49114374,67.78687078,67.94981391,68.71485985,67.02755203,67.04787321,67.30211276,67.55635231,67.81059186,68.06483141,68.31907096,68.43691449,68.8525827,66.87271859,67.06430122,67.47076578,66.24319048,67.60422472,67.65780068,67.9060179,68.8711871,66.33890293,66.20531227,68.27151527
0,0,20,67.64787986,67.92721202,66.78257904,65.5958027,67.9797692,67.96665872,67.62863233,67.45961913,67.29060594,68.81239667,68.56784598,67.92961184,67.92961184,67.87112363,67.84187953,66.75510533,67.81263542,67.81263542,65.66833113,65.26965896,65.19142836,64.8709868,65.11319776,68.31809796,67.24657745,67.25983894,68.29181053,68.45924002,67.64503556,68.16229121,68.66507877,66.82556545,66.60344962,66.89283471,67.1822198,67.47160489,67.76098998,68.05037507,68.23217469,68.58516156,66.55915966,66.75335704,67.48130219,66.84205124,67.90101485,67.67423343,67.90065288,68.74993943,66.15628702,66.23235476,68.4405012
0,0,30,67.41881449,67.59062632,66.36983787,65.06837214,67.34616013,67.88862174,67.5354366,67.35884403,67.18225146,68.35839821,68.61485507,67.77867421,67.77867421,67.4465604,67.28050349,66.42987647,67.11444658,67.11444658,65.57924945,64.91085935,64.89222459,64.24246926,64.87358982,68.129349,67.42056878,67.42221543,68.17485005,68.2401858,67.50522224,67.83084799,68.70836685,67.16420509,67.14113582,67.40425892,67.66738203,67.93050513,68.19362823,68.45675134,68.63182437,68.73851088,66.5928039,66.88875595,67.51638333,66.30321548,67.16127449,67.60496639,67.80584664,68.450977,66.19878555,65.98272919,68.29800027
0,0,40,67.52988625,67.96674941,66.54858388,65.23725286,67.79463031,67.7869247,67.33329555,67.10648097,66.87966639,68.34229864,68.22007864,67.66490013,67.66490013,67.70390708,67.72341055,66.66067129,67.74291402,67.74291402,65.59793203,65.55420007,65.50563837,65.51046811,65.45707667,68.03352299,67.0290157,67.07205775,67.95276915,68.11345844,67.44137282,68.06881354,68.46101056,66.91534658,67.18524383,67.34522924,67.50521464,67.66520005,67.82518546,67.98517086,68.11955267,68.60741582,66.63765873,66.85072012,67.69647885,66.46855778,67.36098516,67.40172208,67.30793294,67.82629974,65.96382962,66.10345316,68.30450895
0,0,50,67.35958336,67.62913135,66.26963747,65.05868347,67.81311566,67.88753971,67.53374301,67.35684466,67.17994631,68.65442618,68.33556307,67.65539799,67.65539799,67.62790038,67.61415157,66.43584346,67.60040276,67.60040276,65.25753536,65.28837283,65.44749954,65.31921031,65.60662625,68.24783674,67.07679561,67.06594971,68.05250249,68.15238171,67.30383506,67.88423883,68.70818669,67.10400434,67.30536093,67.48093833,67.65651573,67.83209313,68.00767052,68.18324792,68.30720316,68.77658814,66.59263189,66.48314426,67.1751466,66.27733409,67.87451058,67.72829229,67.39875096,67.8601603,65.84861749,65.9931654,68.24413682
0,1,0,67.53420734,67.73670321,66.68044064,65.3801634,67.46183824,67.96042542,67.59373531,67.41039026,67.22704521,68.65600971,68.5332968,68.00860511,68.00860511,67.76122699,67.63753793,66.62277742,67.51384887,67.51384887,65.60801691,65.34964618,65.35372841,65.09127544,65.35781064,68.14196389,67.06570479,67.04275377,67.98734015,68.17280921,67.24668877,67.6658406,68.49874334,66.97770049,66.38784456,66.69909994,67.01035533,67.32161071,67.63286609,67.94412148,68.08692427,68.56482673,66.478948,66.73132329,67.47369218,66.69128979,68.05112125,67.96903219,67.89953865,68.86051733,66.03979285,65.99049131,68.32223329
0,1,10,67.18523965,67.53561777,66.20728276,64.58540645,67.57794118,67.88938346,67.43763135,67.2117553,66.98587924,68.34371396,68.33407522,67.88465553,67.88465553,67.74515318,67.67540201,66.68180741,67.60565083,67.60565083,65.68821282,65.29158016,65.23970402,64.8949475,65.18782787,67.91326311,66.81390888,66.95093454,67.91238544,68.0997478,67.35502691,67.77920525,68.52987682,67.06865863,66.6046812,66.90176462,67.19884803,67.49593145,67.79301487,68.09009829,68.30769088,68.60686024,66.62609244,66.86904062,67.62235344,67.01188068,68.39072114,68.14796815,68.05401077,68.65363421,66.26268255,66.11688998,68.27609877
0,1,20,67.13855026,67.3848316,66.39111931,64.97745973,67.37611169,67.67698234,67.23386991,67.01231369,66.79075747,68.36232287,68.33095822,67.65481609,67.65481609,67.68114527,67.69430986,66.7269744,67.70747445,67.70747445,65.75963895,65.37520239,65.33449178,64.99076582,65.29378117,67.93928174,67.1229271,67.11806139,67.92140612,68.10440948,67.55164223,67.96459241,68.37263655,67.07656473,67.23724882,67.37139392,67.50553903,67.63968414,67.77382924,67.90797435,68.04968434,68.41426821,66.27801937,66.7384979,67.6072144,67.11451811,68.12775995,67.80250953,67.80697647,68.58081534,65.93986928,65.78044935,68.19764715
