weekdate,hour,minute,716490,763361,763367,763626,763354,763663,716484,716495,774704,763429,763434,763392,763408,763400,763304,763424,763419,718164,763372,763720,716499,763384,763439,775637,764032
0,0,0,67.64705882,68.49172163,68.67750574,68.46744524,68.35823972,68.35823972,68.51787273,67.21774284,65.91761294,63.31735316,64.83163145,63.31735316,66.34590973,64.42787528,64.98313635,65.53839741,67.63691619,68.36238732,68.80410592,67.23792268,66.45752346,67.23370973,68.26198752,67.74784863,68.00491808
0,0,10,68.53125,68.52300636,68.68152914,68.13558007,68.37941805,68.37941805,68.53047359,67.21875653,65.90703947,63.28360536,64.87338778,63.28360536,66.46317021,64.82442881,65.59484054,66.36525227,68.21035103,68.67829411,68.60222284,67.10825838,66.48818083,67.82098696,69.11223262,68.46660979,68.7894212
0,0,20,69.02941176,68.18663604,68.28213281,68.2586543,68.46931771,68.46931771,68.37572526,67.29433073,66.2129362,64.05014714,65.34811209,64.05014714,66.64607704,65.29672041,65.92000704,66.54329367,68.27927283,68.53924304,68.55744631,66.72891622,66.21341997,67.92398693,69.10736965,68.51567829,68.81152397
0,0,30,68.71875,68.4849653,68.74358206,68.3410617,68.18942368,68.18942368,68.46650287,67.40441598,66.3423291,64.21815533,65.34435098,64.21815533,66.47054662,65.32580729,65.87963328,66.43345926,67.9706326,68.61385497,68.54378937,67.05136517,66.72105108,68.26042542,69.16640486,68.71341514,68.93991
0,0,40,68.20588235,68.25869989,68.29743555,67.99327148,68.00836131,68.00836131,68.15289843,67.15971179,66.16652514,64.18015186,65.38563769,64.18015186,66.59112353,65.60935967,66.32396357,67.03856748,68.19117585,68.62252787,68.54252778,67.18058351,67.12210648,68.55399612,69.38132613,68.96766112,69.17449363
0,0,50,68.71875,68.16162738,68.5751407,67.84915383,67.90592111,67.90592111,68.24053091,67.27535122,66.31017153,64.37981216,65.56991372,64.37981216,66.76001528,65.78345317,66.48527368,67.18709419,68.40433823,68.53140234,68.61164726,67.36376038,67.13036748,68.67865298,69.31487857,68.99676577,69.15582217
0,1,0,67.65625,68.08178558,67.9533713,67.95294312,68.0137412,68.0137412,67.98355625,67.1713018,66.35904734,64.73453843,65.86235052,64.73453843,66.99016261,65.9973037,66.62868633,67.26006897,68.33933215,68.5144316,68.42842405,67.35409653,67.6048667,68.98803598,69.49456328,69.24129963,69.36793146
0,1,10,68.47058824,68.05812249,67.78088689,67.50313181,67.9494281,67.9494281,67.8651575,66.96261865,66.0600798,64.2550021,65.46598094,64.2550021,66.67695977,65.79135717,66.5595347,67.32771223,68.37874488,68.5830159,68.5709513,67.47239404,67.58332507,68.31190053,68.34349933,68.32769993,68.33559963
0,1,20,69,67.76464563,67.79535448,67.61560652,67.85443062,67.85443062,67.82489255,67.02900733,66.23312211,64.64135167,65.82181914,64.64135167,67.00228661,66.11281206,66.84854225,67.58427245,68.53258596,68.57816172,68.38576333,66.94888458,66.82303751,67.93415339,68.42183472,68.17799406,68.29991439
