weekdate,hour,759163,763646,759257,737229,737237,737246,737257,765506,737278,764054,718410,764125,764130,718412,763336,717008,717009,768584,717011,716036,717014,717016,717020,717022,718415,764249,763963,717028,716047,716050,717032,717035,763346,716057,717039,737184,717042,718335,717046,759385,764026,759280,718419
0,0,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
0,1,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
0,2,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
0,3,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
0,4,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
0,5,70,68.99785696,65.34335492,64.86655583,65.35988406,65.35988406,65.35988406,65.93641691,62.33117337,62.95779645,62.95779645,62.95779645,62.95779645,62.95779645,62.95779645,62.95779645,55.20826568,58.74100145,60.59451961,64.25323999,67.74727046,68.19399522,67.16231938,63.59957908,54.25958932,56.83251057,67.02818087,67.02818087,67.02818087,67.02818087,68.06129524,69.12126425,69.12126425,69.12126425,63.19530004,63.19530004,63.19530004,61.72815727,61.72815727,61.72815727,61.72815727,61.72815727,61.72815727
0,6,70,69.19597852,64.70073097,64.2837894,65.5679628,65.5679628,65.5679628,66.44837595,62.77903866,63.29923181,63.29923181,63.29923181,63.29923181,63.29923181,63.29923181,63.29923181,56.73869811,62.32366161,63.97383447,65.32647681,68.73001231,68.92207029,68.39782488,64.87327965,54.79450234,57.7870876,68.32982054,68.32982054,68.32982054,68.32982054,68.89581548,69.42139258,69.42139258,69.42139258,66.82455183,66.82455183,66.82455183,62.34313809,62.34313809,62.34313809,62.34313809,62.34313809,62.34313809
0,7,70,69.26302882,65.06841118,64.98606605,65.72143745,65.72143745,65.72143745,66.31360356,62.58251371,63.92862591,63.92862591,63.92862591,63.92862591,63.92862591,63.92862591,63.92862591,57.05827798,62.45400192,63.73554141,65.48482434,69.09257102,69.17921449,68.75434298,65.08483819,54.75683761,57.8864239,68.50729945,68.50729945,68.50729945,68.50729945,69.10915243,69.56303272,69.56303272,69.56303272,67.44585012,67.44585012,67.44585012,62.5413779,62.5413779,62.5413779,62.5413779,62.5413779,62.5413779
0,8,70,69.25203368,65.14482108,65.0696771,65.56490014,65.56490014,65.56490014,66.68814436,62.72469167,63.71759964,63.71759964,63.71759964,63.71759964,63.71759964,63.71759964,63.71759964,57.28735485,61.68040936,62.99516509,65.37476289,69.13325889,69.2799061,68.4736875,64.38849569,54.15249793,56.80594439,67.0955404,67.0955404,67.0955404,67.0955404,69.28939087,69.61951404,69.61951404,69.61951404,67.80828886,67.80828886,67.80828886,62.55661862,62.55661862,62.55661862,62.55661862,62.55661862,62.55661862
