7.511887718580629780e+01,3.368666274670211891e+01,3.344205798726569867e+01,2.633615563353720823e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.268589680647247633e+02,5.261643471843148490e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.385341308883777600e+01,2.666484158844636188e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.265361060358065117e+02,5.274573023433123353e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.382893580034019720e+01,2.663639950825044345e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.261634016735828538e+02,5.228191740264799847e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.314972055017202734e+01,2.589248065967757029e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.270720249328087448e+02,5.324572636781402224e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.292808345939567261e+01,2.582247442698609952e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.269038259103229649e+02,5.259527541459991085e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.292213439282667053e+01,2.600180573109869275e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.261714669441834360e+02,5.241855652994807002e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.304152563269186516e+01,2.564874137187256764e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.259940358035512276e+02,5.246991268439049350e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.217962827606726250e+01,2.503305541870989970e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.258956868141073357e+02,5.223652207172279560e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.238568347649468393e+01,2.534424928862097914e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.262650302537340110e+02,5.271240971029385491e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.244053983483654235e+01,2.536038500349640845e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.263163798531856656e+02,5.292675464805668639e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.242025473038136596e+01,2.502663641114180049e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.259276747279280926e+02,5.223968204232063073e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.240410555855410024e+01,2.532004492347657898e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.259135810262508670e+02,5.241494884938099119e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.260979303712742450e+01,2.539554078658698089e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.258694456973559426e+02,5.201650583265315930e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.225684557942141595e+01,2.498505667503744920e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.259533736826928134e+02,5.221503251787167699e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.258502125513272318e+01,2.531549213036155876e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.259733396550951596e+02,5.251409585150472026e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.270352007614781797e+01,2.523943650005660455e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.255497881408359717e+02,5.214857637681922853e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.186936793804818890e+01,2.460316927299568412e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.254134119226267217e+02,5.217442542918716697e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.246081652401259987e+01,2.492524038921640095e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.250948604085906055e+02,5.187049303597797234e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.243665636198219460e+01,2.472339621192962689e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.258522165043822127e+02,5.228689827455306016e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.203894232511861162e+01,2.450614942873635904e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.255859000660209830e+02,5.208642236142667770e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.213409807897996728e+01,2.439370366135471979e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.258129606049219404e+02,5.177378612907143207e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.296915929554460689e+01,2.502479570974170286e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.258292639502704731e+02,5.227225131484574661e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.290044374068302346e+01,2.486722428762150994e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.260950370954102056e+02,5.235591642669788115e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.299932579820258383e+01,2.490344949083810100e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.262862761412679902e+02,5.211094830201299999e+01
7.511887718580629780e+01,3.368666274670211891e+01,3.133676818914882034e+01,2.382974173076640945e+00,2.962694293895081543e+01,5.909410471418343747e+01,1.258440721486648357e+02,5.197577519406323887e+01
