2.245513344922793806e+02,1.748197668473258659e+01,1.716816647919009853e+01,1.191843137771262349e+02,5.516401106398588716e+00,1.134230582280610378e+01,2.864306198753924093e+01,1.309799124453720864e+01,1.318450250536864488e+01,4.537337662337661470e+01,1.661212802945086153e+01,3.007740821609722115e+00,8.744535158509260953e+01,1.547632059323315623e+01,2.824547499744349466e+01,1.064014725432048003e+01,1.983823119983960837e+01,2.617660990437923942e+02,2.461940480347414706e+01,2.617759548162879923e+02,2.030324733383354641e+01,1.647855097658246848e+01,2.637782493097453766e+02,7.721346002367205585e+00,1.863847274772471607e+01,1.387603538194089303e+01,2.041603980909058080e+01,1.487228512463246588e+01,3.976107217800447557e+01,1.686406499881973176e+01,3.838675410349262762e+01,2.689273528716696049e+01,1.007707843337764508e+01,4.263504703957459441e+01,4.094228922406773563e+01,2.671064745795721365e+02,4.543729065956699031e+01
2.245513344922793806e+02,1.748197668473258659e+01,1.716816647919009853e+01,1.193379457392721434e+02,5.505999984010201409e+00,1.130773749663181604e+01,2.858961362710969922e+01,1.309688507076513986e+01,1.318450250536864488e+01,4.537337662337661470e+01,1.661212802945086153e+01,3.000669250728016380e+00,8.731096942796041560e+01,1.547652171643388996e+01,2.824547499744349466e+01,1.064014725432048003e+01,1.981277767097310516e+01,2.621275103797459565e+02,2.450562240141643144e+01,2.621536021455091827e+02,2.020705060297441591e+01,1.647855097658246848e+01,2.637782493097453766e+02,7.719031513690650215e+00,1.863847274772471607e+01,1.387603538194089303e+01,2.045800901014545303e+01,1.486744078921994294e+01,3.942477454614009247e+01,1.684158734489234632e+01,3.844112606370511287e+01,2.689712133510641223e+01,1.007707843337764508e+01,4.263504703957459441e+01,4.105156578921665300e+01,2.681766056254227237e+02,4.552201520697315118e+01
2.245513344922793806e+02,1.748197668473258659e+01,1.716816647919009853e+01,1.195208263304063223e+02,5.503281583860844428e+00,1.130067364756195758e+01,2.863430158883587495e+01,1.311971344508903314e+01,1.318450250536864488e+01,4.537337662337661470e+01,1.661212802945086153e+01,2.996749131561684987e+00,8.746957986928424589e+01,1.562575617604032630e+01,2.824547499744349466e+01,1.064014725432048003e+01,1.973454464074488612e+01,2.598144868191564569e+02,2.427992922628307682e+01,2.598247254513457847e+02,2.017820592679769476e+01,1.647855097658246848e+01,2.637782493097453766e+02,7.732030503621579953e+00,1.863847274772471607e+01,1.387603538194089303e+01,2.035922008003101524e+01,1.483516112392312891e+01,3.957519358169089685e+01,1.690192827315175350e+01,3.848049751933087492e+01,2.694247670080618562e+01,1.007707843337764508e+01,4.263504703957459441e+01,4.104823881208625380e+01,2.682584038118715739e+02,4.553943838305988834e+01
2.245513344922793806e+02,1.748197668473258659e+01,1.716816647919009853e+01,1.197390479917935409e+02,5.496950552341595575e+00,1.131798349141843474e+01,2.859652992382420322e+01,1.311565585289904234e+01,1.318450250536864488e+01,4.537337662337661470e+01,1.661212802945086153e+01,3.009524175239524091e+00,8.748379819997978757e+01,1.545156300738539024e+01,2.824547499744349466e+01,1.064014725432048003e+01,1.981010056346421777e+01,2.603533621976326344e+02,2.433939711383780136e+01,2.609548582541225983e+02,2.021772744828557578e+01,1.647855097658246848e+01,2.637782493097453766e+02,7.760814814167790843e+00,1.863847274772471607e+01,1.387603538194089303e+01,2.039609074819036749e+01,1.487008111719274517e+01,3.980824442295462973e+01,1.695943607217338922e+01,3.859883910383337025e+01,2.700428200957965785e+01,1.007707843337764508e+01,4.263504703957459441e+01,4.101977606816742394e+01,2.682027959183048438e+02,4.556122087077554994e+01
2.245513344922793806e+02,1.748197668473258659e+01,1.716816647919009853e+01,1.196780330068598062e+02,5.519543311987029632e+00,1.134271748439415362e+01,2.864185374453093402e+01,1.311261464210610939e+01,1.318450250536864488e+01,4.537337662337661470e+01,1.661212802945086153e+01,2.991967641764488484e+00,8.772810890532127814e+01,1.546590590330293402e+01,2.824547499744349466e+01,1.064014725432048003e+01,2.088426817785933665e+01,2.764383075249274953e+02,2.434644348106163037e+01,2.630112593764923758e+02,2.029730546900483645e+01,1.647855097658246848e+01,2.637782493097453766e+02,7.724171647260830831e+00,1.863847274772471607e+01,1.387603538194089303e+01,2.041857862773720456e+01,1.481433211828970364e+01,3.959055410703294342e+01,1.687587455643915035e+01,3.846162892831166857e+01,2.692873847839667079e+01,1.007707843337764508e+01,4.263504703957459441e+01,4.119502244646708533e+01,2.697988991226716280e+02,4.551893301427751481e+01
2.245513344922793806e+02,1.748197668473258659e+01,1.716816647919009853e+01,1.196717432607436820e+02,5.497138420827847760e+00,1.124972546883736690e+01,2.856899640162904674e+01,1.307974133541784312e+01,1.318450250536864488e+01,4.537337662337661470e+01,1.661212802945086153e+01,2.998788153150783842e+00,8.762209202642685568e+01,1.539155796855679270e+01,2.824547499744349466e+01,1.064014725432048003e+01,2.066269873529207146e+01,2.733210841409286331e+02,2.428740029260628219e+01,2.600940630942544090e+02,2.024586791430094834e+01,1.647855097658246848e+01,2.637782493097453766e+02,7.692772303577116944e+00,1.863847274772471607e+01,1.387603538194089303e+01,2.035562814060272174e+01,1.475362305878443969e+01,3.935645594943005676e+01,1.683113359363826689e+01,3.842794497784397123e+01,2.692902277403072375e+01,1.007707843337764508e+01,4.263504703957459441e+01,4.127718524416098944e+01,2.688868850615560291e+02,4.551884197122293330e+01
2.245513344922793806e+02,1.748197668473258659e+01,1.716816647919009853e+01,1.192957012400325851e+02,5.501337200750921141e+00,1.128847160006399086e+01,2.860316981979755724e+01,1.306328928676284917e+01,1.318450250536864488e+01,4.537337662337661470e+01,1.661212802945086153e+01,2.982107972708214927e+00,8.737764294693336353e+01,1.540923724062527178e+01,2.824547499744349466e+01,1.064014725432048003e+01,2.057849448705140105e+01,2.701406507140492863e+02,2.413534991670393381e+01,2.590198760045221320e+02,2.009655536784804042e+01,1.647855097658246848e+01,2.637782493097453766e+02,7.656156966343035108e+00,1.863847274772471607e+01,1.387603538194089303e+01,2.042475804548276130e+01,1.484005202195100637e+01,3.932055858500561385e+01,1.678592014461853310e+01,3.825157382369903303e+01,2.684744535073739513e+01,1.007707843337764508e+01,4.263504703957459441e+01,4.089211202905980969e+01,2.668769485336260914e+02,4.536949906634227858e+01
2.245513344922793806e+02,1.748197668473258659e+01,1.716816647919009853e+01,1.192557689581386740e+02,5.483287171496802337e+00,1.130260286769157574e+01,2.869214547439300134e+01,1.312089464377950598e+01,1.318450250536864488e+01,4.537337662337661470e+01,1.661212802945086153e+01,2.985523951079862570e+00,8.726859324563331199e+01,1.569434734052297920e+01,2.824547499744349466e+01,1.064014725432048003e+01,1.988464864130202514e+01,2.613959308330608451e+02,2.407544138603752870e+01,2.594873395167570038e+02,2.011648575741103073e+01,1.647855097658246848e+01,2.637782493097453766e+02,7.716233540779397160e+00,1.863847274772471607e+01,1.387603538194089303e+01,2.033758741884806653e+01,1.479445958817153617e+01,3.949151264253858074e+01,1.690008081596944578e+01,3.836488800381787456e+01,2.690628722246347948e+01,1.007707843337764508e+01,4.263504703957459441e+01,4.100041348562103138e+01,2.673426684314130739e+02,4.544383993976305902e+01
2.245513344922793806e+02,1.748197668473258659e+01,1.716816647919009853e+01,1.188326017407539297e+02,5.473432328895631471e+00,1.131690091200306370e+01,2.871909891881347576e+01,1.309857917268504224e+01,1.318450250536864488e+01,4.537337662337661470e+01,1.661212802945086153e+01,2.989357692921345677e+00,8.724654450193332877e+01,1.556402342531863070e+01,2.824547499744349466e+01,1.064014725432048003e+01,2.049564007338751281e+01,2.736390002126549916e+02,2.406137001297517841e+01,2.597153985770867166e+02,2.006444675822348245e+01,1.647855097658246848e+01,2.637782493097453766e+02,7.703338417691032447e+00,1.863847274772471607e+01,1.387603538194089303e+01,2.039753977656616613e+01,1.473864308909603338e+01,3.938772833023908504e+01,1.696180158711975139e+01,3.857681303058388522e+01,2.698803720074660717e+01,1.007707843337764508e+01,4.263504703957459441e+01,4.120661704607216080e+01,2.682626806159281614e+02,4.544510787049372169e+01
2.245513344922793806e+02,1.748197668473258659e+01,1.716816647919009853e+01,1.194678955571230574e+02,5.497417612461631187e+00,1.130010560084987858e+01,2.869358560169947481e+01,1.309439342402273887e+01,1.318450250536864488e+01,4.537337662337661470e+01,1.661212802945086153e+01,2.984552869206268610e+00,8.702999727609601166e+01,1.558801145628240192e+01,2.824547499744349466e+01,1.064014725432048003e+01,2.062463045731755429e+01,2.763937706605214544e+02,2.410239234078707327e+01,2.566416391954992946e+02,1.999163327689499070e+01,1.647855097658246848e+01,2.637782493097453766e+02,7.688805362275584088e+00,1.863847274772471607e+01,1.387603538194089303e+01,2.033929424759915960e+01,1.476641852618976181e+01,3.965672158469381259e+01,1.698062651409014734e+01,3.843961073125569072e+01,2.693756062815063856e+01,1.007707843337764508e+01,4.263504703957459441e+01,4.113243361862456027e+01,2.696073834591151126e+02,4.540182007429397260e+01
