weekdate,hour,minute,717498,769358,717497,769346,769467,717492,764858,718141,717491,716359,768469,764760,765176,764949,769418,769402,717483,769389,717480,769372,717473,717469,717465,717463,717460,717459,717456,765164,716337,717452,717447,717445
0,0,0,62.99120209,62.76919786,62.54719363,62.32518939,64.65782086,65.42851662,66.19921238,67.06847861,64.84964724,62.63081588,60.41198452,63.34163399,60.48356209,61.3091749,62.78947272,62.37947274,66.72611072,69.31887547,64.77403322,64.34827957,66.49597886,63.52373863,66.13994641,67.30198687,64.11338529,64.40699302,60.54184632,59.25932248,63.52510545,63.92628288,60.81740585,57.70852882
0,0,10,63.9264316,63.44167781,62.95692402,62.47217023,64.55194964,65.51623125,66.48051285,67.82035466,65.87911288,63.9378711,61.99662932,65.49004435,62.94845588,61.91940087,63.48346865,62.80493375,66.62371732,69.26514706,64.59901961,64.04960937,66.31839001,64.0225842,65.95813816,67.51624001,67.737381,67.48837535,61.44714761,61.56941527,65.30394072,64.34925832,61.79862388,59.24798943
0,0,20,62.47762701,62.54240419,62.60718137,62.67195856,64.36475681,66.07427532,67.78379382,68.33082638,67.42619907,66.52157176,65.61694444,68.80607026,64.68501362,62.25215492,63.96105494,62.88257805,66.39075436,69.37867647,64.97926879,64.6603605,66.53820721,63.98476907,66.46990303,68.28872954,68.3258685,66.96540727,64.91916725,63.62473739,65.27019506,64.1428079,58.88269943,53.62259096
0,0,30,64.51415441,63.9060049,63.29785539,62.68970588,64.03241024,66.05207882,68.07174741,68.49770914,67.49334253,66.48897592,65.48460931,69.20053874,65.33120993,62.73277039,64.21557795,63.59750867,66.97837691,69.37950163,64.69857537,64.63926675,67.11043964,64.32107843,66.27543573,67.8790532,68.44140736,66.98760593,64.12413049,63.38965628,65.65474494,64.28233252,57.09816449,49.91399646
0,0,40,64.36077429,63.70089572,63.04101716,62.38113859,64.69216482,66.73431213,68.77645945,68.69155068,67.95442371,67.21729674,66.48016977,69.06471031,65.27208178,62.78190632,64.05443474,64.73154898,67.46510076,69.4658061,64.74740349,63.61466759,65.88859783,64.02788723,65.55223363,67.44802333,67.82858767,66.38612667,64.31373383,64.21643616,65.98713235,64.35821206,58.33140756,52.30460307
0,0,50,62.2391837,61.78522823,61.33127276,60.87731729,64.71613191,66.90882724,69.10152258,68.93935696,68.17177524,67.40419353,66.63661181,69.38633403,65.64520425,63.46288671,64.85872906,65.29655932,67.25386438,69.44573529,63.29548866,61.76681985,65.08573836,63.16732398,65.62463235,67.21283814,67.09558824,66.17195628,65.0813863,64.30139181,66.03824806,64.69380872,59.03347159,53.37313447
0,1,0,63.03940062,62.04753119,61.05566176,60.06379234,63.5206328,66.14080679,68.76098078,68.826335,67.80432449,66.78231397,65.76030345,69.54089986,65.81033497,63.24445806,64.67830372,65.5094626,67.61206116,69.54563725,63.57124694,62.25130974,65.4352405,63.61607548,65.87534041,67.00402142,67.42548487,67.12242063,63.99985744,64.47097339,66.18534135,64.72547615,60.99740229,57.26932843
0,1,10,67.77430407,64.48899436,61.20368464,57.91837493,62.03444742,65.33703023,68.63961304,68.84343621,68.02291717,67.20239813,66.38187908,69.60930867,65.89392702,63.39780773,64.87627145,65.57510343,67.64784041,69.59298747,64.38278697,64.38846763,67.68397672,65.29993305,67.28910789,69.14928805,67.85197322,67.21431579,63.79302346,64.58117414,66.17582593,64.44941023,62.2932221,60.13703396
0,1,20,63.39665998,62.20160205,61.00654412,59.81148619,63.76059639,66.38677207,69.01294775,68.97047942,67.89155094,66.81262246,65.73369398,69.15973973,65.72091503,63.60982571,65.00078891,65.62249687,67.61828431,69.48464869,65.2443704,64.94888174,67.31564032,65.00400667,66.73230188,69.08639589,67.57899084,66.70263967,64.1323667,64.46871499,66.45949883,64.80475388,62.70465686,60.60455984
0,1,30,63.99357026,62.80308007,61.61258987,60.42209967,63.87402597,66.34494339,68.81586081,68.91662509,68.00103424,67.0854434,66.16985255,69.29725996,66.19145153,63.78232843,65.17168096,65.67835675,67.71169118,69.26015795,65.17761438,65.16032475,67.56317913,65.1387584,66.89607843,68.81282446,67.63013285,67.15626167,65.20055522,64.87641807,65.97676037,64.39787454,62.08667134,59.77546813
0,1,40,66.33299635,63.62315993,60.9133235,58.20348708,62.38980517,65.56199632,68.73418746,68.89603248,67.83431668,66.77260088,65.71088508,69.42798903,66.11278206,63.52695534,65.06767259,65.70901387,67.51157135,69.22672386,64.72571998,64.91653901,67.63970588,65.2660369,66.8204759,68.76970822,67.74968919,67.19697712,65.94745857,65.11887255,66.32524637,64.57619102,61.48688998,58.39758893
0,1,50,66.09781623,63.51681881,60.93582139,58.35482398,62.33701723,65.65721832,68.97741941,68.81138707,67.75396899,66.6965509,65.63913282,69.17908183,65.8686683,63.89660948,65.32190819,66.1025785,67.64859477,69.32510076,65.19630566,65.13457925,67.62693015,65.40503813,66.89996255,68.40585512,68.05778856,67.37607985,66.41070374,64.79641398,66.41647774,64.69768306,63.28689601,61.87610896
0,2,0,61.7368808,61.23852437,60.74016793,60.2418115,64.14348421,66.58475318,69.02602214,69.02815841,67.90509401,66.7820296,65.6589652,69.14901458,65.49943322,64.2807292,65.52459779,66.12644216,67.89130728,69.40340309,64.93667439,65.03402326,67.75458372,65.78356962,67.34713001,69.03983631,67.91903427,67.33623115,66.23500246,65.21966296,66.12978701,64.01428571,61.27226487,58.53024402
