weekday,hour,sensor,speed,cord_dist,timcost(s)
Thu,18,717012,41.45635072,0.502262402942,43.6156250897
Thu,18,718099,45.04154741,0.668200635419,53.4067416825
Thu,18,763341,45.04154741,0.361652856304,28.9055407187
Thu,18,716032,45.04154741,0.337407756487,26.9677218745
Thu,18,763325,61.10500744,0.320433372172,18.8783241856
Thu,18,737292,58.13900736,0.54877111228,33.9802155888
Thu,18,718411,55.34929921,0.390200985617,25.3792472221
Thu,18,764059,57.38131539,0.877803633895,55.0718131947
Thu,18,737269,59.53094451,0.103833126708,6.27907484459
Thu,18,763490,63.95525727,0.270184558102,15.2085137436
Thu,18,737258,63.95525727,0.829144693387,46.6720176512
Thu,18,737242,63.95525727,0.0812472294191,4.57335391013
Thu,18,764050,58.25699179,0.391160051663,24.1717971134
Thu,18,737232,54.70437838,0.297439128349,19.5739517341
Thu,18,759259,58.88419033,0.71317918722,43.6016027325
Thu,19,769097,70.0,0.832277374339,42.8028363946
Thu,19,763727,70.0,0.139645510695,7.18176912148
Thu,19,759289,60.23363107,0.559657973601,33.4492320847
Thu,19,717045,50.46726215,0.206585251811,14.7364226795
Thu,19,768598,48.24514805,0.0568899838032,4.24506815648
Thu,19,717043,52.80759545,0.283295602159,19.3128310252
Thu,19,716063,55.3169627,0.33384110502,21.7262105403
Thu,19,717041,53.09569873,0.323084466206,21.9058060476
Thu,19,717040,53.09569873,0.196012381761,13.2900515713
Thu,19,763743,53.09569873,0.1315516349,8.91947741469
Thu,19,717036,53.09569873,0.362427303781,24.5733331479
Thu,19,763330,56.70913993,0.674369496326,42.8102099551
Thu,19,717033,53.50657122,0.252025699416,16.9566559249
Thu,19,718103,45.28177843,0.256415442797,20.3855861248
Thu,19,717031,45.28177843,0.273212412862,21.7209818254
Thu,19,717029,45.28177843,0.252295142898,20.0580133096
Thu,19,717026,55.19280452,0.144830724592,9.44671344509
Thu,19,773647,50.81140649,0.212550235517,15.0592337571
Thu,19,764244,49.3087775,0.378754760679,27.652625102
Thu,19,718414,51.11227677,0.54997232596,38.7362977855
Thu,19,717019,51.74887043,0.501529913513,34.8897990168
Thu,19,717015,51.74887043,0.376637978738,26.2014747798
Thu,19,717012,51.74887043,0.502262402942,34.9407559154
Thu,19,718099,53.52157358,0.668200635419,44.9449096244
Thu,19,763341,53.52157358,0.361652856304,24.3257100942
Thu,19,716032,53.52157358,0.337407756487,22.6949217316
Thu,19,763325,63.90045288,0.320433372172,18.0524564041
Thu,19,737292,61.80903807,0.54877111228,31.9625748256
Thu,19,718411,57.81542219,0.390200985617,24.2966927337
Thu,19,764059,57.59932151,0.877803633895,54.8633733728
Thu,19,737269,58.62696714,0.103833126708,6.37589277397
Thu,19,763490,62.86635091,0.270184558102,15.4719399979
Thu,19,737258,62.86635091,0.829144693387,47.4804224038
Thu,19,737242,62.86635091,0.0812472294191,4.65256884923
Thu,19,764050,61.45280708,0.391160051663,22.9147577287
Thu,19,737232,58.49564902,0.297439128349,18.3053078305
Thu,19,759259,62.29624155,0.71317918722,41.2134827096
Thu,20,769097,70.0,0.832277374339,42.8028363946
Thu,20,763727,70.0,0.139645510695,7.18176912148
Thu,20,759289,66.1978022,0.559657973601,30.4355830255
Thu,20,717045,65.5845458,0.206585251811,11.3396669512
Thu,20,768598,65.93943234,0.0568899838032,3.10594032165
Thu,20,717043,65.88872375,0.283295602159,15.4785843423
Thu,20,716063,68.23422328,0.33384110502,17.6132726409
Thu,20,717041,68.14670117,0.323084466206,17.0676505006
Thu,20,717040,69.03448276,0.196012381761,10.221624703
Thu,20,763743,70.0,0.1315516349,6.76551265199
Thu,20,717036,67.06395349,0.362427303781,19.4551353702
Thu,20,763330,66.24924102,0.674369496326,36.6454037721
Thu,20,717033,67.47805969,0.252025699416,13.4457410611
Thu,20,718103,67.79787082,0.256415442797,13.6154068395
Thu,20,717031,70.0,0.273212412862,14.05092409
Thu,20,717029,68.7734375,0.252295142898,13.2065888728
Thu,20,717026,67.07313774,0.144830724592,7.77346380532
Thu,20,773647,58.56023753,0.212550235517,13.0665598388
Thu,20,764244,55.38451586,0.378754760679,24.619103684
Thu,20,718414,59.89391053,0.54997232596,33.0567891783
Thu,20,717019,62.64397251,0.501529913513,28.8217304284
Thu,20,717015,68.32258065,0.376637978738,19.8455138924
Thu,20,717012,66.88888889,0.502262402942,27.0320628822
Thu,20,718099,65.89770872,0.668200635419,36.5038835831
Thu,20,763341,68.10989011,0.361652856304,19.1154365481
Thu,20,716032,68.84946237,0.337407756487,17.6423733975
Thu,20,763325,67.28364458,0.320433372172,17.1447332709
Thu,20,737292,65.2115197,0.54877111228,30.2948928855
Thu,20,718411,60.36476321,0.390200985617,23.2705882293
Thu,20,764059,59.85667267,0.877803633895,52.7943325458
